scene_id,scene_label,truth,model,max_tokens,run,local_ms,local_risk,quality_score,s1_scene,s2_proximity,s3_risk,s4_length,s5_pilot_action,detected_risk,word_count,truncated,latency_ms,input_tokens,output_tokens,cost_usd,efficiency,error
1,person_near,hazard,gpt4o_mini,512,2,30.84,hazard,5,1,1,1,1,1,hazard,67,1,4598.4,3556,93,0.000589,8488.96,
1,person_near,hazard,gemini,64,2,30.84,hazard,3,1,1,0,1,0,,52,1,1437.4,1026,64,9.6e-05,31250.0,
1,person_near,hazard,gemini,128,2,30.84,hazard,5,1,1,1,1,1,hazard,88,1,1940.6,1026,123,0.000114,43859.65,
1,person_near,hazard,gemini,256,2,30.84,hazard,5,1,1,1,1,1,hazard,88,1,2155.3,1026,123,0.000114,43859.65,
1,person_near,hazard,gemini,512,2,30.84,hazard,5,1,1,1,1,1,hazard,88,1,1740.4,1026,123,0.000114,43859.65,
1,person_near,hazard,claude,64,3,30.84,hazard,3,1,1,0,1,0,,44,1,4707.6,974,64,0.003882,772.8,
1,person_near,hazard,claude,128,3,30.84,hazard,3,1,1,0,1,0,,87,0,5139.4,974,128,0.004842,619.58,
1,person_near,hazard,claude,256,3,30.84,hazard,5,1,1,1,1,1,hazard,115,1,7066.3,974,196,0.005862,852.95,
1,person_near,hazard,claude,512,3,30.84,hazard,5,1,1,1,1,1,hazard,110,1,6124.0,974,176,0.005562,898.96,
1,person_near,hazard,gpt4o,64,3,30.84,hazard,3,1,1,0,1,0,,50,1,2609.6,789,64,0.004905,611.62,
1,person_near,hazard,gpt4o,128,3,30.84,hazard,5,1,1,1,1,1,hazard,59,1,2604.3,789,75,0.00507,986.19,
1,person_near,hazard,gpt4o,256,3,30.84,hazard,5,1,1,1,1,1,hazard,59,1,2902.5,789,75,0.00507,986.19,
1,person_near,hazard,gpt4o,512,3,30.84,hazard,5,1,1,1,1,1,hazard,60,1,2839.8,789,80,0.005145,971.82,
1,person_near,hazard,gpt4o_mini,64,3,30.84,hazard,3,1,1,0,1,0,,50,1,3498.1,3556,64,0.000572,5244.76,
1,person_near,hazard,gpt4o_mini,128,3,30.84,hazard,5,1,1,1,1,1,hazard,69,1,5247.8,3556,97,0.000592,8445.95,
1,person_near,hazard,gpt4o_mini,256,3,30.84,hazard,5,1,1,1,1,1,hazard,75,1,5094.2,3556,107,0.000598,8361.2,
1,person_near,hazard,gpt4o_mini,512,3,30.84,hazard,5,1,1,1,1,1,hazard,69,1,4812.7,3556,97,0.000592,8445.95,
1,person_near,hazard,gemini,64,3,30.84,hazard,3,1,1,0,1,0,,52,1,1949.1,1026,64,9.6e-05,31250.0,
1,person_near,hazard,gemini,128,3,30.84,hazard,5,1,1,1,1,1,hazard,89,1,1740.0,1026,124,0.000114,43859.65,
1,person_near,hazard,gemini,256,3,30.84,hazard,5,1,1,1,1,1,hazard,88,1,2048.0,1026,123,0.000114,43859.65,
1,person_near,hazard,gemini,512,3,30.84,hazard,5,1,1,1,1,1,hazard,88,1,2354.9,1026,123,0.000114,43859.65,
1,person_near,hazard,claude,64,4,30.84,hazard,3,1,1,0,1,0,,46,1,3810.4,974,64,0.003882,772.8,
1,person_near,hazard,claude,128,4,30.84,hazard,3,1,1,0,1,0,caution,95,0,5120.5,974,127,0.004827,621.5,
1,person_near,hazard,claude,256,4,30.84,hazard,5,1,1,1,1,1,hazard,117,1,6040.1,974,179,0.005607,891.74,
1,person_near,hazard,claude,512,4,30.84,hazard,4,1,1,1,0,1,hazard,172,0,9275.9,974,290,0.007272,550.06,
1,person_near,hazard,gpt4o,64,4,30.84,hazard,3,1,1,0,1,0,,51,1,2773.4,789,64,0.004905,611.62,
1,person_near,hazard,gpt4o,128,4,30.84,hazard,5,1,1,1,1,1,hazard,60,1,2775.8,789,80,0.005145,971.82,
1,person_near,hazard,gpt4o,256,4,30.84,hazard,5,1,1,1,1,1,hazard,60,1,2682.4,789,80,0.005145,971.82,
1,person_near,hazard,gpt4o,512,4,30.84,hazard,5,1,1,1,1,1,hazard,59,1,2969.2,789,75,0.00507,986.19,
1,person_near,hazard,gpt4o_mini,64,4,30.84,hazard,3,1,1,0,1,0,,50,1,3481.7,3556,64,0.000572,5244.76,
1,person_near,hazard,gpt4o_mini,128,4,30.84,hazard,5,1,1,1,1,1,hazard,69,1,4915.1,3556,97,0.000592,8445.95,
1,person_near,hazard,gpt4o_mini,256,4,30.84,hazard,5,1,1,1,1,1,hazard,68,1,4764.2,3556,97,0.000592,8445.95,
1,person_near,hazard,gpt4o_mini,512,4,30.84,hazard,5,1,1,1,1,1,hazard,60,1,4246.4,3556,84,0.000584,8561.64,
1,person_near,hazard,gemini,64,4,30.84,hazard,3,1,1,0,1,0,,52,1,1744.9,1026,64,9.6e-05,31250.0,
1,person_near,hazard,gemini,128,4,30.84,hazard,5,1,1,1,1,1,hazard,88,1,2150.2,1026,123,0.000114,43859.65,
1,person_near,hazard,gemini,256,4,30.84,hazard,5,1,1,1,1,1,hazard,88,1,2313.0,1026,123,0.000114,43859.65,
1,person_near,hazard,gemini,512,4,30.84,hazard,5,1,1,1,1,1,hazard,89,1,2528.2,1026,124,0.000114,43859.65,
1,person_near,hazard,claude,64,5,30.84,hazard,3,1,1,0,1,0,,49,1,3674.3,974,64,0.003882,772.8,
1,person_near,hazard,claude,128,5,30.84,hazard,4,1,1,1,1,0,hazard,88,1,5120.1,974,128,0.004842,826.1,
1,person_near,hazard,claude,256,5,30.84,hazard,4,1,1,0,1,1,caution,131,1,6965.2,974,216,0.006162,649.14,
1,person_near,hazard,claude,512,5,30.84,hazard,4,1,1,0,1,1,caution,125,1,7162.7,974,198,0.005892,678.89,
1,person_near,hazard,gpt4o,64,5,30.84,hazard,3,1,1,0,1,0,,53,0,2595.4,789,64,0.004905,611.62,
1,person_near,hazard,gpt4o,128,5,30.84,hazard,5,1,1,1,1,1,hazard,60,1,2681.6,789,80,0.005145,971.82,
1,person_near,hazard,gpt4o,256,5,30.84,hazard,5,1,1,1,1,1,hazard,60,1,2710.0,789,80,0.005145,971.82,
1,person_near,hazard,gpt4o,512,5,30.84,hazard,5,1,1,1,1,1,hazard,59,1,2773.9,789,75,0.00507,986.19,
1,person_near,hazard,gpt4o_mini,64,5,30.84,hazard,3,1,1,0,1,0,,50,1,3471.9,3556,64,0.000572,5244.76,
1,person_near,hazard,gpt4o_mini,128,5,30.84,hazard,5,1,1,1,1,1,hazard,71,1,6248.1,3556,99,0.000593,8431.7,
1,person_near,hazard,gpt4o_mini,256,5,30.84,hazard,5,1,1,1,1,1,hazard,77,1,4810.6,3556,108,0.000598,8361.2,
1,person_near,hazard,gpt4o_mini,512,5,30.84,hazard,5,1,1,1,1,1,hazard,71,1,4673.3,3556,99,0.000593,8431.7,
1,person_near,hazard,gemini,64,5,30.84,hazard,3,1,1,0,1,0,,52,1,1782.9,1026,64,9.6e-05,31250.0,
1,person_near,hazard,gemini,128,5,30.84,hazard,5,1,1,1,1,1,hazard,89,1,2284.5,1026,124,0.000114,43859.65,
1,person_near,hazard,gemini,256,5,30.84,hazard,5,1,1,1,1,1,hazard,89,1,2297.8,1026,124,0.000114,43859.65,
1,person_near,hazard,gemini,512,5,30.84,hazard,5,1,1,1,1,1,hazard,88,1,1867.0,1026,123,0.000114,43859.65,
2,wall_close,hazard,claude,64,1,30.28,hazard,3,1,1,0,1,0,,45,1,3676.3,985,64,0.003915,766.28,
2,wall_close,hazard,claude,128,1,30.28,hazard,4,1,1,1,1,0,hazard,90,1,5017.1,985,128,0.004875,820.51,
2,wall_close,hazard,claude,256,1,30.28,hazard,4,1,1,0,1,1,caution,120,0,6656.3,985,186,0.005745,696.26,
2,wall_close,hazard,claude,512,1,30.28,hazard,5,1,1,1,1,1,hazard,137,1,6985.5,985,222,0.006285,795.54,
2,wall_close,hazard,gpt4o,64,1,30.28,hazard,4,1,1,1,1,0,hazard,48,1,2454.5,797,64,0.004945,808.9,
2,wall_close,hazard,gpt4o,128,1,30.28,hazard,5,1,1,1,1,1,hazard,51,1,2742.5,797,70,0.005035,993.05,
2,wall_close,hazard,gpt4o,256,1,30.28,hazard,5,1,1,1,1,1,hazard,47,1,2603.2,797,66,0.004975,1005.03,
2,wall_close,hazard,gpt4o,512,1,30.28,hazard,5,1,1,1,1,1,hazard,50,1,2619.1,797,72,0.005065,987.17,
2,wall_close,hazard,gpt4o_mini,64,1,30.28,hazard,4,1,1,0,1,1,safe,39,1,3041.1,3564,60,0.000571,7005.25,
2,wall_close,hazard,gpt4o_mini,128,1,30.28,hazard,4,1,1,0,1,1,safe,41,1,3307.5,3564,61,0.000571,7005.25,
2,wall_close,hazard,gpt4o_mini,256,1,30.28,hazard,4,1,1,0,1,1,safe,41,1,3071.7,3564,61,0.000571,7005.25,
2,wall_close,hazard,gpt4o_mini,512,1,30.28,hazard,4,1,1,0,1,1,safe,74,1,4302.5,3564,101,0.000595,6722.69,
2,wall_close,hazard,gemini,64,1,30.28,hazard,4,1,1,1,1,0,hazard,50,0,2188.0,1032,64,9.7e-05,41237.11,
2,wall_close,hazard,gemini,128,1,30.28,hazard,5,1,1,1,1,1,hazard,91,1,2115.1,1032,124,0.000115,43478.26,
2,wall_close,hazard,gemini,256,1,30.28,hazard,5,1,1,1,1,1,hazard,110,1,2149.1,1032,146,0.000121,41322.31,
2,wall_close,hazard,gemini,512,1,30.28,hazard,5,1,1,1,1,1,hazard,110,1,2560.5,1032,146,0.000121,41322.31,
2,wall_close,hazard,claude,64,2,30.28,hazard,3,1,1,0,1,0,,46,1,3810.7,985,64,0.003915,766.28,
2,wall_close,hazard,claude,128,2,30.28,hazard,4,1,1,1,1,0,hazard,90,1,5222.1,985,128,0.004875,820.51,
2,wall_close,hazard,claude,256,2,30.28,hazard,5,1,1,1,1,1,hazard,117,1,6348.7,985,177,0.00561,891.27,
2,wall_close,hazard,claude,512,2,30.28,hazard,5,1,1,1,1,1,hazard,116,1,6860.6,985,189,0.00579,863.56,
2,wall_close,hazard,gpt4o,64,2,30.28,hazard,4,1,1,1,1,0,hazard,47,1,2395.9,797,64,0.004945,808.9,
2,wall_close,hazard,gpt4o,128,2,30.28,hazard,5,1,1,1,1,1,hazard,50,1,3438.0,797,75,0.00511,978.47,
2,wall_close,hazard,gpt4o,256,2,30.28,hazard,5,1,1,1,1,1,hazard,52,1,2372.2,797,70,0.005035,993.05,
2,wall_close,hazard,gpt4o,512,2,30.28,hazard,5,1,1,1,1,1,hazard,53,1,2440.4,797,70,0.005035,993.05,
2,wall_close,hazard,gpt4o_mini,64,2,30.28,hazard,4,1,1,0,1,1,safe,40,1,3176.2,3564,61,0.000571,7005.25,
2,wall_close,hazard,gpt4o_mini,128,2,30.28,hazard,4,1,1,0,1,1,safe,44,1,3315.3,3564,64,0.000573,6980.8,
2,wall_close,hazard,gpt4o_mini,256,2,30.28,hazard,4,1,1,0,1,1,safe,39,1,2883.9,3564,60,0.000571,7005.25,
2,wall_close,hazard,gpt4o_mini,512,2,30.28,hazard,4,1,1,0,1,1,safe,41,1,3005.0,3564,61,0.000571,7005.25,
2,wall_close,hazard,gemini,64,2,30.28,hazard,4,1,1,1,1,0,hazard,50,0,1959.6,1032,64,9.7e-05,41237.11,
2,wall_close,hazard,gemini,128,2,30.28,hazard,5,1,1,1,1,1,hazard,91,1,2457.0,1032,124,0.000115,43478.26,
2,wall_close,hazard,gemini,256,2,30.28,hazard,5,1,1,1,1,1,hazard,110,1,2969.2,1032,146,0.000121,41322.31,
2,wall_close,hazard,gemini,512,2,30.28,hazard,5,1,1,1,1,1,hazard,110,1,3686.1,1032,146,0.000121,41322.31,
2,wall_close,hazard,claude,64,3,30.28,hazard,4,1,1,1,1,0,hazard,46,1,3806.0,985,64,0.003915,1021.71,
2,wall_close,hazard,claude,128,3,30.28,hazard,4,1,1,1,1,0,hazard,80,1,5120.2,985,128,0.004875,820.51,
2,wall_close,hazard,claude,256,3,30.28,hazard,5,1,1,1,1,1,hazard,147,1,7499.4,985,218,0.006225,803.21,
2,wall_close,hazard,claude,512,3,30.28,hazard,5,1,1,1,1,1,hazard,105,1,6734.0,985,177,0.00561,891.27,
2,wall_close,hazard,gpt4o,64,3,30.28,hazard,4,1,1,1,1,0,hazard,46,0,2741.5,797,64,0.004945,808.9,
2,wall_close,hazard,gpt4o,128,3,30.28,hazard,5,1,1,1,1,1,hazard,49,1,2196.8,797,65,0.00496,1008.06,
2,wall_close,hazard,gpt4o,256,3,30.28,hazard,5,1,1,1,1,1,hazard,50,1,2446.6,797,71,0.00505,990.1,
2,wall_close,hazard,gpt4o,512,3,30.28,hazard,5,1,1,1,1,1,hazard,53,1,2544.2,797,70,0.005035,993.05,
2,wall_close,hazard,gpt4o_mini,64,3,30.28,hazard,4,1,1,0,1,1,safe,41,1,3277.0,3564,61,0.000571,7005.25,
2,wall_close,hazard,gpt4o_mini,128,3,30.28,hazard,4,1,1,0,1,1,safe,39,1,3162.3,3564,60,0.000571,7005.25,
2,wall_close,hazard,gpt4o_mini,256,3,30.28,hazard,4,1,1,0,1,1,safe,41,1,3288.5,3564,61,0.000571,7005.25,
2,wall_close,hazard,gpt4o_mini,512,3,30.28,hazard,4,1,1,0,1,1,safe,41,1,3034.8,3564,61,0.000571,7005.25,
2,wall_close,hazard,gemini,64,3,30.28,hazard,4,1,1,1,1,0,hazard,52,0,1782.4,1032,63,9.6e-05,41666.67,
2,wall_close,hazard,gemini,128,3,30.28,hazard,5,1,1,1,1,1,hazard,91,1,2148.8,1032,124,0.000115,43478.26,
2,wall_close,hazard,gemini,256,3,30.28,hazard,5,1,1,1,1,1,hazard,91,1,2252.8,1032,124,0.000115,43478.26,
2,wall_close,hazard,gemini,512,3,30.28,hazard,5,1,1,1,1,1,hazard,110,1,2250.3,1032,146,0.000121,41322.31,
2,wall_close,hazard,claude,64,4,30.28,hazard,3,1,1,0,1,0,,44,0,3706.9,985,64,0.003915,766.28,
2,wall_close,hazard,claude,128,4,30.28,hazard,4,1,1,1,1,0,hazard,85,1,5321.3,985,128,0.004875,820.51,
2,wall_close,hazard,claude,256,4,30.28,hazard,5,1,1,1,1,1,hazard,120,1,6658.9,985,199,0.00594,841.75,
2,wall_close,hazard,claude,512,4,30.28,hazard,5,1,1,1,1,1,hazard,114,1,6348.6,985,192,0.005835,856.9,
2,wall_close,hazard,gpt4o,64,4,30.28,hazard,4,1,1,1,1,0,hazard,47,1,2250.1,797,64,0.004945,808.9,
2,wall_close,hazard,gpt4o,128,4,30.28,hazard,5,1,1,1,1,1,hazard,44,1,2661.9,797,60,0.004885,1023.54,
2,wall_close,hazard,gpt4o,256,4,30.28,hazard,5,1,1,1,1,1,hazard,50,1,3277.3,797,76,0.005125,975.61,
2,wall_close,hazard,gpt4o,512,4,30.28,hazard,5,1,1,1,1,1,hazard,48,1,3008.0,797,68,0.005005,999.0,
2,wall_close,hazard,gpt4o_mini,64,4,30.28,hazard,4,1,1,0,1,1,safe,41,1,3175.0,3564,61,0.000571,7005.25,
2,wall_close,hazard,gpt4o_mini,128,4,30.28,hazard,4,1,1,0,1,1,safe,63,1,4977.8,3564,90,0.000589,6791.17,
2,wall_close,hazard,gpt4o_mini,256,4,30.28,hazard,4,1,1,0,1,1,safe,40,1,2969.1,3564,61,0.000571,7005.25,
2,wall_close,hazard,gpt4o_mini,512,4,30.28,hazard,4,1,1,0,1,1,safe,41,1,3072.2,3564,61,0.000571,7005.25,
2,wall_close,hazard,gemini,64,4,30.28,hazard,4,1,1,1,1,0,hazard,52,0,1951.5,1032,63,9.6e-05,41666.67,
2,wall_close,hazard,gemini,128,4,30.28,hazard,5,1,1,1,1,1,hazard,91,1,2209.9,1032,124,0.000115,43478.26,
2,wall_close,hazard,gemini,256,4,30.28,hazard,5,1,1,1,1,1,hazard,91,1,2190.2,1032,124,0.000115,43478.26,
2,wall_close,hazard,gemini,512,4,30.28,hazard,5,1,1,1,1,1,hazard,110,1,2047.9,1032,146,0.000121,41322.31,
2,wall_close,hazard,claude,64,5,30.28,hazard,3,1,1,0,1,0,,44,1,3909.1,985,64,0.003915,766.28,
2,wall_close,hazard,claude,128,5,30.28,hazard,3,1,1,0,1,0,safe,92,1,6708.0,985,128,0.004875,615.38,
2,wall_close,hazard,claude,256,5,30.28,hazard,5,1,1,1,1,1,hazard,115,1,6398.5,985,192,0.005835,856.9,
2,wall_close,hazard,claude,512,5,30.28,hazard,5,1,1,1,1,1,hazard,124,1,6757.5,985,207,0.00606,825.08,
2,wall_close,hazard,gpt4o,64,5,30.28,hazard,4,1,1,1,1,0,hazard,48,1,2865.3,797,64,0.004945,808.9,
2,wall_close,hazard,gpt4o,128,5,30.28,hazard,4,1,1,0,1,1,safe,49,1,2766.6,797,70,0.005035,794.44,
2,wall_close,hazard,gpt4o,256,5,30.28,hazard,5,1,1,1,1,1,hazard,50,1,2729.7,797,71,0.00505,990.1,
2,wall_close,hazard,gpt4o,512,5,30.28,hazard,5,1,1,1,1,1,hazard,50,1,2978.2,797,72,0.005065,987.17,
2,wall_close,hazard,gpt4o_mini,64,5,30.28,hazard,4,1,1,0,1,1,safe,41,1,3354.8,3564,61,0.000571,7005.25,
2,wall_close,hazard,gpt4o_mini,128,5,30.28,hazard,4,1,1,0,1,1,safe,39,1,3216.3,3564,60,0.000571,7005.25,
2,wall_close,hazard,gpt4o_mini,256,5,30.28,hazard,4,1,1,0,1,1,safe,39,1,3080.0,3564,60,0.000571,7005.25,
2,wall_close,hazard,gpt4o_mini,512,5,30.28,hazard,4,1,1,0,1,1,safe,41,1,3403.5,3564,61,0.000571,7005.25,
2,wall_close,hazard,gemini,64,5,30.28,hazard,4,1,1,1,1,0,hazard,52,0,1412.1,1032,63,9.6e-05,41666.67,
2,wall_close,hazard,gemini,128,5,30.28,hazard,4,1,1,1,1,0,hazard,98,1,1836.3,1032,128,0.000116,34482.76,
2,wall_close,hazard,gemini,256,5,30.28,hazard,5,1,1,1,1,1,hazard,110,1,2054.1,1032,146,0.000121,41322.31,
2,wall_close,hazard,gemini,512,5,30.28,hazard,5,1,1,1,1,1,hazard,110,1,2338.4,1032,146,0.000121,41322.31,
3,object_table,caution,claude,64,1,31.68,safe,4,1,1,1,1,0,caution,48,0,3899.8,956,62,0.003798,1053.19,
3,object_table,caution,claude,128,1,31.68,safe,3,1,1,0,1,0,hazard,95,1,5332.4,956,128,0.004788,626.57,
3,object_table,caution,claude,256,1,31.68,safe,4,1,1,1,0,1,caution,152,0,8287.1,956,245,0.006543,611.34,
3,object_table,caution,claude,512,1,31.68,safe,3,1,1,0,0,1,hazard,187,0,8397.5,956,285,0.007143,419.99,
3,object_table,caution,gpt4o,64,1,31.68,safe,3,1,1,0,1,0,safe,48,1,2744.3,772,64,0.00482,622.41,
3,object_table,caution,gpt4o,128,1,31.68,safe,4,1,1,0,1,1,safe,69,1,3600.1,772,95,0.005285,756.86,
3,object_table,caution,gpt4o,256,1,31.68,safe,4,1,1,0,1,1,safe,71,1,4095.6,772,99,0.005345,748.36,
3,object_table,caution,gpt4o,512,1,31.68,safe,4,1,1,0,1,1,safe,58,1,3392.9,772,82,0.00509,785.85,
3,object_table,caution,gpt4o_mini,64,1,31.68,safe,3,1,0,1,1,0,caution,51,1,3527.9,3539,64,0.000569,5272.41,
3,object_table,caution,gpt4o_mini,128,1,31.68,safe,5,1,1,1,1,1,caution,81,1,5161.4,3539,112,0.000598,8361.2,
3,object_table,caution,gpt4o_mini,256,1,31.68,safe,5,1,1,1,1,1,caution,91,1,5460.7,3539,124,0.000605,8264.46,
3,object_table,caution,gpt4o_mini,512,1,31.68,safe,5,1,1,1,1,1,caution,92,1,5155.3,3539,125,0.000606,8250.83,
3,object_table,caution,gemini,64,1,31.68,safe,3,1,1,0,1,0,hazard,50,1,3415.7,1008,64,9.5e-05,31578.95,
3,object_table,caution,gemini,128,1,31.68,safe,4,1,1,0,1,1,hazard,81,1,2177.6,1008,110,0.000109,36697.25,
3,object_table,caution,gemini,256,1,31.68,safe,4,1,1,0,1,1,hazard,81,1,2014.6,1008,110,0.000109,36697.25,
3,object_table,caution,gemini,512,1,31.68,safe,4,1,1,0,1,1,hazard,81,1,2157.4,1008,110,0.000109,36697.25,
3,object_table,caution,claude,64,2,31.68,safe,4,1,1,1,1,0,caution,43,1,3595.8,956,64,0.003828,1044.93,
3,object_table,caution,claude,128,2,31.68,safe,3,1,1,0,1,0,hazard,88,1,5182.8,956,128,0.004788,626.57,
3,object_table,caution,claude,256,2,31.68,safe,5,1,1,1,1,1,caution,132,1,6902.4,956,206,0.005958,839.21,
3,object_table,caution,claude,512,2,31.68,safe,4,1,1,0,1,1,hazard,137,1,8189.2,956,209,0.006003,666.33,
3,object_table,caution,gpt4o,64,2,31.68,safe,3,1,1,0,1,0,safe,49,1,2827.8,772,64,0.00482,622.41,
3,object_table,caution,gpt4o,128,2,31.68,safe,4,1,1,0,1,1,safe,61,1,3383.5,772,86,0.00515,776.7,
3,object_table,caution,gpt4o,256,2,31.68,safe,4,1,1,0,1,1,safe,60,1,3308.3,772,81,0.005075,788.18,
3,object_table,caution,gpt4o,512,2,31.68,safe,4,1,1,0,1,1,safe,57,1,3419.3,772,78,0.00503,795.23,
3,object_table,caution,gpt4o_mini,64,2,31.68,safe,3,1,0,1,1,0,caution,48,1,3441.0,3539,64,0.000569,5272.41,
3,object_table,caution,gpt4o_mini,128,2,31.68,safe,5,1,1,1,1,1,caution,89,1,5427.3,3539,120,0.000603,8291.87,
3,object_table,caution,gpt4o_mini,256,2,31.68,safe,5,1,1,1,1,1,caution,91,1,5427.1,3539,124,0.000605,8264.46,
3,object_table,caution,gpt4o_mini,512,2,31.68,safe,5,1,1,1,1,1,caution,91,1,5057.6,3539,124,0.000605,8264.46,
3,object_table,caution,gemini,64,2,31.68,safe,3,1,1,0,1,0,hazard,50,1,2113.8,1008,64,9.5e-05,31578.95,
3,object_table,caution,gemini,128,2,31.68,safe,4,1,1,0,1,1,hazard,81,1,2457.6,1008,110,0.000109,36697.25,
3,object_table,caution,gemini,256,2,31.68,safe,4,1,1,0,1,1,hazard,81,1,3175.6,1008,110,0.000109,36697.25,
3,object_table,caution,gemini,512,2,31.68,safe,4,1,1,0,1,1,hazard,81,1,2060.9,1008,110,0.000109,36697.25,
3,object_table,caution,claude,64,3,31.68,safe,3,1,0,1,1,0,caution,44,1,3789.0,956,64,0.003828,783.7,
3,object_table,caution,claude,128,3,31.68,safe,3,1,0,1,1,0,caution,94,1,5221.0,956,128,0.004788,626.57,
3,object_table,caution,claude,256,3,31.68,safe,3,1,1,0,0,1,hazard,158,1,8293.5,956,256,0.006708,447.23,
3,object_table,caution,claude,512,3,31.68,safe,5,1,1,1,1,1,caution,116,1,7171.1,956,176,0.005508,907.77,
3,object_table,caution,gpt4o,64,3,31.68,safe,3,1,1,0,1,0,,51,1,2655.9,772,64,0.00482,622.41,
3,object_table,caution,gpt4o,128,3,31.68,safe,5,1,1,1,1,1,caution,52,1,3480.7,772,75,0.004985,1003.01,
3,object_table,caution,gpt4o,256,3,31.68,safe,4,1,1,0,1,1,safe,58,1,2970.6,772,78,0.00503,795.23,
3,object_table,caution,gpt4o,512,3,31.68,safe,4,1,1,0,1,1,safe,71,1,3071.6,772,99,0.005345,748.36,
3,object_table,caution,gpt4o_mini,64,3,31.68,safe,2,1,0,0,1,0,hazard,48,1,3397.8,3539,64,0.000569,3514.94,
3,object_table,caution,gpt4o_mini,128,3,31.68,safe,5,1,1,1,1,1,caution,77,1,5100.9,3539,108,0.000596,8389.26,
3,object_table,caution,gpt4o_mini,256,3,31.68,safe,5,1,1,1,1,1,caution,88,1,5631.8,3539,117,0.000601,8319.47,
3,object_table,caution,gpt4o_mini,512,3,31.68,safe,5,1,1,1,1,1,caution,77,1,5282.7,3539,108,0.000596,8389.26,
3,object_table,caution,gemini,64,3,31.68,safe,3,1,1,0,1,0,hazard,50,1,1688.5,1008,64,9.5e-05,31578.95,
