scene_id,scene_label,truth,model,run,quality_score,s1_scene,s2_proximity,s3_risk,s4_length,s5_pilot_action,detected_risk,detected_action,word_count,yolo_meta,clip_label,clip_risk,latency_ms,input_tokens,output_tokens,cost_usd,error
1,person_near,hazard,gpt4o_mini,3,0,0,0,0,0,0,,,0,"YOLO detections: chair (conf=0.65, est_dist~0.75m [advisory], bbox=[49.9,139.9,112.4,235.7]); person (conf=0.41, est_dist~0.31m [advisory], bbox=[132.4,4.3,245.2,239.9])",cluttered room obstacles,caution,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
1,person_near,hazard,gemini,3,0,0,0,0,0,0,,,0,"YOLO detections: chair (conf=0.65, est_dist~0.75m [advisory], bbox=[49.9,139.9,112.4,235.7]); person (conf=0.41, est_dist~0.31m [advisory], bbox=[132.4,4.3,245.2,239.9])",cluttered room obstacles,caution,0.0,0,0,0.0,No API key was provided. Please pass a valid API key. Learn how to create an API
1,person_near,hazard,claude,4,0,0,0,0,0,0,,,0,"YOLO detections: chair (conf=0.65, est_dist~0.75m [advisory], bbox=[49.9,139.9,112.4,235.7]); person (conf=0.41, est_dist~0.31m [advisory], bbox=[132.4,4.3,245.2,239.9])",cluttered room obstacles,caution,0.0,0,0,0.0,unknown url type: ''
1,person_near,hazard,gpt4o,4,0,0,0,0,0,0,,,0,"YOLO detections: chair (conf=0.65, est_dist~0.75m [advisory], bbox=[49.9,139.9,112.4,235.7]); person (conf=0.41, est_dist~0.31m [advisory], bbox=[132.4,4.3,245.2,239.9])",cluttered room obstacles,caution,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
1,person_near,hazard,gpt4o_mini,4,0,0,0,0,0,0,,,0,"YOLO detections: chair (conf=0.65, est_dist~0.75m [advisory], bbox=[49.9,139.9,112.4,235.7]); person (conf=0.41, est_dist~0.31m [advisory], bbox=[132.4,4.3,245.2,239.9])",cluttered room obstacles,caution,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
1,person_near,hazard,gemini,4,0,0,0,0,0,0,,,0,"YOLO detections: chair (conf=0.65, est_dist~0.75m [advisory], bbox=[49.9,139.9,112.4,235.7]); person (conf=0.41, est_dist~0.31m [advisory], bbox=[132.4,4.3,245.2,239.9])",cluttered room obstacles,caution,0.0,0,0,0.0,No API key was provided. Please pass a valid API key. Learn how to create an API
1,person_near,hazard,claude,5,0,0,0,0,0,0,,,0,"YOLO detections: chair (conf=0.65, est_dist~0.75m [advisory], bbox=[49.9,139.9,112.4,235.7]); person (conf=0.41, est_dist~0.31m [advisory], bbox=[132.4,4.3,245.2,239.9])",cluttered room obstacles,caution,0.0,0,0,0.0,unknown url type: ''
1,person_near,hazard,gpt4o,5,0,0,0,0,0,0,,,0,"YOLO detections: chair (conf=0.65, est_dist~0.75m [advisory], bbox=[49.9,139.9,112.4,235.7]); person (conf=0.41, est_dist~0.31m [advisory], bbox=[132.4,4.3,245.2,239.9])",cluttered room obstacles,caution,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
1,person_near,hazard,gpt4o_mini,5,0,0,0,0,0,0,,,0,"YOLO detections: chair (conf=0.65, est_dist~0.75m [advisory], bbox=[49.9,139.9,112.4,235.7]); person (conf=0.41, est_dist~0.31m [advisory], bbox=[132.4,4.3,245.2,239.9])",cluttered room obstacles,caution,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
1,person_near,hazard,gemini,5,0,0,0,0,0,0,,,0,"YOLO detections: chair (conf=0.65, est_dist~0.75m [advisory], bbox=[49.9,139.9,112.4,235.7]); person (conf=0.41, est_dist~0.31m [advisory], bbox=[132.4,4.3,245.2,239.9])",cluttered room obstacles,caution,0.0,0,0,0.0,No API key was provided. Please pass a valid API key. Learn how to create an API
2,wall_close,hazard,claude,1,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,0.0,0,0,0.0,unknown url type: ''
2,wall_close,hazard,gpt4o,1,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
2,wall_close,hazard,gpt4o_mini,1,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
2,wall_close,hazard,gemini,1,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,0.0,0,0,0.0,No API key was provided. Please pass a valid API key. Learn how to create an API
2,wall_close,hazard,claude,2,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,0.0,0,0,0.0,unknown url type: ''
2,wall_close,hazard,gpt4o,2,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
2,wall_close,hazard,gpt4o_mini,2,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
2,wall_close,hazard,gemini,2,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,0.0,0,0,0.0,No API key was provided. Please pass a valid API key. Learn how to create an API
2,wall_close,hazard,claude,3,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,0.0,0,0,0.0,unknown url type: ''
2,wall_close,hazard,gpt4o,3,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
2,wall_close,hazard,gpt4o_mini,3,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
2,wall_close,hazard,gemini,3,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,0.0,0,0,0.0,No API key was provided. Please pass a valid API key. Learn how to create an API
2,wall_close,hazard,claude,4,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,0.0,0,0,0.0,unknown url type: ''
2,wall_close,hazard,gpt4o,4,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
2,wall_close,hazard,gpt4o_mini,4,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
2,wall_close,hazard,gemini,4,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,0.0,0,0,0.0,No API key was provided. Please pass a valid API key. Learn how to create an API
2,wall_close,hazard,claude,5,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,0.0,0,0,0.0,unknown url type: ''
2,wall_close,hazard,gpt4o,5,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
2,wall_close,hazard,gpt4o_mini,5,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
2,wall_close,hazard,gemini,5,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,0.0,0,0,0.0,No API key was provided. Please pass a valid API key. Learn how to create an API
3,object_table,caution,claude,1,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,unknown url type: ''
3,object_table,caution,gpt4o,1,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
3,object_table,caution,gpt4o_mini,1,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
3,object_table,caution,gemini,1,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,No API key was provided. Please pass a valid API key. Learn how to create an API
3,object_table,caution,claude,2,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,unknown url type: ''
3,object_table,caution,gpt4o,2,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
3,object_table,caution,gpt4o_mini,2,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
3,object_table,caution,gemini,2,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,No API key was provided. Please pass a valid API key. Learn how to create an API
3,object_table,caution,claude,3,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,unknown url type: ''
3,object_table,caution,gpt4o,3,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
3,object_table,caution,gpt4o_mini,3,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
3,object_table,caution,gemini,3,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,No API key was provided. Please pass a valid API key. Learn how to create an API
3,object_table,caution,claude,4,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,unknown url type: ''
3,object_table,caution,gpt4o,4,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
3,object_table,caution,gpt4o_mini,4,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
3,object_table,caution,gemini,4,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,No API key was provided. Please pass a valid API key. Learn how to create an API
3,object_table,caution,claude,5,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,unknown url type: ''
3,object_table,caution,gpt4o,5,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
3,object_table,caution,gpt4o_mini,5,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
3,object_table,caution,gemini,5,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,No API key was provided. Please pass a valid API key. Learn how to create an API
4,dim_light,caution,claude,1,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.1,0,0,0.0,unknown url type: ''
4,dim_light,caution,gpt4o,1,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
4,dim_light,caution,gpt4o_mini,1,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
4,dim_light,caution,gemini,1,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.0,0,0,0.0,No API key was provided. Please pass a valid API key. Learn how to create an API
4,dim_light,caution,claude,2,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.1,0,0,0.0,unknown url type: ''
4,dim_light,caution,gpt4o,2,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
4,dim_light,caution,gpt4o_mini,2,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
4,dim_light,caution,gemini,2,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.0,0,0,0.0,No API key was provided. Please pass a valid API key. Learn how to create an API
4,dim_light,caution,claude,3,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.1,0,0,0.0,unknown url type: ''
4,dim_light,caution,gpt4o,3,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
4,dim_light,caution,gpt4o_mini,3,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
4,dim_light,caution,gemini,3,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.0,0,0,0.0,No API key was provided. Please pass a valid API key. Learn how to create an API
4,dim_light,caution,claude,4,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.1,0,0,0.0,unknown url type: ''
4,dim_light,caution,gpt4o,4,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
4,dim_light,caution,gpt4o_mini,4,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
4,dim_light,caution,gemini,4,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.0,0,0,0.0,No API key was provided. Please pass a valid API key. Learn how to create an API
4,dim_light,caution,claude,5,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.1,0,0,0.0,unknown url type: ''
4,dim_light,caution,gpt4o,5,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
4,dim_light,caution,gpt4o_mini,5,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
4,dim_light,caution,gemini,5,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.0,0,0,0.0,No API key was provided. Please pass a valid API key. Learn how to create an API
5,cluttered,caution,claude,1,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,unknown url type: ''
5,cluttered,caution,gpt4o,1,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
5,cluttered,caution,gpt4o_mini,1,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
5,cluttered,caution,gemini,1,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,No API key was provided. Please pass a valid API key. Learn how to create an API
5,cluttered,caution,claude,2,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,unknown url type: ''
5,cluttered,caution,gpt4o,2,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
5,cluttered,caution,gpt4o_mini,2,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
5,cluttered,caution,gemini,2,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,No API key was provided. Please pass a valid API key. Learn how to create an API
5,cluttered,caution,claude,3,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,unknown url type: ''
5,cluttered,caution,gpt4o,3,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
5,cluttered,caution,gpt4o_mini,3,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
5,cluttered,caution,gemini,3,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,No API key was provided. Please pass a valid API key. Learn how to create an API
5,cluttered,caution,claude,4,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,unknown url type: ''
5,cluttered,caution,gpt4o,4,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
5,cluttered,caution,gpt4o_mini,4,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
5,cluttered,caution,gemini,4,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,No API key was provided. Please pass a valid API key. Learn how to create an API
5,cluttered,caution,claude,5,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,unknown url type: ''
5,cluttered,caution,gpt4o,5,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
5,cluttered,caution,gpt4o_mini,5,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
5,cluttered,caution,gemini,5,0,0,0,0,0,0,,,0,YOLO detections: none,cluttered room obstacles,caution,0.0,0,0,0.0,No API key was provided. Please pass a valid API key. Learn how to create an API
6,door_open,safe,claude,1,0,0,0,0,0,0,,,0,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",open room safe path,safe,0.0,0,0,0.0,unknown url type: ''
6,door_open,safe,gpt4o,1,0,0,0,0,0,0,,,0,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",open room safe path,safe,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
6,door_open,safe,gpt4o_mini,1,0,0,0,0,0,0,,,0,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",open room safe path,safe,0.0,0,0,0.0,"Missing credentials. Please pass an `api_key`, `workload_identity`, `admin_api_k"
6,door_open,safe,gemini,1,0,0,0,0,0,0,,,0,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",open room safe path,safe,0.0,0,0,0.0,No API key was provided. Please pass a valid API key. Learn how to create an API
6,door_open,safe,claude,2,0,0,0,0,0,0,,,0,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",open room safe path,safe,0.0,0,0,0.0,unknown url type: ''
