scene_id,scene_label,truth,model,run,quality_score,s1_scene,s2_proximity,s3_risk,s4_length,s5_pilot_action,detected_risk,detected_action,word_count,yolo_meta,clip_label,clip_risk,latency_ms,input_tokens,output_tokens,cost_usd,error
1,person_near,hazard,gpt4o_mini,3,4,1,1,0,1,1,safe,PITCH_FORWARD,76,"YOLO detections: chair (conf=0.65, est_dist~0.75m [advisory], bbox=[49.9,139.9,112.4,235.7]); person (conf=0.41, est_dist~0.31m [advisory], bbox=[132.4,4.3,245.2,239.9])",cluttered room obstacles,caution,3482.0,3569,98,0.000594,
1,person_near,hazard,gemini,3,5,1,1,1,1,1,hazard,PITCH_BACK,61,"YOLO detections: chair (conf=0.65, est_dist~0.75m [advisory], bbox=[49.9,139.9,112.4,235.7]); person (conf=0.41, est_dist~0.31m [advisory], bbox=[132.4,4.3,245.2,239.9])",cluttered room obstacles,caution,2050.3,1018,94,0.000105,
1,person_near,hazard,claude,4,5,1,1,1,1,1,hazard,PITCH_BACK,112,"YOLO detections: chair (conf=0.65, est_dist~0.75m [advisory], bbox=[49.9,139.9,112.4,235.7]); person (conf=0.41, est_dist~0.31m [advisory], bbox=[132.4,4.3,245.2,239.9])",cluttered room obstacles,caution,5067.9,936,167,0.005313,
1,person_near,hazard,gpt4o,4,5,1,1,1,1,1,hazard,PITCH_BACK,63,"YOLO detections: chair (conf=0.65, est_dist~0.75m [advisory], bbox=[49.9,139.9,112.4,235.7]); person (conf=0.41, est_dist~0.31m [advisory], bbox=[132.4,4.3,245.2,239.9])",cluttered room obstacles,caution,2556.4,802,83,0.005255,
1,person_near,hazard,gpt4o_mini,4,4,1,1,0,1,1,caution,HOVER,75,"YOLO detections: chair (conf=0.65, est_dist~0.75m [advisory], bbox=[49.9,139.9,112.4,235.7]); person (conf=0.41, est_dist~0.31m [advisory], bbox=[132.4,4.3,245.2,239.9])",cluttered room obstacles,caution,3414.2,3569,107,0.0006,
1,person_near,hazard,gemini,4,5,1,1,1,1,1,hazard,PITCH_BACK,61,"YOLO detections: chair (conf=0.65, est_dist~0.75m [advisory], bbox=[49.9,139.9,112.4,235.7]); person (conf=0.41, est_dist~0.31m [advisory], bbox=[132.4,4.3,245.2,239.9])",cluttered room obstacles,caution,2632.2,1018,94,0.000105,
1,person_near,hazard,claude,5,5,1,1,1,1,1,hazard,PITCH_BACK,97,"YOLO detections: chair (conf=0.65, est_dist~0.75m [advisory], bbox=[49.9,139.9,112.4,235.7]); person (conf=0.41, est_dist~0.31m [advisory], bbox=[132.4,4.3,245.2,239.9])",cluttered room obstacles,caution,7255.2,936,144,0.004968,
1,person_near,hazard,gpt4o,5,5,1,1,1,1,1,hazard,PITCH_BACK,64,"YOLO detections: chair (conf=0.65, est_dist~0.75m [advisory], bbox=[49.9,139.9,112.4,235.7]); person (conf=0.41, est_dist~0.31m [advisory], bbox=[132.4,4.3,245.2,239.9])",cluttered room obstacles,caution,2719.2,802,88,0.00533,
1,person_near,hazard,gpt4o_mini,5,4,1,1,0,1,1,caution,HOVER,83,"YOLO detections: chair (conf=0.65, est_dist~0.75m [advisory], bbox=[49.9,139.9,112.4,235.7]); person (conf=0.41, est_dist~0.31m [advisory], bbox=[132.4,4.3,245.2,239.9])",cluttered room obstacles,caution,3584.4,3569,113,0.000603,
1,person_near,hazard,gemini,5,5,1,1,1,1,1,hazard,PITCH_BACK,61,"YOLO detections: chair (conf=0.65, est_dist~0.75m [advisory], bbox=[49.9,139.9,112.4,235.7]); person (conf=0.41, est_dist~0.31m [advisory], bbox=[132.4,4.3,245.2,239.9])",cluttered room obstacles,caution,2051.4,1018,94,0.000105,
2,wall_close,hazard,claude,1,5,1,1,1,1,1,hazard,PITCH_BACK,99,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,5867.3,897,153,0.004986,
2,wall_close,hazard,gpt4o,1,4,1,1,0,1,1,safe,PITCH_FORWARD,48,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2658.6,764,66,0.00481,
2,wall_close,hazard,gpt4o_mini,1,5,1,1,1,1,1,hazard,LAND,77,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2969.8,3531,104,0.000592,
2,wall_close,hazard,gemini,1,5,1,1,1,1,1,hazard,PITCH_BACK,53,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2666.2,968,83,9.7e-05,
2,wall_close,hazard,claude,2,5,1,1,1,1,1,hazard,PITCH_BACK,96,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,5373.3,897,145,0.004866,
2,wall_close,hazard,gpt4o,2,4,1,1,0,1,1,safe,PITCH_FORWARD,56,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2248.3,764,72,0.0049,
2,wall_close,hazard,gpt4o_mini,2,4,1,1,0,1,1,safe,PITCH_FORWARD,88,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,3176.3,3531,115,0.000599,
2,wall_close,hazard,gemini,2,5,1,1,1,1,1,hazard,PITCH_BACK,49,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,1947.9,968,78,9.6e-05,
2,wall_close,hazard,claude,3,5,1,1,1,1,1,hazard,PITCH_BACK,80,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,5474.8,897,126,0.004581,
2,wall_close,hazard,gpt4o,3,5,1,1,1,1,1,hazard,PITCH_BACK,56,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2147.9,764,75,0.004945,
2,wall_close,hazard,gpt4o_mini,3,4,1,1,0,1,1,safe,PITCH_FORWARD,79,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,3071.9,3531,105,0.000593,
2,wall_close,hazard,gemini,3,5,1,1,1,1,1,hazard,PITCH_BACK,53,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2461.5,968,83,9.7e-05,
2,wall_close,hazard,claude,4,5,1,1,1,1,1,hazard,PITCH_BACK,109,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,5374.0,897,170,0.005241,
2,wall_close,hazard,gpt4o,4,4,1,1,0,1,1,safe,PITCH_FORWARD,57,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2456.5,764,77,0.004975,
2,wall_close,hazard,gpt4o_mini,4,5,1,1,1,1,1,hazard,HOVER,105,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,3582.4,3531,135,0.000611,
2,wall_close,hazard,gemini,4,5,1,1,1,1,1,hazard,PITCH_BACK,49,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2051.7,968,78,9.6e-05,
2,wall_close,hazard,claude,5,5,1,1,1,1,1,hazard,PITCH_BACK,97,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,5372.9,897,149,0.004926,
2,wall_close,hazard,gpt4o,5,5,1,1,1,1,1,hazard,PITCH_BACK,55,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2352.7,764,74,0.00493,
2,wall_close,hazard,gpt4o_mini,5,4,1,1,0,1,1,safe,PITCH_FORWARD,81,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,3174.3,3531,106,0.000593,
2,wall_close,hazard,gemini,5,5,1,1,1,1,1,hazard,PITCH_BACK,49,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,1950.8,968,78,9.6e-05,
3,object_table,caution,claude,1,5,1,1,1,1,1,caution,HOVER,87,YOLO detections: none,cluttered room obstacles,caution,4954.1,862,124,0.004446,
3,object_table,caution,gpt4o,1,5,1,1,1,1,1,caution,HOVER,51,YOLO detections: none,cluttered room obstacles,caution,2865.2,728,69,0.004675,
3,object_table,caution,gpt4o_mini,1,5,1,1,1,1,1,caution,HOVER,96,YOLO detections: none,cluttered room obstacles,caution,3788.3,3495,124,0.000599,
3,object_table,caution,gemini,1,4,1,1,0,1,1,hazard,PITCH_BACK,70,YOLO detections: none,cluttered room obstacles,caution,3178.0,926,98,9.9e-05,
3,object_table,caution,claude,2,5,1,1,1,1,1,caution,HOVER,107,YOLO detections: none,cluttered room obstacles,caution,5672.2,862,155,0.004911,
3,object_table,caution,gpt4o,2,5,1,1,1,1,1,caution,HOVER,55,YOLO detections: none,cluttered room obstacles,caution,2761.4,728,74,0.00475,
3,object_table,caution,gpt4o_mini,2,5,1,1,1,1,1,caution,HOVER,96,YOLO detections: none,cluttered room obstacles,caution,3379.7,3495,124,0.000599,
3,object_table,caution,gemini,2,4,1,1,0,1,1,safe,PITCH_FORWARD,69,YOLO detections: none,cluttered room obstacles,caution,1846.6,926,99,9.9e-05,
3,object_table,caution,claude,3,5,1,1,1,1,1,caution,HOVER,113,YOLO detections: none,cluttered room obstacles,caution,5766.5,862,164,0.005046,
3,object_table,caution,gpt4o,3,5,1,1,1,1,1,caution,HOVER,53,YOLO detections: none,cluttered room obstacles,caution,2660.0,728,71,0.004705,
3,object_table,caution,gpt4o_mini,3,5,1,1,1,1,1,caution,HOVER,96,YOLO detections: none,cluttered room obstacles,caution,3452.9,3495,124,0.000599,
3,object_table,caution,gemini,3,4,1,1,0,1,1,safe,PITCH_FORWARD,69,YOLO detections: none,cluttered room obstacles,caution,1630.3,926,99,9.9e-05,
3,object_table,caution,claude,4,5,1,1,1,1,1,caution,HOVER,99,YOLO detections: none,cluttered room obstacles,caution,6018.2,862,158,0.004956,
3,object_table,caution,gpt4o,4,5,1,1,1,1,1,caution,HOVER,55,YOLO detections: none,cluttered room obstacles,caution,2557.2,728,74,0.00475,
3,object_table,caution,gpt4o_mini,4,5,1,1,1,1,1,caution,HOVER,96,YOLO detections: none,cluttered room obstacles,caution,4504.5,3495,124,0.000599,
3,object_table,caution,gemini,4,4,1,1,0,1,1,safe,PITCH_FORWARD,69,YOLO detections: none,cluttered room obstacles,caution,2150.6,926,99,9.9e-05,
3,object_table,caution,claude,5,5,1,1,1,1,1,caution,HOVER,89,YOLO detections: none,cluttered room obstacles,caution,4949.4,862,123,0.004431,
3,object_table,caution,gpt4o,5,5,1,1,1,1,1,caution,HOVER,55,YOLO detections: none,cluttered room obstacles,caution,3274.5,728,74,0.00475,
3,object_table,caution,gpt4o_mini,5,5,1,1,1,1,1,caution,HOVER,97,YOLO detections: none,cluttered room obstacles,caution,3891.5,3495,123,0.000598,
3,object_table,caution,gemini,5,4,1,1,0,1,1,hazard,PITCH_BACK,70,YOLO detections: none,cluttered room obstacles,caution,1847.2,926,98,9.9e-05,
4,dim_light,caution,claude,1,5,1,1,1,1,1,caution,HOVER,117,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,6285.2,900,172,0.00528,
4,dim_light,caution,gpt4o,1,5,1,1,1,1,1,caution,HOVER,55,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,2762.5,768,75,0.004965,
4,dim_light,caution,gpt4o_mini,1,5,1,1,1,1,1,caution,HOVER,66,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,3389.0,3535,91,0.000585,
4,dim_light,caution,gemini,1,4,1,1,0,1,1,hazard,PITCH_BACK,96,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,3577.9,972,130,0.000112,
4,dim_light,caution,claude,2,5,1,1,1,1,1,caution,HOVER,111,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,7047.9,900,159,0.005085,
4,dim_light,caution,gpt4o,2,5,1,1,1,1,1,caution,HOVER,57,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,3230.4,768,74,0.00495,
4,dim_light,caution,gpt4o_mini,2,5,1,1,1,1,1,caution,HOVER,80,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,3480.7,3535,106,0.000594,
4,dim_light,caution,gemini,2,4,1,1,0,1,1,hazard,PITCH_BACK,96,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,2224.0,972,130,0.000112,
4,dim_light,caution,claude,3,5,1,1,1,1,1,caution,HOVER,133,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,7253.4,900,206,0.00579,
4,dim_light,caution,gpt4o,3,5,1,1,1,1,1,caution,HOVER,58,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,2781.4,768,80,0.00504,
4,dim_light,caution,gpt4o_mini,3,5,1,1,1,1,1,caution,HOVER,80,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,3561.8,3535,106,0.000594,
4,dim_light,caution,gemini,3,4,1,1,0,1,1,hazard,PITCH_BACK,96,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,2256.2,972,130,0.000112,
4,dim_light,caution,claude,4,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,60626.5,0,0,0.0,The read operation timed out
4,dim_light,caution,gpt4o,4,5,1,1,1,1,1,caution,HOVER,73,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,3092.7,768,95,0.005265,
4,dim_light,caution,gpt4o_mini,4,5,1,1,1,1,1,caution,HOVER,80,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,3594.8,3535,106,0.000594,
4,dim_light,caution,gemini,4,4,1,1,0,1,1,hazard,PITCH_BACK,96,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,2450.9,972,130,0.000112,
4,dim_light,caution,claude,5,0,0,0,0,0,0,,,0,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,60614.6,0,0,0.0,The read operation timed out
4,dim_light,caution,gpt4o,5,5,1,1,1,1,1,caution,HOVER,55,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,2390.0,768,72,0.00492,
4,dim_light,caution,gpt4o_mini,5,5,1,1,1,1,1,caution,HOVER,80,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,3579.9,3535,106,0.000594,
4,dim_light,caution,gemini,5,4,1,1,0,1,1,hazard,PITCH_BACK,96,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,2768.2,972,130,0.000112,
5,cluttered,caution,claude,1,4,1,1,0,1,1,hazard,PITCH_BACK,96,YOLO detections: none,cluttered room obstacles,caution,5609.4,862,148,0.004806,
5,cluttered,caution,gpt4o,1,5,1,1,1,1,1,caution,HOVER,50,YOLO detections: none,cluttered room obstacles,caution,2418.0,728,66,0.00463,
5,cluttered,caution,gpt4o_mini,1,5,1,1,1,1,1,caution,HOVER,68,YOLO detections: none,cluttered room obstacles,caution,3275.5,3495,94,0.000581,
5,cluttered,caution,gemini,1,4,1,1,0,1,1,hazard,PITCH_BACK,82,YOLO detections: none,cluttered room obstacles,caution,3281.3,926,110,0.000102,
5,cluttered,caution,claude,2,5,1,1,1,1,1,caution,HOVER,93,YOLO detections: none,cluttered room obstacles,caution,5746.5,862,139,0.004671,
5,cluttered,caution,gpt4o,2,5,1,1,1,1,1,caution,HOVER,50,YOLO detections: none,cluttered room obstacles,caution,2244.4,728,66,0.00463,
5,cluttered,caution,gpt4o_mini,2,5,1,1,1,1,1,caution,HOVER,72,YOLO detections: none,cluttered room obstacles,caution,3928.0,3495,98,0.000583,
5,cluttered,caution,gemini,2,4,1,1,0,1,1,hazard,HOVER,86,YOLO detections: none,cluttered room obstacles,caution,2406.0,926,113,0.000103,
5,cluttered,caution,claude,3,4,1,1,0,1,1,hazard,PITCH_BACK,88,YOLO detections: none,cluttered room obstacles,caution,5415.4,862,135,0.004611,
5,cluttered,caution,gpt4o,3,5,1,1,1,1,1,caution,HOVER,49,YOLO detections: none,cluttered room obstacles,caution,2393.3,728,66,0.00463,
5,cluttered,caution,gpt4o_mini,3,5,1,1,1,1,1,caution,HOVER,70,YOLO detections: none,cluttered room obstacles,caution,3032.2,3495,97,0.000582,
5,cluttered,caution,gemini,3,4,1,1,0,1,1,hazard,HOVER,86,YOLO detections: none,cluttered room obstacles,caution,2243.6,926,113,0.000103,
5,cluttered,caution,claude,4,4,1,1,0,1,1,hazard,HOVER,84,YOLO detections: none,cluttered room obstacles,caution,5065.6,862,121,0.004401,
5,cluttered,caution,gpt4o,4,5,1,1,1,1,1,caution,HOVER,50,YOLO detections: none,cluttered room obstacles,caution,2351.0,728,66,0.00463,
5,cluttered,caution,gpt4o_mini,4,5,1,1,1,1,1,caution,HOVER,68,YOLO detections: none,cluttered room obstacles,caution,3186.7,3495,94,0.000581,
5,cluttered,caution,gemini,4,4,1,1,0,1,1,hazard,PITCH_BACK,82,YOLO detections: none,cluttered room obstacles,caution,2039.6,926,110,0.000102,
5,cluttered,caution,claude,5,4,1,1,0,1,1,hazard,HOVER,94,YOLO detections: none,cluttered room obstacles,caution,5055.8,862,139,0.004671,
5,cluttered,caution,gpt4o,5,5,1,1,1,1,1,caution,HOVER,49,YOLO detections: none,cluttered room obstacles,caution,2251.4,728,64,0.0046,
5,cluttered,caution,gpt4o_mini,5,5,1,1,1,1,1,caution,HOVER,72,YOLO detections: none,cluttered room obstacles,caution,3284.2,3495,98,0.000583,
5,cluttered,caution,gemini,5,4,1,1,0,1,1,hazard,HOVER,86,YOLO detections: none,cluttered room obstacles,caution,1736.0,926,113,0.000103,
6,door_open,safe,claude,1,4,1,1,0,1,1,caution,HOVER,111,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",open room safe path,safe,6279.7,897,159,0.005076,
6,door_open,safe,gpt4o,1,5,1,1,1,1,1,safe,PITCH_FORWARD,46,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",open room safe path,safe,4019.9,764,64,0.00478,
6,door_open,safe,gpt4o_mini,1,4,1,1,0,1,1,hazard,PITCH_FORWARD,68,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",open room safe path,safe,3553.7,3531,86,0.000581,
6,door_open,safe,gemini,1,5,1,1,1,1,1,safe,PITCH_FORWARD,78,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",open room safe path,safe,2461.9,971,107,0.000105,
6,door_open,safe,claude,2,5,1,1,1,1,1,safe,PITCH_FORWARD,95,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",open room safe path,safe,6393.0,897,150,0.004941,
6,door_open,safe,gpt4o,2,5,1,1,1,1,1,safe,PITCH_FORWARD,50,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",open room safe path,safe,3348.7,764,69,0.004855,
6,door_open,safe,gpt4o_mini,2,5,1,1,1,1,1,safe,PITCH_FORWARD,70,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",open room safe path,safe,3506.5,3531,92,0.000585,
6,door_open,safe,gemini,2,5,1,1,1,1,1,safe,PITCH_FORWARD,78,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",open room safe path,safe,2052.1,971,107,0.000105,
6,door_open,safe,claude,3,5,1,1,1,1,1,safe,PITCH_FORWARD,100,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",open room safe path,safe,5991.4,897,155,0.005016,
6,door_open,safe,gpt4o,3,5,1,1,1,1,1,safe,PITCH_FORWARD,48,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",open room safe path,safe,2651.5,764,66,0.00481,
6,door_open,safe,gpt4o_mini,3,5,1,1,1,1,1,safe,PITCH_FORWARD,70,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",open room safe path,safe,3289.0,3531,93,0.000585,
6,door_open,safe,gemini,3,5,1,1,1,1,1,safe,PITCH_FORWARD,78,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",open room safe path,safe,2040.5,971,107,0.000105,
6,door_open,safe,claude,4,4,1,1,0,1,1,caution,HOVER,107,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",open room safe path,safe,5988.8,897,167,0.005196,
6,door_open,safe,gpt4o,4,5,1,1,1,1,1,safe,PITCH_FORWARD,49,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",open room safe path,safe,2965.1,764,68,0.00484,
6,door_open,safe,gpt4o_mini,4,5,1,1,1,1,1,safe,PITCH_FORWARD,72,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",open room safe path,safe,3379.4,3531,95,0.000587,
6,door_open,safe,gemini,4,5,1,1,1,1,1,safe,PITCH_FORWARD,78,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",open room safe path,safe,2155.1,971,107,0.000105,
6,door_open,safe,claude,5,4,1,1,0,1,1,caution,HOVER,116,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",open room safe path,safe,6288.9,897,173,0.005286,
6,door_open,safe,gpt4o,5,5,1,1,1,1,1,safe,PITCH_FORWARD,47,"YOLO detections: window (conf=0.34, est_dist~2.46m [advisory], bbox=[0.0,120.2,16.8,149.5])",open room safe path,safe,2659.7,764,64,0.00478,
