scene_id,scene_label,truth,model,run,quality_score,s1_scene,s2_proximity,s3_risk,s4_length,s5_pilot_action,detected_risk,detected_action,word_count,latency_ms,input_tokens,output_tokens,cost_usd,error
1,person_near,hazard,gpt4o,5,4,1,1,0,1,1,caution,HOLD,45,3274.5,258,61,0.002205,
1,person_near,hazard,gpt4o_mini,5,4,1,1,0,1,1,caution,SLOW_DOWN,42,2662.7,3025,61,0.00049,
1,person_near,hazard,gemini,5,5,1,1,1,1,1,hazard,STOP,44,2459.6,455,60,5.2e-05,
2,wall_close,hazard,claude,1,4,1,1,0,1,1,caution,SLOW_DOWN,107,6528.0,297,170,0.003441,
2,wall_close,hazard,gpt4o,1,4,1,1,0,1,1,safe,PROCEED,30,2659.4,226,41,0.001745,
2,wall_close,hazard,gpt4o_mini,1,4,1,1,0,1,1,safe,PROCEED,43,2764.6,2993,58,0.000484,
2,wall_close,hazard,gemini,1,5,1,1,1,1,1,hazard,STOP,44,2973.9,415,61,4.9e-05,
2,wall_close,hazard,claude,2,4,1,1,0,1,1,caution,SLOW_DOWN,107,6528.0,297,170,0.003441,
2,wall_close,hazard,gpt4o,2,4,1,1,0,1,1,safe,PROCEED,30,2659.4,226,41,0.001745,
2,wall_close,hazard,gpt4o_mini,2,4,1,1,0,1,1,safe,PROCEED,43,2764.6,2993,58,0.000484,
2,wall_close,hazard,gemini,2,5,1,1,1,1,1,hazard,STOP,44,2973.9,415,61,4.9e-05,
2,wall_close,hazard,claude,3,5,1,1,1,1,1,hazard,STOP,96,5388.8,297,134,0.002901,
2,wall_close,hazard,gpt4o,3,4,1,1,0,1,1,safe,PROCEED,34,2915.6,226,46,0.00182,
2,wall_close,hazard,gpt4o_mini,3,4,1,1,0,1,1,safe,PROCEED,46,2475.3,2993,62,0.000486,
2,wall_close,hazard,gemini,3,4,1,1,0,1,1,safe,PROCEED,65,2957.0,415,83,5.6e-05,
2,wall_close,hazard,claude,4,4,1,1,0,1,1,caution,SLOW_DOWN,122,7389.9,297,179,0.003576,
2,wall_close,hazard,gpt4o,4,4,1,1,0,1,1,safe,PROCEED,30,3169.6,226,41,0.001745,
2,wall_close,hazard,gpt4o_mini,4,4,1,1,0,1,1,safe,PROCEED,43,2559.8,2993,60,0.000485,
2,wall_close,hazard,gemini,4,4,1,1,0,1,1,safe,PROCEED,58,2752.6,415,75,5.4e-05,
2,wall_close,hazard,claude,5,4,1,1,0,1,1,caution,SLOW_DOWN,110,5749.8,297,152,0.003171,
2,wall_close,hazard,gpt4o,5,4,1,1,0,1,1,safe,PROCEED,30,2804.3,226,41,0.001745,
2,wall_close,hazard,gpt4o_mini,5,4,1,1,0,1,1,safe,PROCEED,41,2314.5,2993,59,0.000484,
2,wall_close,hazard,gemini,5,4,1,1,0,1,1,safe,PROCEED,58,2459.9,415,74,5.3e-05,
3,object_table,safe,claude,1,4,1,1,0,1,1,caution,SLOW_DOWN,98,9830.4,297,142,0.003021,
3,object_table,safe,gpt4o,1,5,1,1,1,1,1,safe,PROCEED,56,3265.1,226,71,0.002195,
3,object_table,safe,gpt4o_mini,1,4,1,1,0,1,1,caution,SLOW_DOWN,57,2880.4,2993,72,0.000492,
3,object_table,safe,gemini,1,5,1,1,1,1,1,safe,PROCEED,59,3121.1,415,85,5.7e-05,
3,object_table,safe,claude,2,4,1,1,0,1,1,caution,SLOW_DOWN,98,9830.4,297,142,0.003021,
3,object_table,safe,gpt4o,2,5,1,1,1,1,1,safe,PROCEED,56,3265.1,226,71,0.002195,
3,object_table,safe,gpt4o_mini,2,4,1,1,0,1,1,caution,SLOW_DOWN,57,2880.4,2993,72,0.000492,
3,object_table,safe,gemini,2,5,1,1,1,1,1,safe,PROCEED,59,3121.1,415,85,5.7e-05,
3,object_table,safe,claude,3,4,1,1,0,1,1,caution,SLOW_DOWN,113,6861.3,297,169,0.003426,
3,object_table,safe,gpt4o,3,4,1,1,0,1,1,caution,SLOW_DOWN,45,3169.8,226,59,0.002015,
3,object_table,safe,gpt4o_mini,3,4,1,1,0,1,1,caution,SLOW_DOWN,60,3074.1,2993,76,0.000495,
3,object_table,safe,gemini,3,5,1,1,1,1,1,safe,PROCEED,57,2206.5,415,79,5.5e-05,
3,object_table,safe,claude,4,4,1,1,0,1,1,caution,SLOW_DOWN,104,5945.4,331,149,0.003228,
3,object_table,safe,gpt4o,4,5,1,1,1,1,1,safe,PROCEED,41,4088.2,258,56,0.00213,
3,object_table,safe,gpt4o_mini,4,4,1,1,0,1,1,caution,SLOW_DOWN,43,4096.4,3025,60,0.00049,
3,object_table,safe,gemini,4,4,1,1,0,1,1,caution,HOLD,54,2770.5,457,71,5.6e-05,
3,object_table,safe,claude,5,4,1,1,0,1,1,caution,HOLD,116,6963.5,297,169,0.003426,
3,object_table,safe,gpt4o,5,4,1,1,0,1,1,caution,HOLD,47,2688.2,226,60,0.00203,
3,object_table,safe,gpt4o_mini,5,4,1,1,0,1,1,caution,SLOW_DOWN,62,2748.7,2993,78,0.000496,
3,object_table,safe,gemini,5,4,1,1,0,1,1,caution,SLOW_DOWN,67,2911.4,415,99,6.1e-05,
4,dim_light,caution,claude,1,5,1,1,1,1,1,caution,SLOW_DOWN,114,6562.1,297,164,0.003351,
4,dim_light,caution,gpt4o,1,5,1,1,1,1,1,caution,SLOW_DOWN,42,3681.8,226,57,0.001985,
4,dim_light,caution,gpt4o_mini,1,5,1,1,1,1,1,caution,SLOW_DOWN,74,3181.5,2993,92,0.000504,
4,dim_light,caution,gemini,1,5,1,1,1,1,1,caution,SLOW_DOWN,64,3580.4,415,83,5.6e-05,
4,dim_light,caution,claude,2,5,1,1,1,1,1,caution,SLOW_DOWN,114,6562.1,297,164,0.003351,
4,dim_light,caution,gpt4o,2,5,1,1,1,1,1,caution,SLOW_DOWN,42,3681.8,226,57,0.001985,
4,dim_light,caution,gpt4o_mini,2,5,1,1,1,1,1,caution,SLOW_DOWN,74,3181.5,2993,92,0.000504,
4,dim_light,caution,gemini,2,5,1,1,1,1,1,caution,SLOW_DOWN,64,3580.4,415,83,5.6e-05,
4,dim_light,caution,claude,3,5,1,1,1,1,1,caution,SLOW_DOWN,114,6963.4,297,175,0.003516,
4,dim_light,caution,gpt4o,3,5,1,1,1,1,1,caution,SLOW_DOWN,50,3506.0,226,66,0.00212,
4,dim_light,caution,gpt4o_mini,3,5,1,1,1,1,1,caution,SLOW_DOWN,66,3559.3,2993,82,0.000498,
4,dim_light,caution,gemini,3,5,1,1,1,1,1,caution,SLOW_DOWN,68,3789.0,415,94,5.9e-05,
4,dim_light,caution,claude,4,5,1,1,1,1,1,caution,SLOW_DOWN,108,6662.7,297,165,0.003366,
4,dim_light,caution,gpt4o,4,5,1,1,1,1,1,caution,SLOW_DOWN,39,2864.9,226,54,0.00194,
4,dim_light,caution,gpt4o_mini,4,5,1,1,1,1,1,caution,SLOW_DOWN,65,4897.4,2993,84,0.000499,
4,dim_light,caution,gemini,4,5,1,1,1,1,1,caution,SLOW_DOWN,80,3102.6,415,100,6.1e-05,
4,dim_light,caution,claude,5,5,1,1,1,1,1,caution,SLOW_DOWN,146,7027.4,297,219,0.004176,
4,dim_light,caution,gpt4o,5,5,1,1,1,1,1,caution,HOLD,42,4050.7,226,55,0.001955,
4,dim_light,caution,gpt4o_mini,5,5,1,1,1,1,1,caution,SLOW_DOWN,66,3377.3,2993,84,0.000499,
4,dim_light,caution,gemini,5,5,1,1,1,1,1,caution,SLOW_DOWN,51,4311.4,415,68,5.2e-05,
5,cluttered,caution,claude,1,4,1,1,0,1,1,hazard,STOP,118,6691.8,297,165,0.003366,
5,cluttered,caution,gpt4o,1,4,1,1,0,1,1,safe,PROCEED,50,2748.0,226,68,0.00215,
5,cluttered,caution,gpt4o_mini,1,4,1,1,0,1,1,safe,PROCEED,53,2373.9,2993,71,0.000492,
5,cluttered,caution,gemini,1,5,1,1,1,1,1,caution,STOP,57,4612.5,415,78,5.5e-05,
5,cluttered,caution,claude,2,4,1,1,0,1,1,hazard,STOP,118,6691.8,297,165,0.003366,
5,cluttered,caution,gpt4o,2,4,1,1,0,1,1,safe,PROCEED,50,2748.0,226,68,0.00215,
5,cluttered,caution,gpt4o_mini,2,4,1,1,0,1,1,safe,PROCEED,53,2373.9,2993,71,0.000492,
5,cluttered,caution,gemini,2,5,1,1,1,1,1,caution,STOP,57,4612.5,415,78,5.5e-05,
5,cluttered,caution,claude,3,4,1,1,0,1,1,hazard,STOP,103,5739.1,331,158,0.003363,
5,cluttered,caution,gpt4o,3,4,1,1,0,1,1,safe,PROCEED,44,3006.4,258,65,0.002265,
5,cluttered,caution,gpt4o_mini,3,5,1,1,1,1,1,caution,SLOW_DOWN,43,2725.1,3025,62,0.000491,
5,cluttered,caution,gemini,3,5,1,1,1,1,1,caution,SLOW_DOWN,76,2764.0,455,107,6.6e-05,
5,cluttered,caution,claude,4,4,1,1,0,1,1,hazard,STOP,125,8497.0,367,198,0.004071,
5,cluttered,caution,gpt4o,4,4,1,1,0,1,1,safe,PROCEED,46,4809.2,292,68,0.00248,
5,cluttered,caution,gpt4o_mini,4,4,1,1,0,1,1,safe,PROCEED,61,2889.2,3059,86,0.00051,
5,cluttered,caution,gemini,4,5,1,1,1,1,1,caution,HOLD,99,3156.8,499,140,7.9e-05,
5,cluttered,caution,claude,5,4,1,1,1,0,1,caution,HOLD,151,7777.2,367,238,0.004671,
5,cluttered,caution,gpt4o,5,4,1,1,0,1,1,safe,PROCEED,46,2883.2,292,64,0.00242,
5,cluttered,caution,gpt4o_mini,5,5,1,1,1,1,1,caution,SLOW_DOWN,67,2556.0,3059,92,0.000514,
5,cluttered,caution,gemini,5,4,1,1,0,1,1,safe,PROCEED,75,3284.4,500,109,7e-05,
6,door_open,safe,claude,1,4,1,1,0,1,1,caution,SLOW_DOWN,122,6779.5,297,175,0.003516,
6,door_open,safe,gpt4o,1,5,1,1,1,1,1,safe,PROCEED,58,3012.7,226,72,0.00221,
6,door_open,safe,gpt4o_mini,1,5,1,1,1,1,1,safe,PROCEED,60,2767.8,2993,78,0.000496,
6,door_open,safe,gemini,1,5,1,1,1,1,1,safe,PROCEED,57,2608.1,415,80,5.5e-05,
6,door_open,safe,claude,2,4,1,1,0,1,1,caution,SLOW_DOWN,122,6779.5,297,175,0.003516,
6,door_open,safe,gpt4o,2,5,1,1,1,1,1,safe,PROCEED,58,3012.7,226,72,0.00221,
6,door_open,safe,gpt4o_mini,2,5,1,1,1,1,1,safe,PROCEED,60,2767.8,2993,78,0.000496,
6,door_open,safe,gemini,2,5,1,1,1,1,1,safe,PROCEED,57,2608.1,415,80,5.5e-05,
6,door_open,safe,claude,3,4,1,1,0,1,1,caution,SLOW_DOWN,115,7780.4,297,175,0.003516,
6,door_open,safe,gpt4o,3,5,1,1,1,1,1,safe,PROCEED,44,2868.2,226,59,0.002015,
6,door_open,safe,gpt4o_mini,3,5,1,1,1,1,1,safe,PROCEED,58,3893.8,2993,75,0.000494,
6,door_open,safe,gemini,3,5,1,1,1,1,1,safe,PROCEED,50,2459.9,415,64,5e-05,
6,door_open,safe,claude,4,4,1,1,0,1,1,hazard,SLOW_DOWN,110,7278.1,297,176,0.003531,
6,door_open,safe,gpt4o,4,5,1,1,1,1,1,safe,PROCEED,51,4582.9,226,68,0.00215,
6,door_open,safe,gpt4o_mini,4,5,1,1,1,1,1,safe,PROCEED,57,3045.2,2993,75,0.000494,
6,door_open,safe,gemini,4,5,1,1,1,1,1,safe,PROCEED,70,3123.5,415,90,5.8e-05,
6,door_open,safe,claude,5,4,1,1,0,1,1,hazard,SLOW_DOWN,123,6770.2,297,186,0.003681,
6,door_open,safe,gpt4o,5,5,1,1,1,1,1,safe,PROCEED,51,3991.2,226,66,0.00212,
6,door_open,safe,gpt4o_mini,5,5,1,1,1,1,1,safe,PROCEED,66,3791.9,2993,85,0.0005,
6,door_open,safe,gemini,5,5,1,1,1,1,1,safe,PROCEED,57,2970.1,415,72,5.3e-05,
7,person_far,safe,claude,1,4,1,1,0,1,1,caution,SLOW_DOWN,130,7175.5,367,196,0.004041,
7,person_far,safe,gpt4o,1,4,1,1,0,1,1,caution,SLOW_DOWN,42,2962.2,292,59,0.002345,
7,person_far,safe,gpt4o_mini,1,4,1,1,0,1,1,caution,SLOW_DOWN,56,3793.5,3059,79,0.000506,
7,person_far,safe,gemini,1,5,1,1,1,1,1,safe,PROCEED,57,4504.6,499,78,6.1e-05,
7,person_far,safe,claude,2,4,1,1,0,1,1,caution,SLOW_DOWN,130,7175.5,367,196,0.004041,
7,person_far,safe,gpt4o,2,4,1,1,0,1,1,caution,SLOW_DOWN,42,2962.2,292,59,0.002345,
7,person_far,safe,gpt4o_mini,2,4,1,1,0,1,1,caution,SLOW_DOWN,56,3793.5,3059,79,0.000506,
7,person_far,safe,gemini,2,5,1,1,1,1,1,safe,PROCEED,57,4504.6,499,78,6.1e-05,
7,person_far,safe,claude,3,4,1,1,0,1,1,hazard,STOP,99,8596.1,367,159,0.003486,
7,person_far,safe,gpt4o,3,4,1,1,0,1,1,caution,SLOW_DOWN,49,2764.0,292,72,0.00254,
7,person_far,safe,gpt4o_mini,3,4,1,1,0,1,1,caution,SLOW_DOWN,65,3076.3,3059,85,0.00051,
7,person_far,safe,gemini,3,4,1,1,0,1,1,caution,SLOW_DOWN,61,2763.1,497,87,6.3e-05,
7,person_far,safe,claude,4,4,1,1,0,1,1,caution,STOP,130,7370.4,331,190,0.003843,
7,person_far,safe,gpt4o,4,4,1,1,0,1,1,caution,SLOW_DOWN,42,3475.1,258,59,0.002175,
7,person_far,safe,gpt4o_mini,4,4,1,1,0,1,1,caution,SLOW_DOWN,64,2965.7,3025,81,0.000502,
7,person_far,safe,gemini,4,4,1,1,0,1,1,caution,SLOW_DOWN,68,3279.5,456,93,6.2e-05,
7,person_far,safe,claude,5,4,1,1,0,1,1,hazard,STOP,115,5679.8,331,164,0.003453,
7,person_far,safe,gpt4o,5,4,1,1,0,1,1,caution,SLOW_DOWN,40,3233.4,258,59,0.002175,
7,person_far,safe,gpt4o_mini,5,4,1,1,0,1,1,caution,SLOW_DOWN,51,2763.9,3025,71,0.000496,
7,person_far,safe,gemini,5,4,1,1,0,1,1,caution,SLOW_DOWN,69,4369.0,456,92,6.2e-05,
8,blocked_lens,hazard,claude,1,5,1,1,1,1,1,hazard,STOP,105,5848.8,331,160,0.003393,
8,blocked_lens,hazard,gpt4o,1,4,1,1,0,1,1,safe,PROCEED,43,3784.4,258,59,0.002175,
8,blocked_lens,hazard,gpt4o_mini,1,4,1,1,0,1,1,caution,SLOW_DOWN,45,3587.6,3025,63,0.000492,
8,blocked_lens,hazard,gemini,1,4,1,1,0,1,1,safe,PROCEED,61,2869.2,456,81,5.8e-05,
8,blocked_lens,hazard,claude,2,5,1,1,1,1,1,hazard,STOP,105,5848.8,331,160,0.003393,
8,blocked_lens,hazard,gpt4o,2,4,1,1,0,1,1,safe,PROCEED,43,3784.4,258,59,0.002175,
8,blocked_lens,hazard,gpt4o_mini,2,4,1,1,0,1,1,caution,SLOW_DOWN,45,3587.6,3025,63,0.000492,
8,blocked_lens,hazard,gemini,2,4,1,1,0,1,1,safe,PROCEED,61,2869.2,456,81,5.8e-05,
8,blocked_lens,hazard,claude,3,4,1,1,0,1,1,caution,SLOW_DOWN,101,7301.9,297,144,0.003051,
8,blocked_lens,hazard,gpt4o,3,4,1,1,0,1,1,safe,PROCEED,34,3072.4,226,47,0.001835,
8,blocked_lens,hazard,gpt4o_mini,3,4,1,1,0,1,1,safe,PROCEED,35,2339.4,2993,51,0.00048,
8,blocked_lens,hazard,gemini,3,4,1,1,0,1,1,safe,PROCEED,42,2527.7,415,58,4.9e-05,
8,blocked_lens,hazard,claude,4,4,1,1,0,1,1,caution,HOLD,84,5430.2,297,121,0.002706,
8,blocked_lens,hazard,gpt4o,4,4,1,1,0,1,1,safe,PROCEED,35,2974.0,226,46,0.00182,
8,blocked_lens,hazard,gpt4o_mini,4,4,1,1,0,1,1,safe,PROCEED,40,2452.8,2993,57,0.000483,
8,blocked_lens,hazard,gemini,4,4,1,1,0,1,1,safe,PROCEED,39,3483.4,415,57,4.8e-05,
8,blocked_lens,hazard,claude,5,4,1,1,0,1,1,caution,SLOW_DOWN,95,5885.1,297,149,0.003126,
8,blocked_lens,hazard,gpt4o,5,4,1,1,0,1,1,safe,PROCEED,30,3159.8,226,42,0.00176,
8,blocked_lens,hazard,gpt4o_mini,5,4,1,1,0,1,1,safe,PROCEED,35,2637.3,2993,49,0.000478,
8,blocked_lens,hazard,gemini,5,4,1,1,0,1,1,safe,PROCEED,44,2873.9,415,60,4.9e-05,
