scene_id,scene_label,truth,model,max_tokens,run,local_ms,local_risk,quality_score,s1_scene,s2_proximity,s3_risk,s4_length,s5_pilot_action,detected_risk,word_count,truncated,latency_ms,input_tokens,output_tokens,cost_usd,efficiency,error
1,person_near,hazard,gpt4o,64,2,15.6,hazard,3,1,1,0,1,0,,49,0,3487.5,840,64,0.00516,581.4,
1,person_near,hazard,gpt4o,128,2,15.6,hazard,5,1,1,1,1,1,hazard,60,1,2652.1,840,80,0.0054,925.93,
1,person_near,hazard,gpt4o,256,2,15.6,hazard,5,1,1,1,1,1,hazard,57,1,2766.4,840,73,0.005295,944.29,
1,person_near,hazard,gpt4o,512,2,15.6,hazard,5,1,1,1,1,1,hazard,59,1,3845.8,840,75,0.005325,938.97,
1,person_near,hazard,gpt4o_mini,64,2,15.6,hazard,3,1,1,0,1,0,,49,1,2707.1,3607,64,0.000579,5181.35,
1,person_near,hazard,gpt4o_mini,128,2,15.6,hazard,5,1,1,1,1,1,hazard,75,1,3788.8,3607,106,0.000605,8264.46,
1,person_near,hazard,gpt4o_mini,256,2,15.6,hazard,5,1,1,1,1,1,hazard,75,1,4189.6,3607,107,0.000605,8264.46,
1,person_near,hazard,gpt4o_mini,512,2,15.6,hazard,5,1,1,1,1,1,hazard,75,1,4106.3,3607,107,0.000605,8264.46,
1,person_near,hazard,gemini,64,2,15.6,hazard,3,1,1,0,1,0,,54,0,1948.1,1075,64,0.0001,30000.0,
1,person_near,hazard,gemini,128,2,15.6,hazard,3,1,1,0,1,0,,92,0,2142.9,1075,128,0.000119,25210.08,
1,person_near,hazard,gemini,256,2,15.6,hazard,5,1,1,1,1,1,hazard,97,1,2161.4,1075,136,0.000121,41322.31,
1,person_near,hazard,gemini,512,2,15.6,hazard,5,1,1,1,1,1,hazard,97,1,2043.1,1075,136,0.000121,41322.31,
1,person_near,hazard,claude,64,3,15.6,hazard,0,0,0,0,0,0,,0,1,60590.6,0,0,0.0,0.0,The read operation timed out
1,person_near,hazard,claude,128,3,15.6,hazard,3,1,1,0,1,0,,93,0,5143.3,1030,128,0.00501,598.8,
1,person_near,hazard,claude,256,3,15.6,hazard,0,0,0,0,0,0,,0,1,60603.6,0,0,0.0,0.0,The read operation timed out
1,person_near,hazard,claude,512,3,15.6,hazard,4,1,1,1,0,1,hazard,184,0,9534.8,1030,303,0.007635,523.9,
1,person_near,hazard,gpt4o,64,3,15.6,hazard,3,1,1,0,1,0,,52,0,3478.4,840,64,0.00516,581.4,
1,person_near,hazard,gpt4o,128,3,15.6,hazard,5,1,1,1,1,1,hazard,53,1,2590.7,840,70,0.00525,952.38,
1,person_near,hazard,gpt4o,256,3,15.6,hazard,5,1,1,1,1,1,hazard,55,1,2725.2,840,75,0.005325,938.97,
1,person_near,hazard,gpt4o,512,3,15.6,hazard,5,1,1,1,1,1,hazard,52,1,2830.7,840,71,0.005265,949.67,
1,person_near,hazard,gpt4o_mini,64,3,15.6,hazard,3,1,1,0,1,0,,51,1,2756.2,3607,64,0.000579,5181.35,
1,person_near,hazard,gpt4o_mini,128,3,15.6,hazard,5,1,1,1,1,1,hazard,75,1,3788.4,3607,106,0.000605,8264.46,
1,person_near,hazard,gpt4o_mini,256,3,15.6,hazard,5,1,1,1,1,1,hazard,95,1,3843.8,3607,132,0.00062,8064.52,
1,person_near,hazard,gpt4o_mini,512,3,15.6,hazard,5,1,1,1,1,1,hazard,97,1,3811.0,3607,134,0.000621,8051.53,
1,person_near,hazard,gemini,64,3,15.6,hazard,3,1,1,0,1,0,,54,0,1924.2,1075,64,0.0001,30000.0,
1,person_near,hazard,gemini,128,3,15.6,hazard,3,1,1,0,1,0,,92,0,4199.3,1075,128,0.000119,25210.08,
1,person_near,hazard,gemini,256,3,15.6,hazard,5,1,1,1,1,1,hazard,97,1,2357.0,1075,136,0.000121,41322.31,
1,person_near,hazard,gemini,512,3,15.6,hazard,5,1,1,1,1,1,hazard,97,1,3991.6,1075,136,0.000121,41322.31,
1,person_near,hazard,claude,64,4,15.6,hazard,3,1,1,0,1,0,safe,47,1,3706.8,1030,64,0.00405,740.74,
1,person_near,hazard,claude,128,4,15.6,hazard,3,1,1,0,1,0,safe,85,0,4915.6,1030,126,0.00498,602.41,
1,person_near,hazard,claude,256,4,15.6,hazard,4,1,1,1,0,1,hazard,178,1,8395.7,1030,256,0.00693,577.2,
1,person_near,hazard,claude,512,4,15.6,hazard,5,1,1,1,1,1,hazard,117,1,7372.4,1030,179,0.005775,865.8,
1,person_near,hazard,gpt4o,64,4,15.6,hazard,3,1,1,0,1,0,,53,0,3849.1,840,64,0.00516,581.4,
1,person_near,hazard,gpt4o,128,4,15.6,hazard,5,1,1,1,1,1,hazard,57,1,2368.1,840,73,0.005295,944.29,
1,person_near,hazard,gpt4o,256,4,15.6,hazard,5,1,1,1,1,1,hazard,57,1,3007.5,840,73,0.005295,944.29,
1,person_near,hazard,gpt4o,512,4,15.6,hazard,5,1,1,1,1,1,hazard,60,1,2855.5,840,80,0.0054,925.93,
1,person_near,hazard,gpt4o_mini,64,4,15.6,hazard,3,1,1,0,1,0,,49,1,2880.3,3607,64,0.000579,5181.35,
1,person_near,hazard,gpt4o_mini,128,4,15.6,hazard,5,1,1,1,1,1,hazard,88,1,4083.6,3607,122,0.000614,8143.32,
1,person_near,hazard,gpt4o_mini,256,4,15.6,hazard,5,1,1,1,1,1,hazard,73,1,3866.6,3607,103,0.000603,8291.87,
1,person_near,hazard,gpt4o_mini,512,4,15.6,hazard,5,1,1,1,1,1,hazard,75,1,5142.7,3607,107,0.000605,8264.46,
1,person_near,hazard,gemini,64,4,15.6,hazard,3,1,1,0,1,0,,54,0,1765.7,1075,64,0.0001,30000.0,
1,person_near,hazard,gemini,128,4,15.6,hazard,3,1,1,0,1,0,,92,0,2436.3,1075,128,0.000119,25210.08,
1,person_near,hazard,gemini,256,4,15.6,hazard,5,1,1,1,1,1,hazard,97,1,2457.9,1075,136,0.000121,41322.31,
1,person_near,hazard,gemini,512,4,15.6,hazard,5,1,1,1,1,1,hazard,97,1,2047.9,1075,136,0.000121,41322.31,
1,person_near,hazard,claude,64,5,15.6,hazard,3,1,1,0,1,0,,46,0,3600.9,1030,64,0.00405,740.74,
1,person_near,hazard,claude,128,5,15.6,hazard,4,1,1,1,1,0,hazard,88,0,5939.4,1030,128,0.00501,798.4,
1,person_near,hazard,claude,256,5,15.6,hazard,5,1,1,1,1,1,hazard,135,1,7166.1,1030,206,0.00618,809.06,
1,person_near,hazard,claude,512,5,15.6,hazard,4,1,1,1,0,1,hazard,179,0,8909.5,1030,295,0.007515,532.27,
1,person_near,hazard,gpt4o,64,5,15.6,hazard,3,1,1,0,1,0,,51,1,2300.0,840,64,0.00516,581.4,
1,person_near,hazard,gpt4o,128,5,15.6,hazard,5,1,1,1,1,1,hazard,55,1,2701.9,840,75,0.005325,938.97,
1,person_near,hazard,gpt4o,256,5,15.6,hazard,5,1,1,1,1,1,hazard,55,1,2574.4,840,75,0.005325,938.97,
1,person_near,hazard,gpt4o,512,5,15.6,hazard,5,1,1,1,1,1,hazard,59,1,2660.5,840,75,0.005325,938.97,
1,person_near,hazard,gpt4o_mini,64,5,15.6,hazard,3,1,1,0,1,0,,49,1,2735.8,3607,64,0.000579,5181.35,
1,person_near,hazard,gpt4o_mini,128,5,15.6,hazard,5,1,1,1,1,1,hazard,91,1,4124.4,3607,128,0.000618,8090.61,
1,person_near,hazard,gpt4o_mini,256,5,15.6,hazard,5,1,1,1,1,1,hazard,73,1,3587.8,3607,103,0.000603,8291.87,
1,person_near,hazard,gpt4o_mini,512,5,15.6,hazard,5,1,1,1,1,1,hazard,75,1,4091.8,3607,107,0.000605,8264.46,
1,person_near,hazard,gemini,64,5,15.6,hazard,3,1,1,0,1,0,,54,0,1753.6,1075,64,0.0001,30000.0,
1,person_near,hazard,gemini,128,5,15.6,hazard,3,1,1,0,1,0,,92,0,1834.0,1075,128,0.000119,25210.08,
1,person_near,hazard,gemini,256,5,15.6,hazard,5,1,1,1,1,1,hazard,97,1,2483.3,1075,136,0.000121,41322.31,
1,person_near,hazard,gemini,512,5,15.6,hazard,5,1,1,1,1,1,hazard,97,1,4140.6,1075,136,0.000121,41322.31,
2,wall_close,hazard,claude,64,1,37.13,hazard,0,0,0,0,0,0,,0,1,60771.0,0,0,0.0,0.0,The read operation timed out
2,wall_close,hazard,claude,128,1,37.13,hazard,3,1,1,0,1,0,safe,80,1,4954.9,1041,128,0.005043,594.88,
2,wall_close,hazard,claude,256,1,37.13,hazard,5,1,1,1,1,1,hazard,119,1,7372.6,1041,196,0.006063,824.67,
2,wall_close,hazard,claude,512,1,37.13,hazard,4,1,1,0,1,1,caution,113,1,6143.9,1041,188,0.005943,673.06,
2,wall_close,hazard,gpt4o,64,1,37.13,hazard,3,1,1,0,1,0,safe,47,1,2247.4,848,64,0.0052,576.92,
2,wall_close,hazard,gpt4o,128,1,37.13,hazard,5,1,1,1,1,1,hazard,55,1,2400.7,848,71,0.005305,942.51,
2,wall_close,hazard,gpt4o,256,1,37.13,hazard,5,1,1,1,1,1,hazard,55,1,2312.7,848,71,0.005305,942.51,
2,wall_close,hazard,gpt4o,512,1,37.13,hazard,5,1,1,1,1,1,hazard,50,1,2867.8,848,72,0.00532,939.85,
2,wall_close,hazard,gpt4o_mini,64,1,37.13,hazard,4,1,1,1,1,0,hazard,52,1,3164.7,3615,64,0.000581,6884.68,
2,wall_close,hazard,gpt4o_mini,128,1,37.13,hazard,4,1,1,0,1,1,safe,62,1,3387.2,3615,87,0.000594,6734.01,
2,wall_close,hazard,gpt4o_mini,256,1,37.13,hazard,4,1,1,0,1,1,safe,62,1,3687.5,3615,88,0.000595,6722.69,
2,wall_close,hazard,gpt4o_mini,512,1,37.13,hazard,4,1,1,0,1,1,safe,62,1,3377.5,3615,96,0.0006,6666.67,
2,wall_close,hazard,gemini,64,1,37.13,hazard,4,1,1,1,1,0,hazard,49,1,2821.5,1081,64,0.0001,40000.0,
2,wall_close,hazard,gemini,128,1,37.13,hazard,4,1,1,1,1,0,hazard,93,1,1891.9,1081,128,0.000119,33613.45,
2,wall_close,hazard,gemini,256,1,37.13,hazard,5,1,1,1,1,1,hazard,99,1,2048.5,1081,142,0.000124,40322.58,
2,wall_close,hazard,gemini,512,1,37.13,hazard,5,1,1,1,1,1,hazard,99,1,2048.4,1081,142,0.000124,40322.58,
2,wall_close,hazard,claude,64,2,37.13,hazard,3,1,1,0,1,0,safe,46,1,3876.8,1041,64,0.004083,734.75,
2,wall_close,hazard,claude,128,2,37.13,hazard,4,1,1,1,1,0,hazard,89,1,5663.1,1041,128,0.005043,793.18,
2,wall_close,hazard,claude,256,2,37.13,hazard,5,1,1,1,1,1,hazard,129,1,7473.1,1041,216,0.006363,785.79,
2,wall_close,hazard,claude,512,2,37.13,hazard,5,1,1,1,1,1,hazard,126,1,6145.5,1041,201,0.006138,814.6,
2,wall_close,hazard,gpt4o,64,2,37.13,hazard,4,1,1,1,1,0,hazard,46,1,2252.4,848,64,0.0052,769.23,
2,wall_close,hazard,gpt4o,128,2,37.13,hazard,5,1,1,1,1,1,hazard,42,1,2762.6,848,59,0.005125,975.61,
2,wall_close,hazard,gpt4o,256,2,37.13,hazard,5,1,1,1,1,1,hazard,42,1,2766.5,848,59,0.005125,975.61,
2,wall_close,hazard,gpt4o,512,2,37.13,hazard,5,1,1,1,1,1,hazard,53,1,2446.9,848,69,0.005275,947.87,
2,wall_close,hazard,gpt4o_mini,64,2,37.13,hazard,4,1,1,1,1,0,hazard,52,1,2773.4,3615,64,0.000581,6884.68,
2,wall_close,hazard,gpt4o_mini,128,2,37.13,hazard,4,1,1,0,1,1,caution,72,1,3481.1,3615,99,0.000602,6644.52,
2,wall_close,hazard,gpt4o_mini,256,2,37.13,hazard,4,1,1,0,1,1,safe,64,1,4403.4,3615,97,0.0006,6666.67,
2,wall_close,hazard,gpt4o_mini,512,2,37.13,hazard,4,1,1,0,1,1,safe,60,1,3276.4,3615,87,0.000594,6734.01,
2,wall_close,hazard,gemini,64,2,37.13,hazard,4,1,1,1,1,0,hazard,49,1,1766.8,1081,64,0.0001,40000.0,
2,wall_close,hazard,gemini,128,2,37.13,hazard,4,1,1,1,1,0,hazard,93,1,2025.8,1081,128,0.000119,33613.45,
2,wall_close,hazard,gemini,256,2,37.13,hazard,5,1,1,1,1,1,hazard,106,1,2428.0,1081,148,0.000125,40000.0,
2,wall_close,hazard,gemini,512,2,37.13,hazard,5,1,1,1,1,1,hazard,106,1,1873.9,1081,148,0.000125,40000.0,
2,wall_close,hazard,claude,64,3,37.13,hazard,3,1,1,0,1,0,,47,1,8715.7,1041,64,0.004083,734.75,
2,wall_close,hazard,claude,128,3,37.13,hazard,3,1,1,0,1,0,,93,1,5637.3,1041,128,0.005043,594.88,
2,wall_close,hazard,claude,256,3,37.13,hazard,4,1,1,0,1,1,caution,126,1,6449.1,1041,201,0.006138,651.68,
2,wall_close,hazard,claude,512,3,37.13,hazard,5,1,1,1,1,1,hazard,136,1,7782.7,1041,210,0.006273,797.07,
2,wall_close,hazard,gpt4o,64,3,37.13,hazard,3,1,1,0,1,0,safe,47,1,2558.6,848,64,0.0052,576.92,
2,wall_close,hazard,gpt4o,128,3,37.13,hazard,5,1,1,1,1,1,hazard,55,1,2619.3,848,71,0.005305,942.51,
2,wall_close,hazard,gpt4o,256,3,37.13,hazard,4,1,1,0,1,1,safe,50,1,2711.0,848,71,0.005305,754.01,
2,wall_close,hazard,gpt4o,512,3,37.13,hazard,5,1,1,1,1,1,hazard,50,1,2565.7,848,72,0.00532,939.85,
2,wall_close,hazard,gpt4o_mini,64,3,37.13,hazard,4,1,1,1,1,0,hazard,51,1,3570.9,3615,64,0.000581,6884.68,
2,wall_close,hazard,gpt4o_mini,128,3,37.13,hazard,4,1,1,0,1,1,safe,62,1,3172.9,3615,96,0.0006,6666.67,
2,wall_close,hazard,gpt4o_mini,256,3,37.13,hazard,4,1,1,0,1,1,safe,66,1,3277.7,3615,91,0.000597,6700.17,
2,wall_close,hazard,gpt4o_mini,512,3,37.13,hazard,4,1,1,0,1,1,safe,62,1,3276.9,3615,87,0.000594,6734.01,
2,wall_close,hazard,gemini,64,3,37.13,hazard,4,1,1,1,1,0,hazard,49,1,1744.6,1081,64,0.0001,40000.0,
2,wall_close,hazard,gemini,128,3,37.13,hazard,4,1,1,1,1,0,hazard,91,1,1843.2,1081,128,0.000119,33613.45,
2,wall_close,hazard,gemini,256,3,37.13,hazard,5,1,1,1,1,1,hazard,106,1,2046.9,1081,148,0.000125,40000.0,
2,wall_close,hazard,gemini,512,3,37.13,hazard,5,1,1,1,1,1,hazard,106,1,2355.8,1081,148,0.000125,40000.0,
2,wall_close,hazard,claude,64,4,37.13,hazard,3,1,1,0,1,0,,46,1,3679.0,1041,64,0.004083,734.75,
2,wall_close,hazard,claude,128,4,37.13,hazard,4,1,1,1,1,0,hazard,89,1,5452.2,1041,128,0.005043,793.18,
2,wall_close,hazard,claude,256,4,37.13,hazard,5,1,1,1,1,1,hazard,118,1,7576.4,1041,178,0.005793,863.11,
2,wall_close,hazard,claude,512,4,37.13,hazard,4,1,1,1,0,1,hazard,173,0,8746.3,1041,283,0.007368,542.89,
2,wall_close,hazard,gpt4o,64,4,37.13,hazard,4,1,1,1,1,0,hazard,51,1,2412.6,848,64,0.0052,769.23,
2,wall_close,hazard,gpt4o,128,4,37.13,hazard,5,1,1,1,1,1,hazard,54,1,2865.5,848,70,0.00529,945.18,
2,wall_close,hazard,gpt4o,256,4,37.13,hazard,5,1,1,1,1,1,hazard,52,1,2720.4,848,68,0.00526,950.57,
2,wall_close,hazard,gpt4o,512,4,37.13,hazard,5,1,1,1,1,1,hazard,42,1,2595.3,848,59,0.005125,975.61,
2,wall_close,hazard,gpt4o_mini,64,4,37.13,hazard,4,1,1,1,1,0,hazard,48,1,2857.4,3615,64,0.000581,6884.68,
2,wall_close,hazard,gpt4o_mini,128,4,37.13,hazard,5,1,1,1,1,1,hazard,73,1,3091.7,3615,98,0.000601,8319.47,
2,wall_close,hazard,gpt4o_mini,256,4,37.13,hazard,4,1,1,0,1,1,safe,62,1,3153.5,3615,87,0.000594,6734.01,
2,wall_close,hazard,gpt4o_mini,512,4,37.13,hazard,4,1,1,0,1,1,safe,77,1,3336.1,3615,103,0.000604,6622.52,
2,wall_close,hazard,gemini,64,4,37.13,hazard,4,1,1,1,1,0,hazard,49,1,1602.8,1081,64,0.0001,40000.0,
2,wall_close,hazard,gemini,128,4,37.13,hazard,4,1,1,1,1,0,hazard,93,1,2355.5,1081,128,0.000119,33613.45,
2,wall_close,hazard,gemini,256,4,37.13,hazard,5,1,1,1,1,1,hazard,99,1,2210.6,1081,142,0.000124,40322.58,
2,wall_close,hazard,gemini,512,4,37.13,hazard,5,1,1,1,1,1,hazard,106,1,2294.9,1081,148,0.000125,40000.0,
2,wall_close,hazard,claude,64,5,37.13,hazard,4,1,1,1,1,0,hazard,41,0,3701.7,1041,64,0.004083,979.67,
2,wall_close,hazard,claude,128,5,37.13,hazard,4,1,1,1,1,0,hazard,86,1,5225.8,1041,128,0.005043,793.18,
2,wall_close,hazard,claude,256,5,37.13,hazard,5,1,1,1,1,1,hazard,124,1,7371.6,1041,212,0.006303,793.27,
2,wall_close,hazard,claude,512,5,37.13,hazard,4,1,1,0,1,1,caution,123,1,6859.8,1041,204,0.006183,646.94,
2,wall_close,hazard,gpt4o,64,5,37.13,hazard,4,1,1,1,1,0,hazard,50,1,2735.1,848,64,0.0052,769.23,
2,wall_close,hazard,gpt4o,128,5,37.13,hazard,5,1,1,1,1,1,hazard,55,1,2380.7,848,71,0.005305,942.51,
2,wall_close,hazard,gpt4o,256,5,37.13,hazard,4,1,1,0,1,1,safe,50,1,3380.4,848,71,0.005305,754.01,
2,wall_close,hazard,gpt4o,512,5,37.13,hazard,5,1,1,1,1,1,hazard,54,1,2586.9,848,70,0.00529,945.18,
2,wall_close,hazard,gpt4o_mini,64,5,37.13,hazard,4,1,1,1,1,0,hazard,51,1,2628.3,3615,64,0.000581,6884.68,
2,wall_close,hazard,gpt4o_mini,128,5,37.13,hazard,4,1,1,0,1,1,safe,64,1,5871.9,3615,89,0.000596,6711.41,
2,wall_close,hazard,gpt4o_mini,256,5,37.13,hazard,4,1,1,0,1,1,caution,66,1,3146.2,3615,91,0.000597,6700.17,
2,wall_close,hazard,gpt4o_mini,512,5,37.13,hazard,4,1,1,0,1,1,safe,70,1,3050.3,3615,97,0.0006,6666.67,
2,wall_close,hazard,gemini,64,5,37.13,hazard,4,1,1,1,1,0,hazard,49,1,1868.7,1081,64,0.0001,40000.0,
2,wall_close,hazard,gemini,128,5,37.13,hazard,4,1,1,1,1,0,hazard,93,1,2372.8,1081,128,0.000119,33613.45,
2,wall_close,hazard,gemini,256,5,37.13,hazard,5,1,1,1,1,1,hazard,99,1,2096.4,1081,142,0.000124,40322.58,
2,wall_close,hazard,gemini,512,5,37.13,hazard,5,1,1,1,1,1,hazard,106,1,2288.6,1081,148,0.000125,40000.0,
3,object_table,caution,claude,64,1,41.44,safe,3,1,0,1,1,0,caution,44,1,3927.4,1012,64,0.003996,750.75,
3,object_table,caution,claude,128,1,41.44,safe,4,1,1,1,1,0,caution,88,1,5456.4,1012,128,0.004956,807.1,
3,object_table,caution,claude,256,1,41.44,safe,4,1,1,1,0,1,caution,176,1,8208.8,1012,256,0.006876,581.73,
3,object_table,caution,claude,512,1,41.44,safe,0,0,0,0,0,0,,0,1,60569.0,0,0,0.0,0.0,The read operation timed out
3,object_table,caution,gpt4o,64,1,41.44,safe,3,1,1,0,1,0,safe,47,1,2657.7,823,64,0.005075,591.13,
3,object_table,caution,gpt4o,128,1,41.44,safe,5,1,1,1,1,1,caution,49,1,2867.0,823,72,0.005195,962.46,
3,object_table,caution,gpt4o,256,1,41.44,safe,5,1,1,1,1,1,caution,48,1,2662.3,823,72,0.005195,962.46,
3,object_table,caution,gpt4o,512,1,41.44,safe,5,1,1,1,1,1,caution,61,1,3994.3,823,92,0.005495,909.92,
3,object_table,caution,gpt4o_mini,64,1,41.44,safe,2,1,0,0,1,0,hazard,49,1,2867.8,3590,64,0.000577,3466.2,
3,object_table,caution,gpt4o_mini,128,1,41.44,safe,5,1,1,1,1,1,caution,77,1,3480.2,3590,108,0.000603,8291.87,
3,object_table,caution,gpt4o_mini,256,1,41.44,safe,5,1,1,1,1,1,caution,77,1,3488.5,3590,108,0.000603,8291.87,
3,object_table,caution,gpt4o_mini,512,1,41.44,safe,5,1,1,1,1,1,caution,95,1,3926.1,3590,121,0.000611,8183.31,
3,object_table,caution,gemini,64,1,41.44,safe,2,1,0,0,1,0,hazard,51,0,1797.7,1057,64,9.8e-05,20408.16,
3,object_table,caution,gemini,128,1,41.44,safe,3,1,1,0,1,0,hazard,96,1,2361.8,1057,127,0.000117,25641.03,
3,object_table,caution,gemini,256,1,41.44,safe,4,1,1,0,1,1,hazard,100,1,2234.0,1057,134,0.000119,33613.45,
3,object_table,caution,gemini,512,1,41.44,safe,4,1,1,0,1,1,hazard,99,1,2271.4,1057,131,0.000119,33613.45,
3,object_table,caution,claude,64,2,41.44,safe,4,1,1,1,1,0,caution,47,1,4232.8,1012,64,0.003996,1001.0,
3,object_table,caution,claude,128,2,41.44,safe,3,1,1,0,1,0,hazard,91,1,5617.9,1012,128,0.004956,605.33,
3,object_table,caution,claude,256,2,41.44,safe,3,1,1,0,0,1,hazard,168,1,8617.4,1012,256,0.006876,436.3,
3,object_table,caution,claude,512,2,41.44,safe,0,0,0,0,0,0,,0,1,61206.4,0,0,0.0,0.0,The read operation timed out
3,object_table,caution,gpt4o,64,2,41.44,safe,3,1,1,0,1,0,safe,48,1,2948.4,823,64,0.005075,591.13,
3,object_table,caution,gpt4o,128,2,41.44,safe,4,1,1,0,1,1,safe,62,1,3608.9,823,88,0.005435,735.97,
3,object_table,caution,gpt4o,256,2,41.44,safe,5,1,1,1,1,1,caution,49,1,4199.5,823,69,0.00515,970.87,
3,object_table,caution,gpt4o,512,2,41.44,safe,4,1,1,0,1,1,safe,57,1,3436.7,823,83,0.00536,746.27,
3,object_table,caution,gpt4o_mini,64,2,41.44,safe,3,1,1,0,1,0,hazard,49,1,2910.0,3590,64,0.000577,5199.31,
3,object_table,caution,gpt4o_mini,128,2,41.44,safe,5,1,1,1,1,1,caution,87,1,3991.5,3590,118,0.000609,8210.18,
3,object_table,caution,gpt4o_mini,256,2,41.44,safe,5,1,1,1,1,1,caution,94,1,5311.0,3590,125,0.000614,8143.32,
3,object_table,caution,gpt4o_mini,512,2,41.44,safe,5,1,1,1,1,1,caution,80,1,3724.6,3590,111,0.000605,8264.46,
3,object_table,caution,gemini,64,2,41.44,safe,2,1,0,0,1,0,hazard,52,1,2029.1,1057,64,9.8e-05,20408.16,
3,object_table,caution,gemini,128,2,41.44,safe,3,1,1,0,1,0,hazard,96,1,2216.8,1057,127,0.000117,25641.03,
3,object_table,caution,gemini,256,2,41.44,safe,4,1,1,0,1,1,hazard,99,1,2409.2,1057,131,0.000119,33613.45,
3,object_table,caution,gemini,512,2,41.44,safe,4,1,1,0,1,1,hazard,99,1,2253.3,1057,131,0.000119,33613.45,
3,object_table,caution,claude,64,3,41.44,safe,4,1,1,1,1,0,caution,44,1,3889.5,1012,64,0.003996,1001.0,
3,object_table,caution,claude,128,3,41.44,safe,4,1,1,1,1,0,caution,90,0,5631.5,1012,127,0.004941,809.55,
3,object_table,caution,claude,256,3,41.44,safe,4,1,1,1,0,1,caution,159,1,9625.8,1012,256,0.006876,581.73,
3,object_table,caution,claude,512,3,41.44,safe,3,1,1,0,0,1,hazard,169,0,14232.9,1012,273,0.007131,420.7,
3,object_table,caution,gpt4o,64,3,41.44,safe,3,1,1,0,1,0,safe,50,1,2761.4,823,64,0.005075,591.13,
3,object_table,caution,gpt4o,128,3,41.44,safe,4,1,1,0,1,1,safe,55,1,2970.0,823,81,0.00533,750.47,
3,object_table,caution,gpt4o,256,3,41.44,safe,4,1,1,0,1,1,safe,57,1,3481.5,823,83,0.00536,746.27,
3,object_table,caution,gpt4o,512,3,41.44,safe,4,1,1,0,1,1,safe,56,1,2969.9,823,82,0.005345,748.36,
3,object_table,caution,gpt4o_mini,64,3,41.44,safe,2,1,0,0,1,0,hazard,49,1,3071.2,3590,64,0.000577,3466.2,
3,object_table,caution,gpt4o_mini,128,3,41.44,safe,5,1,1,1,1,1,caution,87,1,4707.4,3590,118,0.000609,8210.18,
3,object_table,caution,gpt4o_mini,256,3,41.44,safe,5,1,1,1,1,1,caution,81,1,3893.8,3590,110,0.000605,8264.46,
3,object_table,caution,gpt4o_mini,512,3,41.44,safe,5,1,1,1,1,1,caution,81,1,3788.7,3590,112,0.000606,8250.83,
3,object_table,caution,gemini,64,3,41.44,safe,2,1,0,0,1,0,hazard,51,0,1928.9,1057,64,9.8e-05,20408.16,
