run,call_num,context,mp_risk,mp_full_response,mp_ms,yolo_full_response,yolo_ms,total_pipeline_ms,error,orchestrator,scenario,scene_label
3,2,patrol,safe,no person detected; risk=safe,27.4,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",201.8,229.2,,claude,clear_room,door_open
3,3,patrol,safe,no person detected; risk=safe,26.7,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",211.5,238.2,,claude,clear_room,door_open
3,4,patrol,safe,no person detected; risk=safe,28.2,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",205.4,233.6,,claude,clear_room,door_open
3,5,patrol,safe,no person detected; risk=safe,37.9,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",203.2,241.1,,claude,clear_room,door_open
4,0,patrol,safe,no person detected; risk=safe,36.6,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",210.5,247.1,,claude,clear_room,door_open
4,1,patrol,safe,no person detected; risk=safe,30.8,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",206.7,237.5,,claude,clear_room,door_open
4,2,patrol,safe,no person detected; risk=safe,30.1,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",238.1,268.2,,claude,clear_room,door_open
4,3,patrol,safe,no person detected; risk=safe,28.4,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",198.0,226.4,,claude,clear_room,door_open
4,4,patrol,safe,no person detected; risk=safe,36.1,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",207.9,244.0,,claude,clear_room,door_open
4,5,patrol,safe,no person detected; risk=safe,18.6,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",210.4,229.0,,claude,clear_room,door_open
4,6,patrol,safe,no person detected; risk=safe,36.0,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",213.1,249.1,,claude,clear_room,door_open
5,0,patrol,safe,no person detected; risk=safe,35.9,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",217.5,253.4,,claude,clear_room,door_open
5,1,patrol,safe,no person detected; risk=safe,34.9,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",206.6,241.5,,claude,clear_room,door_open
5,2,patrol,safe,no person detected; risk=safe,44.7,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",211.2,255.9,,claude,clear_room,door_open
5,3,patrol,safe,no person detected; risk=safe,27.6,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",209.8,237.4,,claude,clear_room,door_open
5,4,patrol,safe,no person detected; risk=safe,35.6,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",214.9,250.5,,claude,clear_room,door_open
5,5,patrol,safe,no person detected; risk=safe,21.1,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",216.5,237.6,,claude,clear_room,door_open
1,0,room_event,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,34.1,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",209.4,243.5,,claude,alert_room,person_near
1,1,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,47.4,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",208.7,256.1,,claude,alert_room,person_near
1,2,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,26.6,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",219.3,245.9,,claude,alert_room,person_near
1,3,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,37.5,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",209.7,247.2,,claude,alert_room,person_near
1,4,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,36.0,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",220.6,256.6,,claude,alert_room,person_near
1,5,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,33.9,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",231.8,265.7,,claude,alert_room,person_near
1,6,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,34.8,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",228.2,263.0,,claude,alert_room,person_near
2,0,room_event,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,34.8,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",221.1,255.9,,claude,alert_room,person_near
2,1,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,29.8,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",222.0,251.8,,claude,alert_room,person_near
2,2,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,18.2,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",237.8,256.0,,claude,alert_room,person_near
2,3,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,26.5,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",215.1,241.6,,claude,alert_room,person_near
2,4,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,21.8,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",212.2,234.0,,claude,alert_room,person_near
2,5,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,35.9,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",216.5,252.4,,claude,alert_room,person_near
2,6,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,15.9,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",225.5,241.4,,claude,alert_room,person_near
3,0,room_event,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,23.3,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",217.4,240.7,,claude,alert_room,person_near
3,1,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,35.2,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",217.4,252.6,,claude,alert_room,person_near
3,2,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,37.5,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",227.6,265.1,,claude,alert_room,person_near
3,3,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,19.6,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",217.0,236.6,,claude,alert_room,person_near
4,0,room_event,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,32.1,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",214.0,246.1,,claude,alert_room,person_near
4,1,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,36.7,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",216.8,253.5,,claude,alert_room,person_near
4,2,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,37.4,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",221.9,259.3,,claude,alert_room,person_near
4,3,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,19.5,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",230.8,250.3,,claude,alert_room,person_near
4,4,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,34.8,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",217.4,252.2,,claude,alert_room,person_near
4,5,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,30.6,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",202.3,232.9,,claude,alert_room,person_near
4,6,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,37.5,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",214.1,251.6,,claude,alert_room,person_near
5,0,room_event,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,36.6,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",210.5,247.1,,claude,alert_room,person_near
5,1,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,27.3,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",209.3,236.6,,claude,alert_room,person_near
5,2,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,37.5,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",209.0,246.5,,claude,alert_room,person_near
5,3,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,48.0,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",210.9,258.9,,claude,alert_room,person_near
5,4,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,18.6,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",220.9,239.5,,claude,alert_room,person_near
5,5,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,31.5,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",219.1,250.6,,claude,alert_room,person_near
5,6,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,30.4,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",203.6,234.0,,claude,alert_room,person_near
1,0,room_event,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,37.3,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",213.8,251.1,,gpt4o,alert_room,person_near
1,1,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,38.8,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",206.4,245.2,,gpt4o,alert_room,person_near
2,0,room_event,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,33.8,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",222.5,256.3,,gpt4o,alert_room,person_near
2,1,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,37.6,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",225.6,263.2,,gpt4o,alert_room,person_near
3,0,room_event,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,29.8,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",211.3,241.1,,gpt4o,alert_room,person_near
3,1,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,28.8,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",224.4,253.2,,gpt4o,alert_room,person_near
3,2,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,24.1,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",208.0,232.1,,gpt4o,alert_room,person_near
3,3,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,20.7,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",206.8,227.5,,gpt4o,alert_room,person_near
3,4,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,37.3,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",209.2,246.5,,gpt4o,alert_room,person_near
4,0,room_event,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,39.4,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",221.4,260.8,,gpt4o,alert_room,person_near
4,1,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,35.0,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",234.6,269.6,,gpt4o,alert_room,person_near
5,0,room_event,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,30.6,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",205.8,236.4,,gpt4o,alert_room,person_near
2,0,room_event,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,33.3,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",206.4,239.7,,gpt4o_mini,alert_room,person_near
2,1,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,40.3,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",218.9,259.2,,gpt4o_mini,alert_room,person_near
3,0,room_event,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,39.5,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",227.6,267.1,,gpt4o_mini,alert_room,person_near
3,1,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,36.0,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",211.6,247.6,,gpt4o_mini,alert_room,person_near
3,2,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,36.3,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",208.3,244.6,,gpt4o_mini,alert_room,person_near
3,3,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,37.8,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",242.4,280.2,,gpt4o_mini,alert_room,person_near
3,4,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,29.7,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",213.8,243.5,,gpt4o_mini,alert_room,person_near
3,5,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,29.9,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",220.1,250.0,,gpt4o_mini,alert_room,person_near
3,6,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,35.5,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",222.3,257.8,,gpt4o_mini,alert_room,person_near
3,7,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,21.6,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",209.9,231.5,,gpt4o_mini,alert_room,person_near
3,8,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,36.4,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",207.6,244.0,,gpt4o_mini,alert_room,person_near
3,9,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,41.3,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",209.4,250.7,,gpt4o_mini,alert_room,person_near
3,10,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,36.7,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",213.7,250.4,,gpt4o_mini,alert_room,person_near
3,11,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,38.6,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",213.1,251.7,,gpt4o_mini,alert_room,person_near
3,12,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,29.1,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",211.4,240.5,,gpt4o_mini,alert_room,person_near
4,0,room_event,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,29.9,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",223.4,253.3,,gpt4o_mini,alert_room,person_near
4,1,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,34.5,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",208.3,242.8,,gpt4o_mini,alert_room,person_near
4,2,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,30.4,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",216.2,246.6,,gpt4o_mini,alert_room,person_near
4,3,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,18.1,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",226.2,244.3,,gpt4o_mini,alert_room,person_near
4,4,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,43.6,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",205.4,249.0,,gpt4o_mini,alert_room,person_near
4,5,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,31.1,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",215.5,246.6,,gpt4o_mini,alert_room,person_near
4,6,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,36.4,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",205.3,241.7,,gpt4o_mini,alert_room,person_near
4,7,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,42.1,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",217.3,259.4,,gpt4o_mini,alert_room,person_near
