run,cmd_idx,command,cmd_type,z_before_m,z_after_m,increment_m,target_m,target_source,asked_clarify,correct,api_calls,tokens
9,1,go to 2 metres,explicit,0.994,2.012,1.018,2.0,set_altitude_target,0,1,10,48633
9,2,climb to 2m,paraphrase,2.012,2.014,0.002,2.0,set_altitude_target,0,1,10,48044
9,3,go higher,relative_no_num,2.014,2.007,-0.007,2.0,set_altitude_target,0,0,10,47368
9,4,go up a bit,vague_relative,2.007,2.301,0.294,2.3,set_altitude_target,0,1,4,17785
9,5,ascend slowly to a safe height,abstract,2.301,2.397,0.096,2.4,set_altitude_target,0,1,9,44680
9,6,I want it higher,indirect,2.397,2.399,0.002,2.4,text_inference,0,0,1,4580
10,1,go to 2 metres,explicit,0.993,1.996,1.003,2.0,set_altitude_target,0,1,10,47555
10,2,climb to 2m,paraphrase,1.996,2.011,0.015,2.0,set_altitude_target,0,1,10,48081
10,3,go higher,relative_no_num,2.011,2.017,0.006,2.0,set_altitude_target,0,0,10,49028
10,4,go up a bit,vague_relative,2.017,2.254,0.237,2.25,set_altitude_target,0,1,6,27497
10,5,ascend slowly to a safe height,abstract,2.254,2.398,0.144,2.4,set_altitude_target,0,1,10,49378
10,6,I want it higher,indirect,2.398,2.402,0.004,2.4,set_altitude_target,0,0,8,38823
11,1,go to 2 metres,explicit,0.994,2.013,1.019,2.0,set_altitude_target,0,1,10,48274
11,2,climb to 2m,paraphrase,2.013,2.01,-0.003,2.0,set_altitude_target,0,1,10,48115
11,3,go higher,relative_no_num,2.01,2.013,0.003,2.0,set_altitude_target,0,0,10,48966
11,4,go up a bit,vague_relative,2.013,2.012,-0.001,2.0,set_altitude_target,0,0,10,48811
11,5,ascend slowly to a safe height,abstract,2.012,2.002,-0.01,2.0,set_altitude_target,0,0,10,49055
11,6,I want it higher,indirect,2.002,2.016,0.014,2.0,set_altitude_target,0,0,10,49759
12,1,go to 2 metres,explicit,0.994,2.009,1.015,2.0,set_altitude_target,0,1,10,48279
12,2,climb to 2m,paraphrase,2.009,2.007,-0.002,2.0,set_altitude_target,0,1,10,48361
12,3,go higher,relative_no_num,2.007,2.004,-0.003,2.0,set_altitude_target,0,0,10,47163
12,4,go up a bit,vague_relative,2.004,2.4,0.396,2.4,set_altitude_target,0,1,8,38386
12,5,ascend slowly to a safe height,abstract,2.4,2.397,-0.003,2.4,set_altitude_target,0,0,9,45838
12,6,I want it higher,indirect,2.397,2.401,0.004,2.5,text_inference,0,0,1,4692
13,1,go to 2 metres,explicit,0.994,2.0,1.006,2.0,set_altitude_target,0,1,10,47483
13,2,climb to 2m,paraphrase,2.0,1.999,-0.001,2.0,set_altitude_target,0,1,7,31563
13,3,go higher,relative_no_num,1.999,1.999,0.0,2.5,text_inference,1,1,1,4228
13,4,go up a bit,vague_relative,1.999,2.404,0.405,2.4,set_altitude_target,0,1,6,28047
13,5,ascend slowly to a safe height,abstract,2.404,2.4,-0.004,2.4,set_altitude_target,0,0,10,50270
13,6,I want it higher,indirect,2.4,2.395,-0.005,2.5,text_inference,0,0,1,4543
14,1,go to 2 metres,explicit,0.998,2.007,1.009,2.0,set_altitude_target,0,1,10,48294
14,2,climb to 2m,paraphrase,2.007,2.01,0.003,2.0,set_altitude_target,0,1,10,48139
14,3,go higher,relative_no_num,2.01,2.001,-0.009,2.0,set_altitude_target,0,0,10,47455
14,4,go up a bit,vague_relative,2.001,2.252,0.251,2.25,set_altitude_target,0,1,8,38069
14,5,ascend slowly to a safe height,abstract,2.252,2.399,0.147,2.4,set_altitude_target,0,1,9,44839
14,6,I want it higher,indirect,2.399,2.403,0.004,2.5,text_inference,0,0,1,4633
15,1,go to 2 metres,explicit,0.992,2.011,1.019,2.0,set_altitude_target,0,1,10,48282
15,2,climb to 2m,paraphrase,2.011,2.012,0.001,2.0,set_altitude_target,0,1,10,48178
15,3,go higher,relative_no_num,2.012,2.0,-0.012,2.0,set_altitude_target,0,0,10,47456
15,4,go up a bit,vague_relative,2.0,2.249,0.249,2.25,set_altitude_target,0,1,6,27627
15,5,ascend slowly to a safe height,abstract,2.249,2.4,0.151,2.4,set_altitude_target,0,1,10,51257
15,6,I want it higher,indirect,2.4,2.398,-0.002,2.5,text_inference,0,0,1,4650
