run,action_num,tool_name,tool_args,telemetry_before,telemetry_after,execution_result,execution_ms,is_drone_command,approved,orchestrator,scenario,scene_label
3,0,navigate_to_waypoint,"{""x_m"": 1, ""y_m"": 0, ""z_m"": 1}","{""alt_m"": 0.0, ""roll_deg"": 0.0, ""pitch_deg"": 0.0, ""yaw_deg"": 0.0, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": 0.0}",,PENDING,0,1,1,gpt4o_mini,alert_room,person_near
3,1,navigate_to_waypoint,"{""x_m"": 1, ""y_m"": 0, ""z_m"": 1}","{""alt_m"": 0.0, ""roll_deg"": 0.0, ""pitch_deg"": 0.0, ""yaw_deg"": 0.0, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": 0.0}","{""alt_m"": -2.003, ""roll_deg"": -0.38, ""pitch_deg"": 0.16, ""yaw_deg"": 359.93, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": 0.0}","Navigated to (1.00,0.00,1.00). Arrived at (0.000,0.000,-2.003). XY error=100.0cm.",400.9,1,1,gpt4o_mini,alert_room,person_near
3,2,navigate_to_waypoint,"{""x_m"": 0, ""y_m"": 1, ""z_m"": 1}","{""alt_m"": -2.003, ""roll_deg"": -0.38, ""pitch_deg"": 0.16, ""yaw_deg"": 359.93, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": 0.0}",,PENDING,0,1,1,gpt4o_mini,alert_room,person_near
3,3,navigate_to_waypoint,"{""x_m"": 0, ""y_m"": 1, ""z_m"": 1}","{""alt_m"": -2.003, ""roll_deg"": -0.38, ""pitch_deg"": 0.16, ""yaw_deg"": 359.93, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": 0.0}","{""alt_m"": -0.319, ""roll_deg"": -0.14, ""pitch_deg"": 0.83, ""yaw_deg"": 0.03, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": -0.0}","Navigated to (0.00,1.00,1.00). Arrived at (0.000,-0.000,-0.319). XY error=100.0cm.",396.9,1,1,gpt4o_mini,alert_room,person_near
3,4,land,{},"{""alt_m"": -0.319, ""roll_deg"": -0.14, ""pitch_deg"": 0.83, ""yaw_deg"": 0.03, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": -0.0}",,PENDING,0,1,1,gpt4o_mini,alert_room,person_near
3,5,land,{},"{""alt_m"": -0.319, ""roll_deg"": -0.14, ""pitch_deg"": 0.83, ""yaw_deg"": 0.03, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": -0.0}","{""alt_m"": -5.05, ""roll_deg"": 0.47, ""pitch_deg"": 0.62, ""yaw_deg"": 359.99, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": -0.0}","✓ Landed and disarmed. Final altitude=0.000m, vz=+0.000m/s, roll=27.1°, pitch=35.5°. Motors disarmed — drone is on the ground.",87.8,1,1,gpt4o_mini,alert_room,person_near
4,0,navigate_to_waypoint,"{""x_m"": 1, ""y_m"": 0, ""z_m"": 1}","{""alt_m"": 0.0, ""roll_deg"": 0.0, ""pitch_deg"": 0.0, ""yaw_deg"": 0.0, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": 0.0}",,PENDING,0,1,1,gpt4o_mini,alert_room,person_near
4,1,navigate_to_waypoint,"{""x_m"": 1, ""y_m"": 0, ""z_m"": 1}","{""alt_m"": 0.0, ""roll_deg"": 0.0, ""pitch_deg"": 0.0, ""yaw_deg"": 0.0, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": 0.0}","{""alt_m"": -1.954, ""roll_deg"": 1.34, ""pitch_deg"": -0.06, ""yaw_deg"": 0.08, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": -0.0, ""pos_y"": 0.0}","Navigated to (1.00,0.00,1.00). Arrived at (-0.000,0.000,-1.954). XY error=100.0cm.",407.3,1,1,gpt4o_mini,alert_room,person_near
4,2,navigate_to_waypoint,"{""x_m"": 0, ""y_m"": 1, ""z_m"": 1}","{""alt_m"": -1.954, ""roll_deg"": 1.34, ""pitch_deg"": -0.06, ""yaw_deg"": 0.08, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": -0.0, ""pos_y"": 0.0}",,PENDING,0,1,1,gpt4o_mini,alert_room,person_near
4,3,navigate_to_waypoint,"{""x_m"": 0, ""y_m"": 1, ""z_m"": 1}","{""alt_m"": -1.954, ""roll_deg"": 1.34, ""pitch_deg"": -0.06, ""yaw_deg"": 0.08, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": -0.0, ""pos_y"": 0.0}","{""alt_m"": -0.282, ""roll_deg"": 0.95, ""pitch_deg"": 0.78, ""yaw_deg"": 359.9, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": -0.0}","Navigated to (0.00,1.00,1.00). Arrived at (0.000,-0.000,-0.282). XY error=100.0cm.",414.5,1,1,gpt4o_mini,alert_room,person_near
4,4,land,{},"{""alt_m"": -0.282, ""roll_deg"": 0.95, ""pitch_deg"": 0.78, ""yaw_deg"": 359.9, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": -0.0}",,PENDING,0,1,1,gpt4o_mini,alert_room,person_near
4,5,land,{},"{""alt_m"": -0.282, ""roll_deg"": 0.95, ""pitch_deg"": 0.78, ""yaw_deg"": 359.9, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": -0.0}","{""alt_m"": -4.851, ""roll_deg"": 0.65, ""pitch_deg"": 0.81, ""yaw_deg"": 359.97, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": -0.0}","✓ Landed and disarmed. Final altitude=0.000m, vz=+0.000m/s, roll=37.0°, pitch=46.3°. Motors disarmed — drone is on the ground.",76.1,1,1,gpt4o_mini,alert_room,person_near
5,0,navigate_to_waypoint,"{""x_m"": 1, ""y_m"": 0, ""z_m"": 1}","{""alt_m"": 0.0, ""roll_deg"": 0.0, ""pitch_deg"": 0.0, ""yaw_deg"": 0.0, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": 0.0}",,PENDING,0,1,1,gpt4o_mini,alert_room,person_near
5,1,navigate_to_waypoint,"{""x_m"": 1, ""y_m"": 0, ""z_m"": 1}","{""alt_m"": 0.0, ""roll_deg"": 0.0, ""pitch_deg"": 0.0, ""yaw_deg"": 0.0, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": 0.0}","{""alt_m"": -2.042, ""roll_deg"": -0.69, ""pitch_deg"": 0.67, ""yaw_deg"": 0.08, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": -0.0, ""pos_y"": -0.0}","Navigated to (1.00,0.00,1.00). Arrived at (-0.000,-0.000,-2.042). XY error=100.0cm.",411.4,1,1,gpt4o_mini,alert_room,person_near
5,2,navigate_to_waypoint,"{""x_m"": 0, ""y_m"": 1, ""z_m"": 1}","{""alt_m"": -2.042, ""roll_deg"": -0.69, ""pitch_deg"": 0.67, ""yaw_deg"": 0.08, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": -0.0, ""pos_y"": -0.0}",,PENDING,0,1,1,gpt4o_mini,alert_room,person_near
5,3,navigate_to_waypoint,"{""x_m"": 0, ""y_m"": 1, ""z_m"": 1}","{""alt_m"": -2.042, ""roll_deg"": -0.69, ""pitch_deg"": 0.67, ""yaw_deg"": 0.08, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": -0.0, ""pos_y"": -0.0}","{""alt_m"": -0.343, ""roll_deg"": -0.52, ""pitch_deg"": 1.09, ""yaw_deg"": 359.91, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": 0.0}","Navigated to (0.00,1.00,1.00). Arrived at (0.000,0.000,-0.343). XY error=100.0cm.",420.6,1,1,gpt4o_mini,alert_room,person_near
5,4,land,{},"{""alt_m"": -0.343, ""roll_deg"": -0.52, ""pitch_deg"": 1.09, ""yaw_deg"": 359.91, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": 0.0}",,PENDING,0,1,1,gpt4o_mini,alert_room,person_near
5,5,land,{},"{""alt_m"": -0.343, ""roll_deg"": -0.52, ""pitch_deg"": 1.09, ""yaw_deg"": 359.91, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": 0.0}","{""alt_m"": 0.0, ""roll_deg"": -0.32, ""pitch_deg"": 1.23, ""yaw_deg"": 359.98, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": 0.0}","✓ Landed and disarmed. Final altitude=0.000m, vz=+0.000m/s, roll=-18.4°, pitch=70.6°. Motors disarmed — drone is on the ground.",62.4,1,1,gpt4o_mini,alert_room,person_near
