run,call_num,context,mp_risk,mp_full_response,mp_ms,yolo_full_response,yolo_ms,total_pipeline_ms,error,orchestrator,scenario,scene_label
5,0,room_event,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,30.4,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",241.6,272.0,,claude,alert_room,person_near
5,1,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,29.2,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",226.2,255.4,,claude,alert_room,person_near
5,2,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,35.1,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",222.4,257.5,,claude,alert_room,person_near
5,3,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,33.9,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",227.5,261.4,,claude,alert_room,person_near
5,4,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,16.5,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",236.3,252.8,,claude,alert_room,person_near
1,0,patrol,safe,no person detected; risk=safe,21.6,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",230.7,252.3,,gpt4o,clear_room,door_open
1,1,patrol,safe,no person detected; risk=safe,15.3,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",226.9,242.2,,gpt4o,clear_room,door_open
1,2,patrol,safe,no person detected; risk=safe,29.7,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",218.4,248.1,,gpt4o,clear_room,door_open
2,0,patrol,safe,no person detected; risk=safe,39.0,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",233.1,272.1,,gpt4o,clear_room,door_open
3,0,patrol,safe,no person detected; risk=safe,38.3,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",249.2,287.5,,gpt4o,clear_room,door_open
3,1,patrol,safe,no person detected; risk=safe,38.9,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",254.8,293.7,,gpt4o,clear_room,door_open
3,2,patrol,safe,no person detected; risk=safe,29.9,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",243.8,273.7,,gpt4o,clear_room,door_open
3,3,patrol,safe,no person detected; risk=safe,37.9,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",231.3,269.2,,gpt4o,clear_room,door_open
3,4,patrol,safe,no person detected; risk=safe,40.3,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",227.8,268.1,,gpt4o,clear_room,door_open
1,0,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,20.7,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",237.9,258.6,,gpt4o,alert_room,person_near
1,1,room_event,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,57.6,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",296.2,353.8,,gpt4o,alert_room,person_near
2,0,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,39.3,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",253.5,292.8,,gpt4o,alert_room,person_near
2,1,investigate,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,38.0,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",250.1,288.1,,gpt4o,alert_room,person_near
2,2,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,19.6,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",243.4,263.0,,gpt4o,alert_room,person_near
2,3,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,38.5,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",245.2,283.7,,gpt4o,alert_room,person_near
2,4,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,57.4,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",236.3,293.7,,gpt4o,alert_room,person_near
2,5,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,39.7,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",248.1,287.8,,gpt4o,alert_room,person_near
2,6,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,38.4,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",257.7,296.1,,gpt4o,alert_room,person_near
3,0,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,39.1,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",250.6,289.7,,gpt4o,alert_room,person_near
3,1,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,27.4,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",179.5,206.9,,gpt4o,alert_room,person_near
3,2,patrol,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,13.3,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",180.0,193.3,,gpt4o,alert_room,person_near
3,3,room_event,hazard,person detected; conf=0.455; est_dist=0.24m; risk=hazard,40.0,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])",245.0,285.0,,gpt4o,alert_room,person_near
1,0,patrol,safe,no person detected; risk=safe,48.0,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",238.0,286.0,,gpt4o_mini,clear_room,door_open
1,1,patrol,safe,no person detected; risk=safe,39.5,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",246.0,285.5,,gpt4o_mini,clear_room,door_open
1,2,patrol,safe,no person detected; risk=safe,39.9,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",251.7,291.6,,gpt4o_mini,clear_room,door_open
1,3,patrol,safe,no person detected; risk=safe,29.4,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",229.4,258.8,,gpt4o_mini,clear_room,door_open
1,4,patrol,safe,no person detected; risk=safe,40.2,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",225.8,266.0,,gpt4o_mini,clear_room,door_open
1,5,patrol,safe,no person detected; risk=safe,38.4,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",233.1,271.5,,gpt4o_mini,clear_room,door_open
1,6,patrol,safe,no person detected; risk=safe,39.3,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",254.9,294.2,,gpt4o_mini,clear_room,door_open
1,7,patrol,safe,no person detected; risk=safe,28.0,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",237.5,265.5,,gpt4o_mini,clear_room,door_open
1,8,patrol,safe,no person detected; risk=safe,38.1,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",238.5,276.6,,gpt4o_mini,clear_room,door_open
1,9,patrol,safe,no person detected; risk=safe,40.1,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",253.9,294.0,,gpt4o_mini,clear_room,door_open
1,10,patrol,safe,no person detected; risk=safe,37.4,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",245.0,282.4,,gpt4o_mini,clear_room,door_open
1,11,patrol,safe,no person detected; risk=safe,40.2,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",244.5,284.7,,gpt4o_mini,clear_room,door_open
1,12,patrol,safe,no person detected; risk=safe,23.4,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",209.8,233.2,,gpt4o_mini,clear_room,door_open
1,13,patrol,safe,no person detected; risk=safe,40.4,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",236.7,277.1,,gpt4o_mini,clear_room,door_open
1,14,patrol,safe,no person detected; risk=safe,37.7,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",247.1,284.8,,gpt4o_mini,clear_room,door_open
1,15,patrol,safe,no person detected; risk=safe,39.9,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",261.9,301.8,,gpt4o_mini,clear_room,door_open
1,16,patrol,safe,no person detected; risk=safe,29.1,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",255.1,284.2,,gpt4o_mini,clear_room,door_open
1,17,patrol,safe,no person detected; risk=safe,33.2,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",217.4,250.6,,gpt4o_mini,clear_room,door_open
1,18,patrol,safe,no person detected; risk=safe,39.9,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",228.6,268.5,,gpt4o_mini,clear_room,door_open
1,19,patrol,safe,no person detected; risk=safe,39.6,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",232.0,271.6,,gpt4o_mini,clear_room,door_open
1,20,patrol,safe,no person detected; risk=safe,40.4,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",226.2,266.6,,gpt4o_mini,clear_room,door_open
1,21,patrol,safe,no person detected; risk=safe,40.1,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",230.6,270.7,,gpt4o_mini,clear_room,door_open
1,22,patrol,safe,no person detected; risk=safe,18.5,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",232.0,250.5,,gpt4o_mini,clear_room,door_open
1,23,patrol,safe,no person detected; risk=safe,38.4,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",250.8,289.2,,gpt4o_mini,clear_room,door_open
1,24,patrol,safe,no person detected; risk=safe,38.5,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",227.4,265.9,,gpt4o_mini,clear_room,door_open
1,25,patrol,safe,no person detected; risk=safe,25.7,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",235.1,260.8,,gpt4o_mini,clear_room,door_open
1,26,patrol,safe,no person detected; risk=safe,38.7,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",242.0,280.7,,gpt4o_mini,clear_room,door_open
1,27,patrol,safe,no person detected; risk=safe,37.5,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",227.5,265.0,,gpt4o_mini,clear_room,door_open
1,28,patrol,safe,no person detected; risk=safe,39.0,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",236.0,275.0,,gpt4o_mini,clear_room,door_open
1,29,patrol,safe,no person detected; risk=safe,37.4,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",225.6,263.0,,gpt4o_mini,clear_room,door_open
2,0,patrol,safe,no person detected; risk=safe,38.7,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",223.6,262.3,,gpt4o_mini,clear_room,door_open
2,1,patrol,safe,no person detected; risk=safe,39.7,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",250.1,289.8,,gpt4o_mini,clear_room,door_open
2,2,patrol,safe,no person detected; risk=safe,39.8,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",239.8,279.6,,gpt4o_mini,clear_room,door_open
2,3,patrol,safe,no person detected; risk=safe,39.6,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",200.6,240.2,,gpt4o_mini,clear_room,door_open
2,4,patrol,safe,no person detected; risk=safe,37.3,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",227.4,264.7,,gpt4o_mini,clear_room,door_open
2,5,patrol,safe,no person detected; risk=safe,39.1,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",220.3,259.4,,gpt4o_mini,clear_room,door_open
2,6,patrol,safe,no person detected; risk=safe,32.0,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",286.1,318.1,,gpt4o_mini,clear_room,door_open
2,7,patrol,safe,no person detected; risk=safe,38.5,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",230.6,269.1,,gpt4o_mini,clear_room,door_open
2,8,patrol,safe,no person detected; risk=safe,19.4,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])",216.2,235.6,,gpt4o_mini,clear_room,door_open
