orchestrator,global_run,scenario,scene_label,approval_num,tool_name,tool_args,telemetry_context,approved,deny_reason,response_time_s
claude,ND3_claude_clear_room_r2,clear_room,door_open,5,wait,"{""seconds"": 4.0}","Proposed: wait({""seconds"": 4.0})
Telemetry: {""alt_m"": 0.074, ""roll_deg"": -0.04, ""pitch_deg"": 0.03, ""yaw_deg"": 0.26, ""bat_pct"": 98.8, ""armed"": true, ""althold"": true, ""pos_x"": 1.641, ""pos_y"": -1.293}",1,,1.94
claude,ND3_claude_clear_room_r2,clear_room,door_open,6,wait,"{""seconds"": 2.0}","Proposed: wait({""seconds"": 2.0})
Telemetry: {""alt_m"": 0.783, ""roll_deg"": -0.01, ""pitch_deg"": -0.01, ""yaw_deg"": 0.25, ""bat_pct"": 98.1, ""armed"": true, ""althold"": true, ""pos_x"": 1.331, ""pos_y"": -0.915}",1,,0.6
claude,ND3_claude_clear_room_r2,clear_room,door_open,7,set_home_position,{},"Proposed: set_home_position({})
Telemetry: {""alt_m"": 1.009, ""roll_deg"": -0.08, ""pitch_deg"": -0.01, ""yaw_deg"": 0.2, ""bat_pct"": 97.8, ""armed"": true, ""althold"": true, ""pos_x"": 1.455, ""pos_y"": -0.705}",1,,0.84
claude,ND3_claude_clear_room_r2,clear_room,door_open,8,navigate_to_waypoint,"{""x_m"": 0.0, ""y_m"": 0.0, ""z_m"": 1.0}","Proposed: navigate_to_waypoint({""x_m"": 0.0, ""y_m"": 0.0, ""z_m"": 1.0})
Telemetry: {""alt_m"": 1.009, ""roll_deg"": -0.08, ""pitch_deg"": -0.01, ""yaw_deg"": 0.2, ""bat_pct"": 97.8, ""armed"": true, ""althold"": true, ""pos_x"": 1.455, ""pos_y"": -0.705}",1,,1.54
claude,ND3_claude_clear_room_r2,clear_room,door_open,9,navigate_to_waypoint,"{""x_m"": 0.5, ""y_m"": -0.5, ""z_m"": 1.0}","Proposed: navigate_to_waypoint({""x_m"": 0.5, ""y_m"": -0.5, ""z_m"": 1.0})
Telemetry: {""alt_m"": 1.004, ""roll_deg"": -1.02, ""pitch_deg"": -2.49, ""yaw_deg"": 0.84, ""bat_pct"": 96.4, ""armed"": true, ""althold"": true, ""pos_x"": -0.066, ""pos_y"": 0.026}",1,,0.7
claude,ND3_claude_clear_room_r2,clear_room,door_open,10,navigate_to_waypoint,"{""x_m"": 0.5, ""y_m"": 0.5, ""z_m"": 1.0}","Proposed: navigate_to_waypoint({""x_m"": 0.5, ""y_m"": 0.5, ""z_m"": 1.0})
Telemetry: {""alt_m"": 1.004, ""roll_deg"": -1.71, ""pitch_deg"": -2.27, ""yaw_deg"": 0.82, ""bat_pct"": 95.6, ""armed"": true, ""althold"": true, ""pos_x"": 0.455, ""pos_y"": -0.446}",1,,0.78
claude,ND3_claude_clear_room_r2,clear_room,door_open,11,navigate_to_waypoint,"{""x_m"": -0.5, ""y_m"": 0.5, ""z_m"": 1.0}","Proposed: navigate_to_waypoint({""x_m"": -0.5, ""y_m"": 0.5, ""z_m"": 1.0})
Telemetry: {""alt_m"": 1.002, ""roll_deg"": 2.07, ""pitch_deg"": -0.42, ""yaw_deg"": 0.98, ""bat_pct"": 94.8, ""armed"": true, ""althold"": true, ""pos_x"": 0.53, ""pos_y"": 0.441}",1,,0.95
claude,ND3_claude_clear_room_r2,clear_room,door_open,12,navigate_to_waypoint,"{""x_m"": -0.5, ""y_m"": -0.5, ""z_m"": 1.0}","Proposed: navigate_to_waypoint({""x_m"": -0.5, ""y_m"": -0.5, ""z_m"": 1.0})
Telemetry: {""alt_m"": 1.0, ""roll_deg"": 0.67, ""pitch_deg"": 2.56, ""yaw_deg"": 1.02, ""bat_pct"": 94.0, ""armed"": true, ""althold"": true, ""pos_x"": -0.441, ""pos_y"": 0.553}",1,,0.59
claude,ND3_claude_clear_room_r2,clear_room,door_open,13,return_to_home,{},"Proposed: return_to_home({})
Telemetry: {""alt_m"": 0.998, ""roll_deg"": -2.44, ""pitch_deg"": 0.94, ""yaw_deg"": 1.21, ""bat_pct"": 93.1, ""armed"": true, ""althold"": true, ""pos_x"": -0.572, ""pos_y"": -0.446}",1,,0.99
claude,ND3_claude_clear_room_r2,clear_room,door_open,14,land,{},"Proposed: land({})
Telemetry: {""alt_m"": 1.006, ""roll_deg"": 0.06, ""pitch_deg"": 2.38, ""yaw_deg"": 1.23, ""bat_pct"": 91.7, ""armed"": true, ""althold"": true, ""pos_x"": 1.533, ""pos_y"": -0.71}",1,,1.45
claude,ND3_claude_clear_room_r3,clear_room,door_open,1,arm,{},"Proposed: arm({})
Telemetry: {""alt_m"": 0.0, ""roll_deg"": 0.0, ""pitch_deg"": 0.0, ""yaw_deg"": 0.0, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": 0.0}",1,,1.82
claude,ND3_claude_clear_room_r3,clear_room,door_open,2,find_hover_throttle,{},"Proposed: find_hover_throttle({})
Telemetry: {""alt_m"": -1.229, ""roll_deg"": 0.15, ""pitch_deg"": 0.13, ""yaw_deg"": 359.97, ""bat_pct"": 100.0, ""armed"": true, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": 0.0}",1,,1.56
claude,ND3_claude_clear_room_r3,clear_room,door_open,3,enable_altitude_hold,{},"Proposed: enable_altitude_hold({})
Telemetry: {""alt_m"": 0.06, ""roll_deg"": -0.0, ""pitch_deg"": -0.06, ""yaw_deg"": 359.84, ""bat_pct"": 98.8, ""armed"": true, ""althold"": false, ""pos_x"": -0.311, ""pos_y"": -0.792}",1,,0.8
claude,ND3_claude_clear_room_r3,clear_room,door_open,4,set_altitude_target,"{""meters"": 1.0}","Proposed: set_altitude_target({""meters"": 1.0})
Telemetry: {""alt_m"": 0.06, ""roll_deg"": -0.0, ""pitch_deg"": -0.06, ""yaw_deg"": 359.84, ""bat_pct"": 98.8, ""armed"": true, ""althold"": true, ""pos_x"": -0.311, ""pos_y"": -0.792}",1,,0.96
claude,ND3_claude_clear_room_r3,clear_room,door_open,5,wait,"{""seconds"": 4.0}","Proposed: wait({""seconds"": 4.0})
Telemetry: {""alt_m"": 0.06, ""roll_deg"": -0.0, ""pitch_deg"": -0.06, ""yaw_deg"": 359.84, ""bat_pct"": 98.8, ""armed"": true, ""althold"": true, ""pos_x"": -0.311, ""pos_y"": -0.792}",1,,0.7
claude,ND3_claude_clear_room_r3,clear_room,door_open,6,wait,"{""seconds"": 2.0}","Proposed: wait({""seconds"": 2.0})
Telemetry: {""alt_m"": 0.765, ""roll_deg"": 0.07, ""pitch_deg"": 0.13, ""yaw_deg"": 359.69, ""bat_pct"": 98.1, ""armed"": true, ""althold"": true, ""pos_x"": -0.153, ""pos_y"": -1.089}",1,,1.14
claude,ND3_claude_clear_room_r3,clear_room,door_open,7,set_home_position,{},"Proposed: set_home_position({})
Telemetry: {""alt_m"": 1.003, ""roll_deg"": -0.01, ""pitch_deg"": 0.07, ""yaw_deg"": 359.63, ""bat_pct"": 97.8, ""armed"": true, ""althold"": true, ""pos_x"": -0.16, ""pos_y"": -1.038}",1,,1.31
claude,ND3_claude_clear_room_r3,clear_room,door_open,8,navigate_to_waypoint,"{""x_m"": 0.0, ""y_m"": 0.0, ""z_m"": 1.0}","Proposed: navigate_to_waypoint({""x_m"": 0.0, ""y_m"": 0.0, ""z_m"": 1.0})
Telemetry: {""alt_m"": 1.003, ""roll_deg"": -0.01, ""pitch_deg"": 0.07, ""yaw_deg"": 359.63, ""bat_pct"": 97.8, ""armed"": true, ""althold"": true, ""pos_x"": -0.16, ""pos_y"": -1.038}",1,,0.96
claude,ND3_claude_clear_room_r3,clear_room,door_open,9,navigate_to_waypoint,"{""x_m"": 0.5, ""y_m"": -0.5, ""z_m"": 1.0}","Proposed: navigate_to_waypoint({""x_m"": 0.5, ""y_m"": -0.5, ""z_m"": 1.0})
Telemetry: {""alt_m"": 1.002, ""roll_deg"": 1.88, ""pitch_deg"": -0.14, ""yaw_deg"": 359.69, ""bat_pct"": 96.9, ""armed"": true, ""althold"": true, ""pos_x"": -0.017, ""pos_y"": -0.065}",1,,0.87
claude,ND3_claude_clear_room_r3,clear_room,door_open,10,navigate_to_waypoint,"{""x_m"": 0.5, ""y_m"": 0.5, ""z_m"": 1.0}","Proposed: navigate_to_waypoint({""x_m"": 0.5, ""y_m"": 0.5, ""z_m"": 1.0})
Telemetry: {""alt_m"": 0.997, ""roll_deg"": -1.07, ""pitch_deg"": -1.43, ""yaw_deg"": 359.63, ""bat_pct"": 96.1, ""armed"": true, ""althold"": true, ""pos_x"": 0.505, ""pos_y"": -0.448}",1,,1.99
claude,ND3_claude_clear_room_r3,clear_room,door_open,11,navigate_to_waypoint,"{""x_m"": -0.5, ""y_m"": 0.5, ""z_m"": 1.0}","Proposed: navigate_to_waypoint({""x_m"": -0.5, ""y_m"": 0.5, ""z_m"": 1.0})
Telemetry: {""alt_m"": 0.999, ""roll_deg"": 2.27, ""pitch_deg"": -0.3, ""yaw_deg"": 359.62, ""bat_pct"": 95.3, ""armed"": true, ""althold"": true, ""pos_x"": 0.526, ""pos_y"": 0.43}",1,,0.82
claude,ND3_claude_clear_room_r3,clear_room,door_open,12,navigate_to_waypoint,"{""x_m"": -0.5, ""y_m"": -0.5, ""z_m"": 1.0}","Proposed: navigate_to_waypoint({""x_m"": -0.5, ""y_m"": -0.5, ""z_m"": 1.0})
Telemetry: {""alt_m"": 1.001, ""roll_deg"": 0.8, ""pitch_deg"": 2.68, ""yaw_deg"": 359.89, ""bat_pct"": 94.5, ""armed"": true, ""althold"": true, ""pos_x"": -0.454, ""pos_y"": 0.55}",1,,0.52
claude,ND3_claude_clear_room_r3,clear_room,door_open,13,return_to_home,{},"Proposed: return_to_home({})
Telemetry: {""alt_m"": 0.998, ""roll_deg"": -2.42, ""pitch_deg"": 1.06, ""yaw_deg"": 359.79, ""bat_pct"": 93.6, ""armed"": true, ""althold"": true, ""pos_x"": -0.57, ""pos_y"": -0.438}",1,,1.35
claude,ND3_claude_clear_room_r3,clear_room,door_open,14,disable_altitude_hold,{},"Proposed: disable_altitude_hold({})
Telemetry: {""alt_m"": 1.009, ""roll_deg"": -2.35, ""pitch_deg"": -0.55, ""yaw_deg"": 359.99, ""bat_pct"": 92.9, ""armed"": true, ""althold"": true, ""pos_x"": -0.24, ""pos_y"": -1.029}",1,,1.34
claude,ND3_claude_clear_room_r3,clear_room,door_open,15,hover,{},"Proposed: hover({})
Telemetry: {""alt_m"": 1.009, ""roll_deg"": -2.35, ""pitch_deg"": -0.55, ""yaw_deg"": 359.99, ""bat_pct"": 92.9, ""armed"": true, ""althold"": false, ""pos_x"": -0.24, ""pos_y"": -1.029}",1,,1.05
claude,ND3_claude_clear_room_r3,clear_room,door_open,16,set_throttle,"{""pwm"": 1400}","Proposed: set_throttle({""pwm"": 1400})
Telemetry: {""alt_m"": 1.009, ""roll_deg"": -2.35, ""pitch_deg"": -0.55, ""yaw_deg"": 359.99, ""bat_pct"": 92.9, ""armed"": true, ""althold"": false, ""pos_x"": -0.24, ""pos_y"": -1.029}",1,,1.17
claude,ND3_claude_clear_room_r3,clear_room,door_open,17,wait,"{""seconds"": 1.0}","Proposed: wait({""seconds"": 1.0})
Telemetry: {""alt_m"": 1.009, ""roll_deg"": -2.35, ""pitch_deg"": -0.55, ""yaw_deg"": 359.99, ""bat_pct"": 92.9, ""armed"": true, ""althold"": false, ""pos_x"": -0.24, ""pos_y"": -1.029}",1,,0.95
claude,ND3_claude_clear_room_r4,clear_room,door_open,1,arm,{},"Proposed: arm({})
Telemetry: {""alt_m"": 0.0, ""roll_deg"": 0.0, ""pitch_deg"": 0.0, ""yaw_deg"": 0.0, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": 0.0}",1,,1.94
claude,ND3_claude_clear_room_r4,clear_room,door_open,2,find_hover_throttle,{},"Proposed: find_hover_throttle({})
Telemetry: {""alt_m"": -1.235, ""roll_deg"": -0.03, ""pitch_deg"": 0.16, ""yaw_deg"": 0.01, ""bat_pct"": 100.0, ""armed"": true, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": 0.0}",1,,1.87
claude,ND3_claude_clear_room_r4,clear_room,door_open,3,enable_altitude_hold,{},"Proposed: enable_altitude_hold({})
Telemetry: {""alt_m"": 0.059, ""roll_deg"": 0.03, ""pitch_deg"": 0.03, ""yaw_deg"": 0.07, ""bat_pct"": 98.8, ""armed"": true, ""althold"": false, ""pos_x"": 0.01, ""pos_y"": 0.737}",1,,0.92
claude,ND3_claude_clear_room_r4,clear_room,door_open,4,set_altitude_target,"{""meters"": 1.0}","Proposed: set_altitude_target({""meters"": 1.0})
Telemetry: {""alt_m"": 0.059, ""roll_deg"": 0.03, ""pitch_deg"": 0.03, ""yaw_deg"": 0.07, ""bat_pct"": 98.8, ""armed"": true, ""althold"": true, ""pos_x"": 0.01, ""pos_y"": 0.737}",1,,1.91
claude,ND3_claude_clear_room_r4,clear_room,door_open,5,wait,"{""seconds"": 4.0}","Proposed: wait({""seconds"": 4.0})
Telemetry: {""alt_m"": 0.059, ""roll_deg"": 0.03, ""pitch_deg"": 0.03, ""yaw_deg"": 0.07, ""bat_pct"": 98.8, ""armed"": true, ""althold"": true, ""pos_x"": 0.01, ""pos_y"": 0.737}",1,,0.99
claude,ND3_claude_clear_room_r4,clear_room,door_open,6,wait,"{""seconds"": 2.0}","Proposed: wait({""seconds"": 2.0})
Telemetry: {""alt_m"": 0.773, ""roll_deg"": 0.08, ""pitch_deg"": 0.14, ""yaw_deg"": 359.98, ""bat_pct"": 98.1, ""armed"": true, ""althold"": true, ""pos_x"": 0.216, ""pos_y"": 0.233}",1,,1.48
claude,ND3_claude_clear_room_r4,clear_room,door_open,7,set_home_position,{},"Proposed: set_home_position({})
Telemetry: {""alt_m"": 1.01, ""roll_deg"": -0.03, ""pitch_deg"": -0.04, ""yaw_deg"": 359.85, ""bat_pct"": 97.8, ""armed"": true, ""althold"": true, ""pos_x"": 0.134, ""pos_y"": 0.149}",1,,0.57
claude,ND3_claude_clear_room_r4,clear_room,door_open,8,navigate_to_waypoint,"{""x_m"": 0.0, ""y_m"": 0.0, ""z_m"": 1.0}","Proposed: navigate_to_waypoint({""x_m"": 0.0, ""y_m"": 0.0, ""z_m"": 1.0})
Telemetry: {""alt_m"": 1.01, ""roll_deg"": -0.03, ""pitch_deg"": -0.04, ""yaw_deg"": 359.85, ""bat_pct"": 97.8, ""armed"": true, ""althold"": true, ""pos_x"": 0.134, ""pos_y"": 0.149}",1,,1.33
claude,ND3_claude_clear_room_r4,clear_room,door_open,9,navigate_to_waypoint,"{""x_m"": 0.5, ""y_m"": 0.0, ""z_m"": 1.0}","Proposed: navigate_to_waypoint({""x_m"": 0.5, ""y_m"": 0.0, ""z_m"": 1.0})
Telemetry: {""alt_m"": 1.006, ""roll_deg"": -1.72, ""pitch_deg"": -0.12, ""yaw_deg"": 359.66, ""bat_pct"": 96.9, ""armed"": true, ""althold"": true, ""pos_x"": 0.01, ""pos_y"": 0.065}",1,,1.21
claude,ND3_claude_clear_room_r4,clear_room,door_open,10,navigate_to_waypoint,"{""x_m"": 0.5, ""y_m"": 0.5, ""z_m"": 1.0}","Proposed: navigate_to_waypoint({""x_m"": 0.5, ""y_m"": 0.5, ""z_m"": 1.0})
Telemetry: {""alt_m"": 0.999, ""roll_deg"": -0.65, ""pitch_deg"": -1.59, ""yaw_deg"": 359.87, ""bat_pct"": 96.2, ""armed"": true, ""althold"": true, ""pos_x"": 0.451, ""pos_y"": -0.026}",1,,1.58
claude,ND3_claude_clear_room_r4,clear_room,door_open,11,navigate_to_waypoint,"{""x_m"": 0.0, ""y_m"": 0.5, ""z_m"": 1.0}","Proposed: navigate_to_waypoint({""x_m"": 0.0, ""y_m"": 0.5, ""z_m"": 1.0})
Telemetry: {""alt_m"": 0.999, ""roll_deg"": 1.29, ""pitch_deg"": -0.63, ""yaw_deg"": 0.06, ""bat_pct"": 95.4, ""armed"": true, ""althold"": true, ""pos_x"": 0.524, ""pos_y"": 0.435}",1,,1.63
claude,ND3_claude_clear_room_r4,clear_room,door_open,12,navigate_to_waypoint,"{""x_m"": -0.5, ""y_m"": 0.5, ""z_m"": 1.0}","Proposed: navigate_to_waypoint({""x_m"": -0.5, ""y_m"": 0.5, ""z_m"": 1.0})
Telemetry: {""alt_m"": 1.002, ""roll_deg"": 0.72, ""pitch_deg"": 1.32, ""yaw_deg"": 0.12, ""bat_pct"": 94.6, ""armed"": true, ""althold"": true, ""pos_x"": 0.061, ""pos_y"": 0.535}",1,,0.87
claude,ND3_claude_clear_room_r4,clear_room,door_open,13,navigate_to_waypoint,"{""x_m"": -0.5, ""y_m"": 0.0, ""z_m"": 1.0}","Proposed: navigate_to_waypoint({""x_m"": -0.5, ""y_m"": 0.0, ""z_m"": 1.0})
Telemetry: {""alt_m"": 0.998, ""roll_deg"": 0.19, ""pitch_deg"": 2.06, ""yaw_deg"": 0.13, ""bat_pct"": 93.8, ""armed"": true, ""althold"": true, ""pos_x"": -0.437, ""pos_y"": 0.525}",1,,1.73
claude,ND3_claude_clear_room_r4,clear_room,door_open,14,navigate_to_waypoint,"{""x_m"": -0.5, ""y_m"": -0.5, ""z_m"": 1.0}","Proposed: navigate_to_waypoint({""x_m"": -0.5, ""y_m"": -0.5, ""z_m"": 1.0})
Telemetry: {""alt_m"": 1.004, ""roll_deg"": -1.39, ""pitch_deg"": 0.82, ""yaw_deg"": 0.46, ""bat_pct"": 93.0, ""armed"": true, ""althold"": true, ""pos_x"": -0.537, ""pos_y"": 0.064}",1,,1.73
claude,ND3_claude_clear_room_r5,clear_room,door_open,1,arm,{},"Proposed: arm({})
Telemetry: {""alt_m"": 0.0, ""roll_deg"": 0.0, ""pitch_deg"": 0.0, ""yaw_deg"": 0.0, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": 0.0}",1,,0.63
claude,ND3_claude_clear_room_r5,clear_room,door_open,2,find_hover_throttle,{},"Proposed: find_hover_throttle({})
Telemetry: {""alt_m"": -1.221, ""roll_deg"": -0.26, ""pitch_deg"": -0.12, ""yaw_deg"": 359.95, ""bat_pct"": 100.0, ""armed"": true, ""althold"": false, ""pos_x"": -0.0, ""pos_y"": -0.0}",1,,1.94
claude,ND3_claude_clear_room_r5,clear_room,door_open,3,enable_altitude_hold,{},"Proposed: enable_altitude_hold({})
Telemetry: {""alt_m"": 0.076, ""roll_deg"": 0.01, ""pitch_deg"": -0.01, ""yaw_deg"": 359.7, ""bat_pct"": 98.8, ""armed"": true, ""althold"": false, ""pos_x"": -0.076, ""pos_y"": -1.008}",1,,1.45
claude,ND3_claude_clear_room_r5,clear_room,door_open,4,wait,"{""seconds"": 2.0}","Proposed: wait({""seconds"": 2.0})
Telemetry: {""alt_m"": 0.076, ""roll_deg"": 0.01, ""pitch_deg"": -0.01, ""yaw_deg"": 359.7, ""bat_pct"": 98.8, ""armed"": true, ""althold"": true, ""pos_x"": -0.076, ""pos_y"": -1.008}",1,,1.18
claude,ND3_claude_clear_room_r5,clear_room,door_open,5,set_altitude_target,"{""meters"": 1.0}","Proposed: set_altitude_target({""meters"": 1.0})
Telemetry: {""alt_m"": 0.084, ""roll_deg"": -0.0, ""pitch_deg"": 0.02, ""yaw_deg"": 359.6, ""bat_pct"": 98.5, ""armed"": true, ""althold"": true, ""pos_x"": -0.218, ""pos_y"": -1.322}",1,,0.73
claude,ND3_claude_clear_room_r5,clear_room,door_open,6,wait,"{""seconds"": 4.0}","Proposed: wait({""seconds"": 4.0})
Telemetry: {""alt_m"": 0.084, ""roll_deg"": -0.0, ""pitch_deg"": 0.02, ""yaw_deg"": 359.6, ""bat_pct"": 98.5, ""armed"": true, ""althold"": true, ""pos_x"": -0.218, ""pos_y"": -1.322}",1,,1.77
claude,ND3_claude_clear_room_r5,clear_room,door_open,7,wait,"{""seconds"": 2.0}","Proposed: wait({""seconds"": 2.0})
Telemetry: {""alt_m"": 0.78, ""roll_deg"": -0.06, ""pitch_deg"": 0.02, ""yaw_deg"": 359.88, ""bat_pct"": 97.8, ""armed"": true, ""althold"": true, ""pos_x"": -0.133, ""pos_y"": -1.317}",1,,1.61
