run,action_num,tool_name,tool_args,telemetry_before,telemetry_after,execution_result,execution_ms,is_drone_command,approved,orchestrator,scenario,scene_label
2,0,arm,{},"{""alt_m"": 0.0, ""roll_deg"": 0.0, ""pitch_deg"": 0.0, ""yaw_deg"": 0.0, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": 0.0}","{""alt_m"": -1.218, ""roll_deg"": 0.01, ""pitch_deg"": -0.12, ""yaw_deg"": 0.02, ""bat_pct"": 100.0, ""armed"": true, ""althold"": false, ""pos_x"": -0.0, ""pos_y"": -0.0}","Armed. ch5=1000, motors spinning at idle.",24.1,1,1,claude,clear_room,door_open
2,1,find_hover_throttle,{},"{""alt_m"": -1.218, ""roll_deg"": 0.01, ""pitch_deg"": -0.12, ""yaw_deg"": 0.02, ""bat_pct"": 100.0, ""armed"": true, ""althold"": false, ""pos_x"": -0.0, ""pos_y"": -0.0}","{""alt_m"": 0.062, ""roll_deg"": -0.0, ""pitch_deg"": -0.05, ""yaw_deg"": 0.28, ""bat_pct"": 98.8, ""armed"": true, ""althold"": false, ""pos_x"": -0.43, ""pos_y"": -0.083}","Hover throttle found: PWM=1518, thr=0.518, z=0.069 m.",247.6,1,1,claude,clear_room,door_open
2,2,enable_altitude_hold,{},"{""alt_m"": 0.062, ""roll_deg"": -0.0, ""pitch_deg"": -0.05, ""yaw_deg"": 0.28, ""bat_pct"": 98.8, ""armed"": true, ""althold"": false, ""pos_x"": -0.43, ""pos_y"": -0.083}","{""alt_m"": 0.062, ""roll_deg"": -0.0, ""pitch_deg"": -0.05, ""yaw_deg"": 0.28, ""bat_pct"": 98.8, ""armed"": true, ""althold"": true, ""pos_x"": -0.43, ""pos_y"": -0.083}","Altitude hold enabled at 0.069 m, hover_thr=0.518.",0.0,1,1,claude,clear_room,door_open
2,3,set_altitude_target,"{""meters"": 1.0}","{""alt_m"": 0.062, ""roll_deg"": -0.0, ""pitch_deg"": -0.05, ""yaw_deg"": 0.28, ""bat_pct"": 98.8, ""armed"": true, ""althold"": true, ""pos_x"": -0.43, ""pos_y"": -0.083}","{""alt_m"": 0.062, ""roll_deg"": -0.0, ""pitch_deg"": -0.05, ""yaw_deg"": 0.28, ""bat_pct"": 98.8, ""armed"": true, ""althold"": true, ""pos_x"": -0.43, ""pos_y"": -0.083}",Altitude target set to 1.00 m.,0.0,1,1,claude,clear_room,door_open
2,4,wait,"{""seconds"": 4.0}","{""alt_m"": 0.062, ""roll_deg"": -0.0, ""pitch_deg"": -0.05, ""yaw_deg"": 0.28, ""bat_pct"": 98.8, ""armed"": true, ""althold"": true, ""pos_x"": -0.43, ""pos_y"": -0.083}","{""alt_m"": 0.762, ""roll_deg"": -0.01, ""pitch_deg"": 0.0, ""yaw_deg"": 0.22, ""bat_pct"": 98.1, ""armed"": true, ""althold"": true, ""pos_x"": -0.48, ""pos_y"": -0.218}",Waited 4.0 s. Current EKF altitude: 0.762 m.,181.4,1,1,claude,clear_room,door_open
2,5,wait,"{""seconds"": 2.0}","{""alt_m"": 0.762, ""roll_deg"": -0.01, ""pitch_deg"": 0.0, ""yaw_deg"": 0.22, ""bat_pct"": 98.1, ""armed"": true, ""althold"": true, ""pos_x"": -0.48, ""pos_y"": -0.218}","{""alt_m"": 1.002, ""roll_deg"": -0.02, ""pitch_deg"": -0.01, ""yaw_deg"": 0.16, ""bat_pct"": 97.8, ""armed"": true, ""althold"": true, ""pos_x"": -0.42, ""pos_y"": -0.205}",Waited 2.0 s. Current EKF altitude: 1.002 m.,106.9,1,1,claude,clear_room,door_open
2,6,set_home_position,{},"{""alt_m"": 1.002, ""roll_deg"": -0.02, ""pitch_deg"": -0.01, ""yaw_deg"": 0.16, ""bat_pct"": 97.8, ""armed"": true, ""althold"": true, ""pos_x"": -0.42, ""pos_y"": -0.205}","{""alt_m"": 1.002, ""roll_deg"": -0.02, ""pitch_deg"": -0.01, ""yaw_deg"": 0.16, ""bat_pct"": 97.8, ""armed"": true, ""althold"": true, ""pos_x"": -0.42, ""pos_y"": -0.205}","Home set at x=-0.420, y=-0.205, z=1.002 m.",0.0,1,1,claude,clear_room,door_open
2,7,navigate_to_waypoint,"{""x_m"": 0.0, ""y_m"": 0.0, ""z_m"": 1.0}","{""alt_m"": 1.002, ""roll_deg"": -0.02, ""pitch_deg"": -0.01, ""yaw_deg"": 0.16, ""bat_pct"": 97.8, ""armed"": true, ""althold"": true, ""pos_x"": -0.42, ""pos_y"": -0.205}","{""alt_m"": 1.009, ""roll_deg"": 0.8, ""pitch_deg"": -0.89, ""yaw_deg"": 0.17, ""bat_pct"": 97.0, ""armed"": true, ""althold"": true, ""pos_x"": -0.075, ""pos_y"": -0.044}","Navigated to (0.00,0.00,1.00). Arrived at (-0.075,-0.044,1.009). XY error=8.7cm.",206.3,1,1,claude,clear_room,door_open
3,0,arm,{},"{""alt_m"": 0.0, ""roll_deg"": 0.0, ""pitch_deg"": 0.0, ""yaw_deg"": 0.0, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": 0.0}","{""alt_m"": -1.235, ""roll_deg"": -0.08, ""pitch_deg"": 0.24, ""yaw_deg"": 359.99, ""bat_pct"": 100.0, ""armed"": true, ""althold"": false, ""pos_x"": -0.0, ""pos_y"": -0.0}","Armed. ch5=1000, motors spinning at idle.",22.3,1,1,claude,clear_room,door_open
3,1,find_hover_throttle,{},"{""alt_m"": -1.235, ""roll_deg"": -0.08, ""pitch_deg"": 0.24, ""yaw_deg"": 359.99, ""bat_pct"": 100.0, ""armed"": true, ""althold"": false, ""pos_x"": -0.0, ""pos_y"": -0.0}","{""alt_m"": 0.08, ""roll_deg"": -0.03, ""pitch_deg"": -0.04, ""yaw_deg"": 359.7, ""bat_pct"": 98.8, ""armed"": true, ""althold"": false, ""pos_x"": -1.616, ""pos_y"": -0.488}","Hover throttle found: PWM=1518, thr=0.518, z=0.069 m.",245.8,1,1,claude,clear_room,door_open
3,2,enable_altitude_hold,{},"{""alt_m"": 0.08, ""roll_deg"": -0.03, ""pitch_deg"": -0.04, ""yaw_deg"": 359.7, ""bat_pct"": 98.8, ""armed"": true, ""althold"": false, ""pos_x"": -1.616, ""pos_y"": -0.488}","{""alt_m"": 0.08, ""roll_deg"": -0.03, ""pitch_deg"": -0.04, ""yaw_deg"": 359.7, ""bat_pct"": 98.8, ""armed"": true, ""althold"": true, ""pos_x"": -1.616, ""pos_y"": -0.488}","Altitude hold enabled at 0.069 m, hover_thr=0.518.",0.0,1,1,claude,clear_room,door_open
3,3,set_altitude_target,"{""meters"": 1.0}","{""alt_m"": 0.08, ""roll_deg"": -0.03, ""pitch_deg"": -0.04, ""yaw_deg"": 359.7, ""bat_pct"": 98.8, ""armed"": true, ""althold"": true, ""pos_x"": -1.616, ""pos_y"": -0.488}","{""alt_m"": 0.08, ""roll_deg"": -0.03, ""pitch_deg"": -0.04, ""yaw_deg"": 359.7, ""bat_pct"": 98.8, ""armed"": true, ""althold"": true, ""pos_x"": -1.616, ""pos_y"": -0.488}",Altitude target set to 1.00 m.,0.0,1,1,claude,clear_room,door_open
3,4,wait,"{""seconds"": 4.0}","{""alt_m"": 0.08, ""roll_deg"": -0.03, ""pitch_deg"": -0.04, ""yaw_deg"": 359.7, ""bat_pct"": 98.8, ""armed"": true, ""althold"": true, ""pos_x"": -1.616, ""pos_y"": -0.488}","{""alt_m"": 0.803, ""roll_deg"": 0.02, ""pitch_deg"": 0.01, ""yaw_deg"": 359.77, ""bat_pct"": 98.1, ""armed"": true, ""althold"": true, ""pos_x"": -2.072, ""pos_y"": -0.331}",Waited 4.0 s. Current EKF altitude: 0.803 m.,179.3,1,1,claude,clear_room,door_open
3,5,wait,"{""seconds"": 2.0}","{""alt_m"": 0.803, ""roll_deg"": 0.02, ""pitch_deg"": 0.01, ""yaw_deg"": 359.77, ""bat_pct"": 98.1, ""armed"": true, ""althold"": true, ""pos_x"": -2.072, ""pos_y"": -0.331}","{""alt_m"": 1.01, ""roll_deg"": -0.05, ""pitch_deg"": 0.11, ""yaw_deg"": 359.78, ""bat_pct"": 97.8, ""armed"": true, ""althold"": true, ""pos_x"": -1.825, ""pos_y"": -0.224}",Waited 2.0 s. Current EKF altitude: 1.010 m.,107.8,1,1,claude,clear_room,door_open
3,6,set_home_position,{},"{""alt_m"": 1.01, ""roll_deg"": -0.05, ""pitch_deg"": 0.11, ""yaw_deg"": 359.78, ""bat_pct"": 97.8, ""armed"": true, ""althold"": true, ""pos_x"": -1.825, ""pos_y"": -0.224}","{""alt_m"": 1.01, ""roll_deg"": -0.05, ""pitch_deg"": 0.11, ""yaw_deg"": 359.78, ""bat_pct"": 97.8, ""armed"": true, ""althold"": true, ""pos_x"": -1.825, ""pos_y"": -0.224}","Home set at x=-1.825, y=-0.224, z=1.010 m.",0.0,1,1,claude,clear_room,door_open
3,7,navigate_to_waypoint,"{""x_m"": 0.0, ""y_m"": 0.0, ""z_m"": 1.0}","{""alt_m"": 1.01, ""roll_deg"": -0.05, ""pitch_deg"": 0.11, ""yaw_deg"": 359.78, ""bat_pct"": 97.8, ""armed"": true, ""althold"": true, ""pos_x"": -1.825, ""pos_y"": -0.224}","{""alt_m"": 1.0, ""roll_deg"": -0.52, ""pitch_deg"": 2.37, ""yaw_deg"": 359.53, ""bat_pct"": 96.4, ""armed"": true, ""althold"": true, ""pos_x"": 0.068, ""pos_y"": 0.016}","Navigated to (0.00,0.00,1.00). Arrived at (0.068,0.016,1.000). XY error=7.0cm.",354.8,1,1,claude,clear_room,door_open
3,8,navigate_to_waypoint,"{""x_m"": 0.5, ""y_m"": -0.5, ""z_m"": 1.0}","{""alt_m"": 1.0, ""roll_deg"": -0.52, ""pitch_deg"": 2.37, ""yaw_deg"": 359.53, ""bat_pct"": 96.4, ""armed"": true, ""althold"": true, ""pos_x"": 0.068, ""pos_y"": 0.016}","{""alt_m"": 1.008, ""roll_deg"": -1.41, ""pitch_deg"": -0.64, ""yaw_deg"": 359.73, ""bat_pct"": 95.6, ""armed"": true, ""althold"": true, ""pos_x"": 0.443, ""pos_y"": -0.445}","Navigated to (0.50,-0.50,1.00). Arrived at (0.443,-0.445,1.008). XY error=7.9cm.",202.2,1,1,claude,clear_room,door_open
3,9,navigate_to_waypoint,"{""x_m"": 0.5, ""y_m"": 0.5, ""z_m"": 1.0}","{""alt_m"": 1.008, ""roll_deg"": -1.41, ""pitch_deg"": -0.64, ""yaw_deg"": 359.73, ""bat_pct"": 95.6, ""armed"": true, ""althold"": true, ""pos_x"": 0.443, ""pos_y"": -0.445}","{""alt_m"": 1.002, ""roll_deg"": 2.33, ""pitch_deg"": -0.64, ""yaw_deg"": 359.97, ""bat_pct"": 94.8, ""armed"": true, ""althold"": true, ""pos_x"": 0.556, ""pos_y"": 0.436}","Navigated to (0.50,0.50,1.00). Arrived at (0.556,0.436,1.002). XY error=8.5cm.",205.3,1,1,claude,clear_room,door_open
4,0,arm,{},"{""alt_m"": 0.0, ""roll_deg"": 0.0, ""pitch_deg"": 0.0, ""yaw_deg"": 0.0, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": 0.0}","{""alt_m"": -1.22, ""roll_deg"": 0.04, ""pitch_deg"": -0.21, ""yaw_deg"": 359.97, ""bat_pct"": 100.0, ""armed"": true, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": 0.0}","Armed. ch5=1000, motors spinning at idle.",23.7,1,1,claude,clear_room,door_open
4,1,find_hover_throttle,{},"{""alt_m"": -1.22, ""roll_deg"": 0.04, ""pitch_deg"": -0.21, ""yaw_deg"": 359.97, ""bat_pct"": 100.0, ""armed"": true, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": 0.0}","{""alt_m"": 0.072, ""roll_deg"": 0.06, ""pitch_deg"": -0.08, ""yaw_deg"": 359.76, ""bat_pct"": 98.8, ""armed"": true, ""althold"": false, ""pos_x"": -0.317, ""pos_y"": -1.364}","Hover throttle found: PWM=1518, thr=0.518, z=0.069 m.",253.3,1,1,claude,clear_room,door_open
4,2,enable_altitude_hold,{},"{""alt_m"": 0.072, ""roll_deg"": 0.06, ""pitch_deg"": -0.08, ""yaw_deg"": 359.76, ""bat_pct"": 98.8, ""armed"": true, ""althold"": false, ""pos_x"": -0.317, ""pos_y"": -1.364}","{""alt_m"": 0.072, ""roll_deg"": 0.06, ""pitch_deg"": -0.08, ""yaw_deg"": 359.76, ""bat_pct"": 98.8, ""armed"": true, ""althold"": true, ""pos_x"": -0.317, ""pos_y"": -1.364}","Altitude hold enabled at 0.069 m, hover_thr=0.518.",0.0,1,1,claude,clear_room,door_open
4,3,set_altitude_target,"{""meters"": 1.0}","{""alt_m"": 0.072, ""roll_deg"": 0.06, ""pitch_deg"": -0.08, ""yaw_deg"": 359.76, ""bat_pct"": 98.8, ""armed"": true, ""althold"": true, ""pos_x"": -0.317, ""pos_y"": -1.364}","{""alt_m"": 0.072, ""roll_deg"": 0.06, ""pitch_deg"": -0.08, ""yaw_deg"": 359.76, ""bat_pct"": 98.8, ""armed"": true, ""althold"": true, ""pos_x"": -0.317, ""pos_y"": -1.364}",Altitude target set to 1.00 m.,0.0,1,1,claude,clear_room,door_open
4,4,wait,"{""seconds"": 4.0}","{""alt_m"": 0.072, ""roll_deg"": 0.06, ""pitch_deg"": -0.08, ""yaw_deg"": 359.76, ""bat_pct"": 98.8, ""armed"": true, ""althold"": true, ""pos_x"": -0.317, ""pos_y"": -1.364}","{""alt_m"": 0.777, ""roll_deg"": -0.05, ""pitch_deg"": -0.01, ""yaw_deg"": 359.66, ""bat_pct"": 98.1, ""armed"": true, ""althold"": true, ""pos_x"": -0.459, ""pos_y"": -0.916}",Waited 4.0 s. Current EKF altitude: 0.777 m.,189.2,1,1,claude,clear_room,door_open
5,0,arm,{},"{""alt_m"": 0.0, ""roll_deg"": 0.0, ""pitch_deg"": 0.0, ""yaw_deg"": 0.0, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": 0.0}","{""alt_m"": -1.234, ""roll_deg"": -0.16, ""pitch_deg"": -0.18, ""yaw_deg"": 0.03, ""bat_pct"": 100.0, ""armed"": true, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": 0.0}","Armed. ch5=1000, motors spinning at idle.",25.9,1,1,claude,clear_room,door_open
5,1,find_hover_throttle,{},"{""alt_m"": -1.234, ""roll_deg"": -0.16, ""pitch_deg"": -0.18, ""yaw_deg"": 0.03, ""bat_pct"": 100.0, ""armed"": true, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": 0.0}","{""alt_m"": 0.07, ""roll_deg"": -0.06, ""pitch_deg"": -0.02, ""yaw_deg"": 359.72, ""bat_pct"": 98.8, ""armed"": true, ""althold"": false, ""pos_x"": 0.364, ""pos_y"": 1.297}","Hover throttle found: PWM=1518, thr=0.518, z=0.069 m.",251.1,1,1,claude,clear_room,door_open
5,2,enable_altitude_hold,{},"{""alt_m"": 0.07, ""roll_deg"": -0.06, ""pitch_deg"": -0.02, ""yaw_deg"": 359.72, ""bat_pct"": 98.8, ""armed"": true, ""althold"": false, ""pos_x"": 0.364, ""pos_y"": 1.297}","{""alt_m"": 0.07, ""roll_deg"": -0.06, ""pitch_deg"": -0.02, ""yaw_deg"": 359.72, ""bat_pct"": 98.8, ""armed"": true, ""althold"": true, ""pos_x"": 0.364, ""pos_y"": 1.297}","Altitude hold enabled at 0.069 m, hover_thr=0.518.",0.0,1,1,claude,clear_room,door_open
5,3,set_altitude_target,"{""meters"": 1.0}","{""alt_m"": 0.07, ""roll_deg"": -0.06, ""pitch_deg"": -0.02, ""yaw_deg"": 359.72, ""bat_pct"": 98.8, ""armed"": true, ""althold"": true, ""pos_x"": 0.364, ""pos_y"": 1.297}","{""alt_m"": 0.07, ""roll_deg"": -0.06, ""pitch_deg"": -0.02, ""yaw_deg"": 359.72, ""bat_pct"": 98.8, ""armed"": true, ""althold"": true, ""pos_x"": 0.364, ""pos_y"": 1.297}",Altitude target set to 1.00 m.,0.0,1,1,claude,clear_room,door_open
5,4,wait,"{""seconds"": 4.0}","{""alt_m"": 0.07, ""roll_deg"": -0.06, ""pitch_deg"": -0.02, ""yaw_deg"": 359.72, ""bat_pct"": 98.8, ""armed"": true, ""althold"": true, ""pos_x"": 0.364, ""pos_y"": 1.297}","{""alt_m"": 0.794, ""roll_deg"": 0.03, ""pitch_deg"": 0.05, ""yaw_deg"": 359.76, ""bat_pct"": 98.1, ""armed"": true, ""althold"": true, ""pos_x"": 0.294, ""pos_y"": 1.237}",Waited 4.0 s. Current EKF altitude: 0.794 m.,185.7,1,1,claude,clear_room,door_open
5,5,wait,"{""seconds"": 2.0}","{""alt_m"": 0.794, ""roll_deg"": 0.03, ""pitch_deg"": 0.05, ""yaw_deg"": 359.76, ""bat_pct"": 98.1, ""armed"": true, ""althold"": true, ""pos_x"": 0.294, ""pos_y"": 1.237}","{""alt_m"": 1.005, ""roll_deg"": 0.03, ""pitch_deg"": -0.0, ""yaw_deg"": 359.65, ""bat_pct"": 97.8, ""armed"": true, ""althold"": true, ""pos_x"": 0.146, ""pos_y"": 0.843}",Waited 2.0 s. Current EKF altitude: 1.005 m.,108.2,1,1,claude,clear_room,door_open
5,6,set_home_position,{},"{""alt_m"": 1.005, ""roll_deg"": 0.03, ""pitch_deg"": -0.0, ""yaw_deg"": 359.65, ""bat_pct"": 97.8, ""armed"": true, ""althold"": true, ""pos_x"": 0.146, ""pos_y"": 0.843}","{""alt_m"": 1.005, ""roll_deg"": 0.03, ""pitch_deg"": -0.0, ""yaw_deg"": 359.65, ""bat_pct"": 97.8, ""armed"": true, ""althold"": true, ""pos_x"": 0.146, ""pos_y"": 0.843}","Home set at x=0.146, y=0.843, z=1.005 m.",0.0,1,1,claude,clear_room,door_open
5,7,navigate_to_waypoint,"{""x_m"": 0.0, ""y_m"": 0.0, ""z_m"": 1.0}","{""alt_m"": 1.005, ""roll_deg"": 0.03, ""pitch_deg"": -0.0, ""yaw_deg"": 359.65, ""bat_pct"": 97.8, ""armed"": true, ""althold"": true, ""pos_x"": 0.146, ""pos_y"": 0.843}","{""alt_m"": 1.003, ""roll_deg"": -1.86, ""pitch_deg"": 0.32, ""yaw_deg"": 359.84, ""bat_pct"": 96.9, ""armed"": true, ""althold"": true, ""pos_x"": -0.001, ""pos_y"": 0.038}","Navigated to (0.00,0.00,1.00). Arrived at (-0.001,0.038,1.003). XY error=3.8cm.",220.1,1,1,claude,clear_room,door_open
5,8,navigate_to_waypoint,"{""x_m"": 0.5, ""y_m"": -0.5, ""z_m"": 1.0}","{""alt_m"": 1.003, ""roll_deg"": -1.86, ""pitch_deg"": 0.32, ""yaw_deg"": 359.84, ""bat_pct"": 96.9, ""armed"": true, ""althold"": true, ""pos_x"": -0.001, ""pos_y"": 0.038}","{""alt_m"": 1.002, ""roll_deg"": -2.12, ""pitch_deg"": -1.22, ""yaw_deg"": 0.2, ""bat_pct"": 96.1, ""armed"": true, ""althold"": true, ""pos_x"": 0.422, ""pos_y"": -0.482}","Navigated to (0.50,-0.50,1.00). Arrived at (0.422,-0.482,1.002). XY error=8.0cm.",205.0,1,1,claude,clear_room,door_open
5,9,navigate_to_waypoint,"{""x_m"": 0.5, ""y_m"": 0.5, ""z_m"": 1.0}","{""alt_m"": 1.002, ""roll_deg"": -2.12, ""pitch_deg"": -1.22, ""yaw_deg"": 0.2, ""bat_pct"": 96.1, ""armed"": true, ""althold"": true, ""pos_x"": 0.422, ""pos_y"": -0.482}","{""alt_m"": 1.008, ""roll_deg"": 1.92, ""pitch_deg"": -0.44, ""yaw_deg"": 0.43, ""bat_pct"": 95.3, ""armed"": true, ""althold"": true, ""pos_x"": 0.506, ""pos_y"": 0.432}","Navigated to (0.50,0.50,1.00). Arrived at (0.506,0.432,1.008). XY error=6.8cm.",223.3,1,1,claude,clear_room,door_open
1,0,arm,{},"{""alt_m"": 0.0, ""roll_deg"": 0.0, ""pitch_deg"": 0.0, ""yaw_deg"": 0.0, ""bat_pct"": 100.0, ""armed"": false, ""althold"": false, ""pos_x"": 0.0, ""pos_y"": 0.0}","{""alt_m"": -1.223, ""roll_deg"": 0.15, ""pitch_deg"": 0.14, ""yaw_deg"": 0.03, ""bat_pct"": 100.0, ""armed"": true, ""althold"": false, ""pos_x"": -0.0, ""pos_y"": 0.0}","Armed. ch5=1000, motors spinning at idle.",23.3,1,1,claude,alert_room,person_near
1,1,find_hover_throttle,{},"{""alt_m"": -1.223, ""roll_deg"": 0.15, ""pitch_deg"": 0.14, ""yaw_deg"": 0.03, ""bat_pct"": 100.0, ""armed"": true, ""althold"": false, ""pos_x"": -0.0, ""pos_y"": 0.0}","{""alt_m"": 0.065, ""roll_deg"": -0.01, ""pitch_deg"": 0.05, ""yaw_deg"": 0.28, ""bat_pct"": 98.8, ""armed"": true, ""althold"": false, ""pos_x"": -0.266, ""pos_y"": -1.168}","Hover throttle found: PWM=1518, thr=0.518, z=0.069 m.",263.4,1,1,claude,alert_room,person_near
