orchestrator,global_run,scenario,scene_label,turn,latency_s,input_tokens,output_tokens,cost_usd,text
gpt4o_mini,1,clear_room,door_open,31,2.05,15193,142,0.002364,"### Final Room Safety Report

- **Overall Room Status:** CLEAR
- **Findings from Each Waypoint:**
  1. **Waypoint (0, 0):** No person detected; risk is safe.
  2. **Waypoint (1, 0):** No person detected; risk is safe.
  3. **Waypoint (1, 1):** No person detected; risk is safe.
  4. **Waypoint (0, 1):** No person detected; risk is safe.

- **Recommended Actions for Human Operator:**
  - Continue regular monitoring of the area.
  - No immediate actions required as the room is clear of emergencies."
gpt4o_mini,2,clear_room,door_open,1,4.179,12871,216,0.00206,
gpt4o_mini,2,clear_room,door_open,2,1.333,13104,10,0.001972,
gpt4o_mini,2,clear_room,door_open,3,1.204,13134,14,0.001978,
gpt4o_mini,2,clear_room,door_open,4,1.228,13181,13,0.001985,
gpt4o_mini,2,clear_room,door_open,5,1.92,13225,13,0.001992,
gpt4o_mini,2,clear_room,door_open,6,1.203,13264,19,0.002001,
gpt4o_mini,2,clear_room,door_open,7,2.56,13302,29,0.002013,
gpt4o_mini,2,clear_room,door_open,8,1.229,13366,14,0.002013,
gpt4o_mini,2,clear_room,door_open,9,2.341,13405,29,0.002028,
gpt4o_mini,2,clear_room,door_open,10,3.174,13469,14,0.002029,
gpt4o_mini,2,clear_room,door_open,11,1.226,13508,29,0.002044,
gpt4o_mini,2,clear_room,door_open,12,2.259,13572,14,0.002044,
gpt4o_mini,2,clear_room,door_open,13,1.161,13611,29,0.002059,
gpt4o_mini,2,clear_room,door_open,14,1.207,13675,28,0.002068,
gpt4o_mini,2,clear_room,door_open,15,1.19,13752,14,0.002071,
gpt4o_mini,2,clear_room,door_open,16,1.228,13799,17,0.00208,
gpt4o_mini,2,clear_room,door_open,17,2.121,13886,12,0.00209,
gpt4o_mini,2,clear_room,door_open,18,1.51,14035,28,0.002122,
gpt4o_mini,2,clear_room,door_open,19,2.139,14112,14,0.002125,
gpt4o_mini,2,clear_room,door_open,20,1.252,14159,17,0.002134,
gpt4o_mini,2,clear_room,door_open,21,1.262,14246,12,0.002144,
gpt4o_mini,2,clear_room,door_open,22,1.229,14395,28,0.002176,
gpt4o_mini,2,clear_room,door_open,23,1.316,14472,14,0.002179,
gpt4o_mini,2,clear_room,door_open,24,2.559,14519,17,0.002188,
gpt4o_mini,2,clear_room,door_open,25,2.213,14606,12,0.002198,
gpt4o_mini,2,clear_room,door_open,26,2.56,14755,28,0.00223,
gpt4o_mini,2,clear_room,door_open,27,2.336,14832,14,0.002233,
gpt4o_mini,2,clear_room,door_open,28,2.254,14879,17,0.002242,
gpt4o_mini,2,clear_room,door_open,29,2.106,14966,12,0.002252,
gpt4o_mini,2,clear_room,door_open,30,2.15,15115,10,0.002273,
gpt4o_mini,2,clear_room,door_open,31,2.371,15177,199,0.002396,"### Final Room Safety Report

- **Overall Room Status:** CLEAR
- **Findings from Each Waypoint:**
  1. **Waypoint (0, 0, 1):** 
     - Description: No persons detected; room appears safe.
     - Risk: Safe
  2. **Waypoint (1, 0, 1):** 
     - Description: No persons detected; room appears safe.
     - Risk: Safe
  3. **Waypoint (1, 1, 1):** 
     - Description: No persons detected; room appears safe.
     - Risk: Safe
  4. **Waypoint (0, 1, 1):** 
     - Description: No persons detected; room appears safe.
     - Risk: Safe

- **Recommended Actions for Human Operator:** 
  - Continue regular monitoring; no immediate actions required. 

The surveillance mission has been completed successfully with no emergencies detected."
gpt4o_mini,3,clear_room,door_open,1,2.932,12871,216,0.00206,
gpt4o_mini,3,clear_room,door_open,2,1.068,13104,10,0.001972,
gpt4o_mini,3,clear_room,door_open,3,1.988,13134,14,0.001978,
gpt4o_mini,3,clear_room,door_open,4,1.023,13181,13,0.001985,
gpt4o_mini,3,clear_room,door_open,5,2.098,13225,13,0.001992,
gpt4o_mini,3,clear_room,door_open,6,1.23,13264,19,0.002001,
gpt4o_mini,3,clear_room,door_open,7,2.354,13302,29,0.002013,
gpt4o_mini,3,clear_room,door_open,8,2.151,13366,14,0.002013,
gpt4o_mini,3,clear_room,door_open,9,2.147,13405,29,0.002028,
gpt4o_mini,3,clear_room,door_open,10,2.353,13469,14,0.002029,
gpt4o_mini,3,clear_room,door_open,11,1.951,13508,29,0.002044,
gpt4o_mini,3,clear_room,door_open,12,2.15,13572,14,0.002044,
gpt4o_mini,3,clear_room,door_open,13,1.223,13611,29,0.002059,
gpt4o_mini,3,clear_room,door_open,14,1.431,13675,28,0.002068,
gpt4o_mini,3,clear_room,door_open,15,1.083,13752,14,0.002071,
gpt4o_mini,3,clear_room,door_open,16,1.945,13799,17,0.00208,
gpt4o_mini,3,clear_room,door_open,17,1.288,13886,12,0.00209,
gpt4o_mini,3,clear_room,door_open,18,2.152,14035,28,0.002122,
gpt4o_mini,3,clear_room,door_open,19,1.22,14112,14,0.002125,
gpt4o_mini,3,clear_room,door_open,20,1.231,14159,17,0.002134,
gpt4o_mini,3,clear_room,door_open,21,1.055,14246,12,0.002144,
gpt4o_mini,3,clear_room,door_open,22,2.367,14395,28,0.002176,
gpt4o_mini,3,clear_room,door_open,23,1.117,14472,14,0.002179,
gpt4o_mini,3,clear_room,door_open,24,2.994,14519,17,0.002188,
gpt4o_mini,3,clear_room,door_open,25,2.505,14606,12,0.002198,
gpt4o_mini,3,clear_room,door_open,26,1.331,14755,29,0.002231,
gpt4o_mini,3,clear_room,door_open,27,2.447,14833,14,0.002233,
gpt4o_mini,3,clear_room,door_open,28,1.578,14880,17,0.002242,
gpt4o_mini,3,clear_room,door_open,29,1.095,14967,12,0.002252,
gpt4o_mini,3,clear_room,door_open,30,1.165,15116,10,0.002273,
gpt4o_mini,3,clear_room,door_open,31,1.948,15178,142,0.002362,"### Final Room Safety Report

- **Overall Room Status:** CLEAR
- **Findings from Each Waypoint:**
  1. **Waypoint (0, 0, 1):** No person detected; risk is safe.
  2. **Waypoint (1, 0, 1):** No person detected; risk is safe.
  3. **Waypoint (0, 1, 1):** No person detected; risk is safe.
  4. **Waypoint (-1, 0, 1):** No person detected; risk is safe.

- **Recommended Actions for Human Operator:**
  - Continue regular monitoring; no immediate action required."
gpt4o_mini,4,clear_room,door_open,1,3.16,12871,216,0.00206,
gpt4o_mini,4,clear_room,door_open,2,1.331,13104,10,0.001972,
gpt4o_mini,4,clear_room,door_open,3,1.096,13134,14,0.001978,
gpt4o_mini,4,clear_room,door_open,4,2.148,13181,13,0.001985,
gpt4o_mini,4,clear_room,door_open,5,2.01,13225,13,0.001992,
gpt4o_mini,4,clear_room,door_open,6,1.229,13264,19,0.002001,
gpt4o_mini,4,clear_room,door_open,7,1.33,13302,29,0.002013,
gpt4o_mini,4,clear_room,door_open,8,1.126,13366,14,0.002013,
gpt4o_mini,4,clear_room,door_open,9,2.157,13405,29,0.002028,
gpt4o_mini,4,clear_room,door_open,10,2.15,13469,14,0.002029,
gpt4o_mini,4,clear_room,door_open,11,2.244,13508,29,0.002044,
gpt4o_mini,4,clear_room,door_open,12,2.048,13572,14,0.002044,
gpt4o_mini,4,clear_room,door_open,13,2.345,13611,29,0.002059,
gpt4o_mini,4,clear_room,door_open,14,1.231,13675,28,0.002068,
gpt4o_mini,4,clear_room,door_open,15,1.018,13752,14,0.002071,
gpt4o_mini,4,clear_room,door_open,16,1.231,13799,17,0.00208,
gpt4o_mini,4,clear_room,door_open,17,1.196,13886,12,0.00209,
gpt4o_mini,4,clear_room,door_open,18,1.381,14035,28,0.002122,
gpt4o_mini,4,clear_room,door_open,19,1.256,14112,14,0.002125,
gpt4o_mini,4,clear_room,door_open,20,2.151,14159,17,0.002134,
gpt4o_mini,4,clear_room,door_open,21,1.076,14246,12,0.002144,
gpt4o_mini,4,clear_room,door_open,22,2.114,14395,28,0.002176,
gpt4o_mini,4,clear_room,door_open,23,1.353,14472,14,0.002179,
gpt4o_mini,4,clear_room,door_open,24,2.358,14519,17,0.002188,
gpt4o_mini,4,clear_room,door_open,25,2.319,14606,12,0.002198,
gpt4o_mini,4,clear_room,door_open,26,1.124,14755,28,0.00223,
gpt4o_mini,4,clear_room,door_open,27,1.428,14832,14,0.002233,
gpt4o_mini,4,clear_room,door_open,28,1.23,14879,17,0.002242,
gpt4o_mini,4,clear_room,door_open,29,2.318,14966,12,0.002252,
gpt4o_mini,4,clear_room,door_open,30,2.151,15115,10,0.002273,
gpt4o_mini,4,clear_room,door_open,31,3.175,15177,179,0.002384,"### Final Room Safety Report

- **Overall Room Status:** CLEAR
- **Findings from Each Waypoint:**
  1. **Waypoint (0, 0, 1):** 
     - **Description:** No persons detected; room appears safe.
  2. **Waypoint (1, 0, 1):** 
     - **Description:** No persons detected; room appears safe.
  3. **Waypoint (1, 1, 1):** 
     - **Description:** No persons detected; room appears safe.
  4. **Waypoint (0, 1, 1):** 
     - **Description:** No persons detected; room appears safe.

- **Recommended Actions for Human Operator:** 
  - Continue regular monitoring; no immediate action required. 

The surveillance mission has been completed successfully with no emergencies detected."
gpt4o_mini,5,clear_room,door_open,1,4.285,12871,224,0.002065,
gpt4o_mini,5,clear_room,door_open,2,1.847,13112,10,0.001973,
gpt4o_mini,5,clear_room,door_open,3,2.736,13142,14,0.00198,
gpt4o_mini,5,clear_room,door_open,4,3.174,13189,13,0.001986,
gpt4o_mini,5,clear_room,door_open,5,1.889,13233,13,0.001993,
gpt4o_mini,5,clear_room,door_open,6,2.969,13272,19,0.002002,
gpt4o_mini,5,clear_room,door_open,7,3.276,13310,29,0.002014,
gpt4o_mini,5,clear_room,door_open,8,3.277,13374,14,0.002014,
gpt4o_mini,5,clear_room,door_open,9,3.993,13413,29,0.002029,
gpt4o_mini,5,clear_room,door_open,10,2.353,13477,14,0.00203,
gpt4o_mini,5,clear_room,door_open,11,2.466,13516,29,0.002045,
gpt4o_mini,5,clear_room,door_open,12,2.868,13580,14,0.002045,
gpt4o_mini,5,clear_room,door_open,13,3.473,13619,29,0.00206,
gpt4o_mini,5,clear_room,door_open,14,3.58,13683,30,0.00207,
gpt4o_mini,5,clear_room,door_open,15,2.139,13762,14,0.002073,
gpt4o_mini,5,clear_room,door_open,16,1.947,13809,17,0.002082,
gpt4o_mini,5,clear_room,door_open,17,1.918,13896,12,0.002092,
gpt4o_mini,5,clear_room,door_open,18,3.481,14045,30,0.002125,
gpt4o_mini,5,clear_room,door_open,19,2.029,14124,14,0.002127,
gpt4o_mini,5,clear_room,door_open,20,1.844,14171,17,0.002136,
gpt4o_mini,5,clear_room,door_open,21,3.246,14258,12,0.002146,
gpt4o_mini,5,clear_room,door_open,22,3.384,14407,30,0.002179,
gpt4o_mini,5,clear_room,door_open,23,1.936,14486,14,0.002181,
gpt4o_mini,5,clear_room,door_open,24,2.561,14533,17,0.00219,
gpt4o_mini,5,clear_room,door_open,25,5.404,14620,12,0.0022,
gpt4o_mini,5,clear_room,door_open,26,2.035,14769,30,0.002233,
gpt4o_mini,5,clear_room,door_open,27,2.557,14848,14,0.002236,
gpt4o_mini,5,clear_room,door_open,28,4.299,14895,17,0.002244,
gpt4o_mini,5,clear_room,door_open,29,1.769,14982,12,0.002254,
gpt4o_mini,5,clear_room,door_open,30,2.489,15131,10,0.002276,
gpt4o_mini,5,clear_room,door_open,31,3.479,15193,187,0.002391,"### Final Room Safety Report

- **Overall Room Status:** CLEAR
- **Findings from Each Waypoint:**
  1. **Waypoint (0, 0):** 
     - Description: No persons detected; room appears safe.
     - Risk: SAFE
  2. **Waypoint (1, 0):** 
     - Description: No persons detected; room appears safe.
     - Risk: SAFE
  3. **Waypoint (1, 1):** 
     - Description: No persons detected; room appears safe.
     - Risk: SAFE
  4. **Waypoint (0, 1):** 
     - Description: No persons detected; room appears safe.
     - Risk: SAFE

- **Recommended Actions for Human Operator:** 
  - Continue regular monitoring; no immediate actions required. 

The surveillance mission has been successfully completed with no emergencies detected."
gpt4o_mini,6,alert_room,person_near,1,3.327,12871,224,0.002065,
gpt4o_mini,6,alert_room,person_near,2,2.35,21760,17,0.003274,
gpt4o_mini,6,alert_room,person_near,3,2.437,30510,10,0.004582,
gpt4o_mini,6,alert_room,person_near,4,3.072,39187,14,0.005886,
gpt4o_mini,6,alert_room,person_near,5,1.74,47882,17,0.007193,
gpt4o_mini,6,alert_room,person_near,6,2.043,56632,10,0.008501,
gpt4o_mini,6,alert_room,person_near,7,1.925,65309,14,0.009805,
gpt4o_mini,6,alert_room,person_near,8,2.202,74004,17,0.011111,
gpt4o_mini,6,alert_room,person_near,9,2.561,82754,10,0.012419,
gpt4o_mini,6,alert_room,person_near,10,3.481,91431,14,0.013723,
gpt4o_mini,6,alert_room,person_near,11,2.251,100126,17,0.015029,
gpt4o_mini,6,alert_room,person_near,12,3.861,108876,10,0.016337,
gpt4o_mini,6,alert_room,person_near,13,3.381,117568,28,0.017652,
gpt4o_mini,6,alert_room,person_near,14,2.457,126293,14,0.018952,
gpt4o_mini,6,alert_room,person_near,15,3.482,134988,17,0.020258,
gpt4o_mini,6,alert_room,person_near,16,2.004,143738,10,0.021567,
gpt4o_mini,6,alert_room,person_near,17,3.354,152430,28,0.022881,
gpt4o_mini,6,alert_room,person_near,18,15.697,161155,14,0.024182,
gpt4o_mini,6,alert_room,person_near,19,7.337,169850,17,0.025488,
gpt4o_mini,6,alert_room,person_near,20,4.171,178600,10,0.026796,
gpt4o_mini,6,alert_room,person_near,21,2.559,187292,29,0.028111,
gpt4o_mini,6,alert_room,person_near,22,2.661,196018,14,0.029411,
gpt4o_mini,6,alert_room,person_near,23,3.709,204713,17,0.030717,
gpt4o_mini,6,alert_room,person_near,24,3.322,213463,10,0.032025,
gpt4o_mini,6,alert_room,person_near,25,6.451,222155,29,0.033341,
gpt4o_mini,6,alert_room,person_near,26,4.504,230881,14,0.034641,
gpt4o_mini,6,alert_room,person_near,27,4.915,239576,17,0.035947,
gpt4o_mini,6,alert_room,person_near,28,5.501,248326,10,0.037255,
gpt4o_mini,6,alert_room,person_near,29,6.451,257018,28,0.038569,
gpt4o_mini,6,alert_room,person_near,30,5.627,265743,14,0.03987,
gpt4o_mini,6,alert_room,person_near,31,17.921,274438,17,0.041176,
gpt4o_mini,6,alert_room,person_near,32,4.994,283188,10,0.042484,
gpt4o_mini,6,alert_room,person_near,33,5.324,291880,29,0.043799,
gpt4o_mini,6,alert_room,person_near,34,6.85,300606,14,0.045099,
gpt4o_mini,6,alert_room,person_near,35,7.314,309301,17,0.046405,
gpt4o_mini,6,alert_room,person_near,36,5.541,318051,10,0.047714,
gpt4o_mini,6,alert_room,person_near,37,6.963,326743,29,0.049029,
gpt4o_mini,6,alert_room,person_near,38,6.202,335469,14,0.050329,
gpt4o_mini,6,alert_room,person_near,39,6.689,344164,17,0.051635,
gpt4o_mini,6,alert_room,person_near,40,662.016,352914,10,0.052943,
gpt4o_mini,6,alert_room,person_near,41,5.941,361606,30,0.054259,
gpt4o_mini,6,alert_room,person_near,42,6.555,370333,14,0.055558,
gpt4o_mini,6,alert_room,person_near,43,6.733,379028,17,0.056864,
gpt4o_mini,6,alert_room,person_near,44,6.72,387778,10,0.058173,
gpt4o_mini,6,alert_room,person_near,45,6.76,396470,28,0.059487,
gpt4o_mini,6,alert_room,person_near,46,5.332,405195,14,0.060788,
gpt4o_mini,6,alert_room,person_near,47,6.245,413890,17,0.062094,
gpt4o_mini,6,alert_room,person_near,48,7.148,422640,10,0.063402,
gpt4o_mini,6,alert_room,person_near,49,7.148,431332,28,0.064717,
gpt4o_mini,6,alert_room,person_near,50,6.261,440057,14,0.066017,
gpt4o_mini,7,alert_room,person_near,1,4.08,12871,224,0.002065,
gpt4o_mini,7,alert_room,person_near,2,2.253,21760,17,0.003274,
gpt4o_mini,7,alert_room,person_near,3,2.352,30510,10,0.004582,
gpt4o_mini,7,alert_room,person_near,4,1.318,39187,14,0.005886,
gpt4o_mini,7,alert_room,person_near,5,1.42,47882,17,0.007193,
gpt4o_mini,7,alert_room,person_near,6,3.133,56632,10,0.008501,
gpt4o_mini,7,alert_room,person_near,7,2.867,65309,14,0.009805,
gpt4o_mini,7,alert_room,person_near,8,1.534,74004,17,0.011111,
gpt4o_mini,7,alert_room,person_near,9,2.856,82754,10,0.012419,
gpt4o_mini,7,alert_room,person_near,10,3.164,91431,14,0.013723,
gpt4o_mini,7,alert_room,person_near,11,3.48,100126,17,0.015029,
gpt4o_mini,7,alert_room,person_near,12,3.245,108876,10,0.016337,
gpt4o_mini,7,alert_room,person_near,13,3.787,117568,28,0.017652,
gpt4o_mini,7,alert_room,person_near,14,3.299,126293,14,0.018952,
gpt4o_mini,7,alert_room,person_near,15,2.251,134988,17,0.020258,
gpt4o_mini,7,alert_room,person_near,16,3.345,143738,10,0.021567,
gpt4o_mini,7,alert_room,person_near,17,4.405,152430,28,0.022881,
gpt4o_mini,7,alert_room,person_near,18,3.886,161155,14,0.024182,
gpt4o_mini,7,alert_room,person_near,19,3.788,169850,17,0.025488,
gpt4o_mini,7,alert_room,person_near,20,3.972,178600,10,0.026796,
gpt4o_mini,7,alert_room,person_near,21,4.299,187292,28,0.028111,
gpt4o_mini,7,alert_room,person_near,22,3.804,196017,14,0.029411,
gpt4o_mini,7,alert_room,person_near,23,4.595,204712,17,0.030717,
gpt4o_mini,7,alert_room,person_near,24,5.499,213462,10,0.032025,
gpt4o_mini,7,alert_room,person_near,25,4.403,222154,28,0.03334,
gpt4o_mini,7,alert_room,person_near,26,5.65,230879,14,0.03464,
gpt4o_mini,7,alert_room,person_near,27,4.505,239574,17,0.035946,
gpt4o_mini,7,alert_room,person_near,28,5.08,248324,10,0.037255,
gpt4o_mini,7,alert_room,person_near,29,5.734,257016,30,0.03857,
gpt4o_mini,7,alert_room,person_near,30,10.048,265743,14,0.03987,
gpt4o_mini,7,alert_room,person_near,31,5.395,274438,17,0.041176,
gpt4o_mini,7,alert_room,person_near,32,4.773,283188,10,0.042484,
gpt4o_mini,7,alert_room,person_near,33,5.121,291880,30,0.0438,
gpt4o_mini,7,alert_room,person_near,34,5.039,300607,14,0.045099,
gpt4o_mini,7,alert_room,person_near,35,5.017,309302,17,0.046406,
gpt4o_mini,7,alert_room,person_near,36,5.692,318052,10,0.047714,
gpt4o_mini,7,alert_room,person_near,37,7.01,326744,30,0.04903,
gpt4o_mini,7,alert_room,person_near,38,6.728,335471,14,0.050329,
gpt4o_mini,7,alert_room,person_near,39,4.487,344166,17,0.051635,
gpt4o_mini,7,alert_room,person_near,40,4.803,352916,10,0.052943,
gpt4o_mini,7,alert_room,person_near,41,6.439,361608,30,0.054259,
gpt4o_mini,7,alert_room,person_near,42,6.897,370335,14,0.055559,
gpt4o_mini,7,alert_room,person_near,43,6.853,379030,17,0.056865,
gpt4o_mini,7,alert_room,person_near,44,8.164,387780,10,0.058173,
gpt4o_mini,7,alert_room,person_near,45,7.99,396472,30,0.059489,
gpt4o_mini,7,alert_room,person_near,46,7.281,405199,14,0.060788,
gpt4o_mini,7,alert_room,person_near,47,6.88,413894,17,0.062094,
gpt4o_mini,7,alert_room,person_near,48,6.996,422644,10,0.063403,
gpt4o_mini,7,alert_room,person_near,49,7.065,431336,30,0.064718,
gpt4o_mini,7,alert_room,person_near,50,6.975,440063,14,0.066018,
gpt4o_mini,8,alert_room,person_near,1,4.486,12871,224,0.002065,
gpt4o_mini,8,alert_room,person_near,2,2.15,21760,17,0.003274,
gpt4o_mini,8,alert_room,person_near,3,2.107,30510,10,0.004582,
gpt4o_mini,8,alert_room,person_near,4,2.255,39187,14,0.005886,
gpt4o_mini,8,alert_room,person_near,5,2.56,47882,17,0.007193,
gpt4o_mini,8,alert_room,person_near,6,2.623,56632,10,0.008501,
gpt4o_mini,8,alert_room,person_near,7,2.87,65309,14,0.009805,
gpt4o_mini,8,alert_room,person_near,8,2.762,74004,17,0.011111,
gpt4o_mini,8,alert_room,person_near,9,2.828,82754,10,0.012419,
gpt4o_mini,8,alert_room,person_near,10,3.277,91431,14,0.013723,
gpt4o_mini,8,alert_room,person_near,11,4.302,100126,17,0.015029,
gpt4o_mini,8,alert_room,person_near,12,3.341,108876,10,0.016337,
gpt4o_mini,8,alert_room,person_near,13,3.174,117568,28,0.017652,
gpt4o_mini,8,alert_room,person_near,14,3.48,126293,14,0.018952,
gpt4o_mini,8,alert_room,person_near,15,3.481,134988,17,0.020258,
gpt4o_mini,8,alert_room,person_near,16,2.273,143738,10,0.021567,
gpt4o_mini,8,alert_room,person_near,17,2.516,152430,28,0.022881,
gpt4o_mini,8,alert_room,person_near,18,3.693,161155,14,0.024182,
gpt4o_mini,8,alert_room,person_near,19,3.38,169850,17,0.025488,
gpt4o_mini,8,alert_room,person_near,20,3.691,178600,10,0.026796,
gpt4o_mini,8,alert_room,person_near,21,4.573,187292,29,0.028111,
gpt4o_mini,8,alert_room,person_near,22,4.212,196018,14,0.029411,
gpt4o_mini,8,alert_room,person_near,23,5.222,204713,17,0.030717,
gpt4o_mini,8,alert_room,person_near,24,4.257,213463,10,0.032025,
gpt4o_mini,8,alert_room,person_near,25,5.732,222155,29,0.033341,
gpt4o_mini,8,alert_room,person_near,26,4.71,230881,14,0.034641,
gpt4o_mini,8,alert_room,person_near,27,4.674,239576,17,0.035947,
gpt4o_mini,8,alert_room,person_near,28,4.51,248326,10,0.037255,
gpt4o_mini,8,alert_room,person_near,29,5.835,257018,28,0.038569,
gpt4o_mini,8,alert_room,person_near,30,5.128,265743,14,0.03987,
gpt4o_mini,8,alert_room,person_near,31,5.019,274438,17,0.041176,
gpt4o_mini,8,alert_room,person_near,32,5.598,283188,10,0.042484,
gpt4o_mini,8,alert_room,person_near,33,5.222,291880,30,0.0438,
gpt4o_mini,8,alert_room,person_near,34,5.325,300607,14,0.045099,
gpt4o_mini,8,alert_room,person_near,35,5.325,309302,17,0.046406,
gpt4o_mini,8,alert_room,person_near,36,5.187,318052,10,0.047714,
gpt4o_mini,8,alert_room,person_near,37,5.223,326744,28,0.049028,
gpt4o_mini,8,alert_room,person_near,38,5.959,335469,14,0.050329,
gpt4o_mini,8,alert_room,person_near,39,5.937,344164,17,0.051635,
gpt4o_mini,8,alert_room,person_near,40,6.328,352914,10,0.052943,
gpt4o_mini,8,alert_room,person_near,41,7.372,361606,28,0.054258,
gpt4o_mini,8,alert_room,person_near,42,6.254,370331,14,0.055558,
gpt4o_mini,8,alert_room,person_near,43,6.555,379026,17,0.056864,
gpt4o_mini,8,alert_room,person_near,44,6.506,387776,10,0.058172,
gpt4o_mini,8,alert_room,person_near,45,7.27,396468,28,0.059487,
gpt4o_mini,8,alert_room,person_near,46,6.352,405193,14,0.060787,
gpt4o_mini,8,alert_room,person_near,47,6.664,413888,17,0.062093,
gpt4o_mini,8,alert_room,person_near,48,7.211,422638,10,0.063402,
gpt4o_mini,8,alert_room,person_near,49,6.553,431330,29,0.064717,
gpt4o_mini,8,alert_room,person_near,50,7.052,440056,14,0.066017,
gpt4o_mini,9,alert_room,person_near,1,4.081,12871,224,0.002065,
gpt4o_mini,9,alert_room,person_near,2,2.254,21760,17,0.003274,
gpt4o_mini,9,alert_room,person_near,3,2.315,30510,10,0.004582,
gpt4o_mini,9,alert_room,person_near,4,2.253,39187,14,0.005886,
gpt4o_mini,9,alert_room,person_near,5,2.559,47882,17,0.007193,
gpt4o_mini,9,alert_room,person_near,6,2.103,56632,10,0.008501,
gpt4o_mini,9,alert_room,person_near,7,3.483,65309,14,0.009805,
gpt4o_mini,9,alert_room,person_near,8,1.636,74004,17,0.011111,
gpt4o_mini,9,alert_room,person_near,9,3.135,82754,10,0.012419,
gpt4o_mini,9,alert_room,person_near,10,3.276,91431,14,0.013723,
gpt4o_mini,9,alert_room,person_near,11,4.097,100126,17,0.015029,
gpt4o_mini,9,alert_room,person_near,12,3.753,108876,10,0.016337,
gpt4o_mini,9,alert_room,person_near,13,3.58,117568,28,0.017652,
gpt4o_mini,9,alert_room,person_near,14,3.503,126293,14,0.018952,
gpt4o_mini,9,alert_room,person_near,15,3.993,134988,17,0.020258,
gpt4o_mini,9,alert_room,person_near,16,3.139,143738,10,0.021567,
gpt4o_mini,9,alert_room,person_near,17,4.467,152430,28,0.022881,
gpt4o_mini,9,alert_room,person_near,18,2.708,161155,14,0.024182,
gpt4o_mini,9,alert_room,person_near,19,3.987,169850,17,0.025488,
gpt4o_mini,9,alert_room,person_near,20,54.757,178600,10,0.026796,
gpt4o_mini,9,alert_room,person_near,21,3.984,187292,29,0.028111,
gpt4o_mini,9,alert_room,person_near,22,2.553,196018,14,0.029411,
gpt4o_mini,9,alert_room,person_near,23,6.758,204713,17,0.030717,
gpt4o_mini,9,alert_room,person_near,24,4.756,213463,10,0.032025,
gpt4o_mini,9,alert_room,person_near,25,4.399,222155,29,0.033341,
gpt4o_mini,9,alert_room,person_near,26,2.876,230881,14,0.034641,
gpt4o_mini,9,alert_room,person_near,27,4.402,239576,17,0.035947,
gpt4o_mini,9,alert_room,person_near,28,3.354,248326,10,0.037255,
gpt4o_mini,9,alert_room,person_near,29,4.101,257018,28,0.038569,
gpt4o_mini,9,alert_room,person_near,30,3.189,265743,14,0.03987,
gpt4o_mini,9,alert_room,person_near,31,5.212,274438,17,0.041176,
gpt4o_mini,9,alert_room,person_near,32,7.433,283188,10,0.042484,
gpt4o_mini,9,alert_room,person_near,33,5.016,291880,30,0.0438,
gpt4o_mini,9,alert_room,person_near,34,7.905,300607,14,0.045099,
gpt4o_mini,9,alert_room,person_near,35,5.211,309302,17,0.046406,
