run,cmd_idx,command,cmd_type,z_before_m,z_after_m,increment_m,target_m,target_source,asked_clarify,correct,api_calls,tokens
4,5,ascend slowly to a safe height,abstract,2.398,2.403,0.005,2.4,text_inference,0,0,1,3256
4,6,I want it higher,indirect,2.403,2.399,-0.004,2.4,text_inference,0,0,1,3301
5,1,go to 2 metres,explicit,1.001,2.002,1.001,2.0,set_altitude_target,0,1,10,34549
5,2,climb to 2m,paraphrase,2.002,2.0,-0.002,2.0,set_altitude_target,0,1,10,34895
5,3,go higher,relative_no_num,2.0,2.404,0.404,2.4,set_altitude_target,0,1,9,31130
5,4,go up a bit,vague_relative,2.404,2.399,-0.005,2.5,text_inference,0,0,4,13737
5,5,ascend slowly to a safe height,abstract,2.399,2.399,0.0,2.5,text_inference,0,0,1,3271
5,6,I want it higher,indirect,2.399,2.401,0.002,2.5,text_inference,0,0,1,3302
6,1,go to 2 metres,explicit,0.998,2.0,1.002,2.0,set_altitude_target,0,1,10,34888
6,2,climb to 2m,paraphrase,2.0,2.002,0.002,2.0,set_altitude_target,0,1,9,31036
6,3,go higher,relative_no_num,2.002,2.402,0.4,2.4,set_altitude_target,0,1,9,31351
6,4,go up a bit,vague_relative,2.402,2.398,-0.004,2.4,set_altitude_target,0,0,4,13299
6,5,ascend slowly to a safe height,abstract,2.398,2.395,-0.003,2.4,set_altitude_target,0,0,6,20627
6,6,I want it higher,indirect,2.395,2.4,0.005,2.5,text_inference,0,0,1,3299
7,1,go to 2 metres,explicit,0.997,2.003,1.006,2.0,set_altitude_target,0,1,10,34741
7,2,climb to 2m,paraphrase,2.003,1.999,-0.004,2.0,set_altitude_target,0,1,10,34774
7,3,go higher,relative_no_num,1.999,2.403,0.404,2.4,set_altitude_target,0,1,9,31094
7,4,go up a bit,vague_relative,2.403,2.399,-0.004,2.4,text_inference,0,0,1,3214
7,5,ascend slowly to a safe height,abstract,2.399,2.401,0.002,2.4,set_altitude_target,0,0,4,13470
7,6,I want it higher,indirect,2.401,2.398,-0.003,2.4,text_inference,0,0,1,3285
8,1,go to 2 metres,explicit,1.002,2.002,1.0,2.0,set_altitude_target,0,1,10,34589
8,2,climb to 2m,paraphrase,2.002,2.005,0.003,2.0,set_altitude_target,0,1,10,34774
8,3,go higher,relative_no_num,2.005,2.401,0.396,2.4,set_altitude_target,0,1,9,31118
8,4,go up a bit,vague_relative,2.401,2.4,-0.001,2.4,set_altitude_target,0,0,2,6532
8,5,ascend slowly to a safe height,abstract,2.4,2.402,0.002,2.416,text_inference,0,0,1,3275
8,6,I want it higher,indirect,2.402,2.399,-0.003,2.4,set_altitude_target,0,0,9,32403
9,1,go to 2 metres,explicit,1.002,2.009,1.007,2.0,set_altitude_target,0,1,10,35082
9,2,climb to 2m,paraphrase,2.009,2.004,-0.005,2.0,set_altitude_target,0,1,10,34957
9,3,go higher,relative_no_num,2.004,2.401,0.397,2.4,set_altitude_target,0,1,8,27427
9,4,go up a bit,vague_relative,2.401,2.397,-0.004,2.4,set_altitude_target,0,0,4,13288
9,5,ascend slowly to a safe height,abstract,2.397,2.399,0.002,2.4,set_altitude_target,0,0,8,27900
9,6,I want it higher,indirect,2.399,2.398,-0.001,2.4,text_inference,0,0,1,3274
10,1,go to 2 metres,explicit,0.998,2.005,1.007,2.0,set_altitude_target,0,1,10,34908
10,2,climb to 2m,paraphrase,2.005,1.996,-0.009,2.0,set_altitude_target,0,1,9,30842
10,3,go higher,relative_no_num,1.996,2.403,0.407,2.4,set_altitude_target,0,1,8,27702
10,4,go up a bit,vague_relative,2.403,2.4,-0.003,2.4,set_altitude_target,0,0,4,13405
10,5,ascend slowly to a safe height,abstract,2.4,2.4,0.0,2.4,set_altitude_target,0,0,8,28033
10,6,I want it higher,indirect,2.4,2.4,0.0,2.4,text_inference,0,0,1,3284
11,1,go to 2 metres,explicit,1.004,2.003,0.999,2.0,set_altitude_target,0,1,10,34864
11,2,climb to 2m,paraphrase,2.003,2.001,-0.002,2.0,set_altitude_target,0,1,10,34824
11,3,go higher,relative_no_num,2.001,2.4,0.399,2.4,set_altitude_target,0,1,8,27436
11,4,go up a bit,vague_relative,2.4,2.398,-0.002,2.4,set_altitude_target,0,0,4,13372
11,5,ascend slowly to a safe height,abstract,2.398,2.404,0.006,2.4,text_inference,0,0,1,3264
11,6,I want it higher,indirect,2.404,2.399,-0.005,2.4,text_inference,0,0,1,3315
12,1,go to 2 metres,explicit,1.0,2.002,1.002,2.0,set_altitude_target,0,1,10,34645
12,2,climb to 2m,paraphrase,2.002,1.997,-0.005,2.0,set_altitude_target,0,1,9,30862
12,3,go higher,relative_no_num,1.997,2.407,0.41,2.4,set_altitude_target,0,1,9,31405
12,4,go up a bit,vague_relative,2.407,2.4,-0.007,2.4,set_altitude_target,0,0,8,27833
12,5,ascend slowly to a safe height,abstract,2.4,2.402,0.002,2.4,set_altitude_target,0,0,9,31901
12,6,I want it higher,indirect,2.402,2.397,-0.005,2.4,text_inference,0,0,1,3299
13,1,go to 2 metres,explicit,1.003,2.001,0.998,2.0,set_altitude_target,0,1,10,34882
13,2,climb to 2m,paraphrase,2.001,2.001,0.0,2.0,set_altitude_target,0,1,9,30888
13,3,go higher,relative_no_num,2.001,2.403,0.402,2.4,set_altitude_target,0,1,9,31458
13,4,go up a bit,vague_relative,2.403,2.403,0.0,2.4,text_inference,0,0,1,3260
13,5,ascend slowly to a safe height,abstract,2.403,2.398,-0.005,2.4,set_altitude_target,0,0,4,13633
13,6,I want it higher,indirect,2.398,2.402,0.004,2.4,text_inference,0,0,1,3323
14,1,go to 2 metres,explicit,0.998,2.007,1.009,2.0,set_altitude_target,0,1,10,34749
14,2,climb to 2m,paraphrase,2.007,2.004,-0.003,2.0,set_altitude_target,0,1,10,34815
14,3,go higher,relative_no_num,2.004,2.4,0.396,2.4,set_altitude_target,0,1,9,31128
14,4,go up a bit,vague_relative,2.4,2.402,0.002,2.4,text_inference,0,0,3,10152
14,5,ascend slowly to a safe height,abstract,2.402,2.396,-0.006,2.4,text_inference,0,0,1,3266
14,6,I want it higher,indirect,2.396,2.394,-0.002,2.4,text_inference,0,0,1,3311
15,1,go to 2 metres,explicit,1.0,2.003,1.003,2.0,set_altitude_target,0,1,10,34928
15,2,climb to 2m,paraphrase,2.003,1.999,-0.004,2.0,set_altitude_target,0,1,9,30828
15,3,go higher,relative_no_num,1.999,2.4,0.401,2.4,set_altitude_target,0,1,9,31168
15,4,go up a bit,vague_relative,2.4,2.401,0.001,2.4,text_inference,0,0,1,3220
15,5,ascend slowly to a safe height,abstract,2.401,2.402,0.001,2.4,set_altitude_target,0,0,9,31795
15,6,I want it higher,indirect,2.402,2.394,-0.008,2.4,text_inference,0,0,1,3281
