run,cmd_idx,command,cmd_type,z_before_m,z_after_m,increment_m,target_m,target_source,asked_clarify,correct,api_calls,tokens
4,4,go up a bit,vague_relative,1.997,2.405,0.408,2.4,set_altitude_target,0,1,2,4807
4,5,ascend slowly to a safe height,abstract,2.405,2.397,-0.008,2.4,set_altitude_target,0,0,5,12757
4,6,I want it higher,indirect,2.397,2.401,0.004,2.4,set_altitude_target,0,0,3,7650
5,1,go to 2 metres,explicit,1.005,2.0,0.995,2.0,set_altitude_target,0,1,10,23956
5,2,climb to 2m,paraphrase,2.0,1.999,-0.001,2.0,text_inference,0,1,1,2206
5,3,go higher,relative_no_num,1.999,2.399,0.4,2.4,set_altitude_target,0,1,4,10816
5,4,go up a bit,vague_relative,2.399,2.4,0.001,2.5,text_inference,0,0,1,2302
5,5,ascend slowly to a safe height,abstract,2.4,2.402,0.002,2.5,text_inference,0,0,1,2354
5,6,I want it higher,indirect,2.402,2.396,-0.006,2.5,text_inference,0,0,1,2407
6,1,go to 2 metres,explicit,1.004,2.003,0.999,2.0,set_altitude_target,0,1,10,24026
6,2,climb to 2m,paraphrase,2.003,2.005,0.002,2.0,set_altitude_target,0,1,10,24717
6,3,go higher,relative_no_num,2.005,1.999,-0.006,2.5,text_inference,1,1,1,2236
6,4,go up a bit,vague_relative,1.999,2.406,0.407,2.4,set_altitude_target,0,1,7,18296
6,5,ascend slowly to a safe height,abstract,2.406,2.4,-0.006,2.5,text_inference,1,1,1,2350
6,6,I want it higher,indirect,2.4,2.399,-0.001,2.4,set_altitude_target,0,0,3,7726
7,1,go to 2 metres,explicit,1.0,1.998,0.998,2.0,set_altitude_target,0,1,10,27700
7,2,climb to 2m,paraphrase,1.998,2.003,0.005,2.0,set_altitude_target,0,1,10,26440
7,3,go higher,relative_no_num,2.003,2.002,-0.001,2.5,text_inference,1,1,1,2418
7,4,go up a bit,vague_relative,2.002,2.41,0.408,2.4,set_altitude_target,0,1,9,26053
7,5,ascend slowly to a safe height,abstract,2.41,2.003,-0.407,2.0,set_altitude_target,0,0,10,30741
7,6,I want it higher,indirect,2.003,2.002,-0.001,2.5,text_inference,0,0,1,2861
8,1,go to 2 metres,explicit,0.997,2.001,1.004,2.0,set_altitude_target,0,1,10,24003
8,2,climb to 2m,paraphrase,2.001,1.998,-0.003,2.0,set_altitude_target,0,1,8,19014
8,3,go higher,relative_no_num,1.998,2.004,0.006,,unknown,1,1,1,2215
8,4,go up a bit,vague_relative,2.004,1.498,-0.506,1.5,set_altitude_target,0,0,5,13052
8,5,ascend slowly to a safe height,abstract,1.498,1.501,0.003,,unknown,1,1,1,2279
8,6,I want it higher,indirect,1.501,1.5,-0.001,0.5,text_inference,0,0,1,2419
9,1,go to 2 metres,explicit,1.002,2.001,0.999,2.0,set_altitude_target,0,1,10,24065
9,2,climb to 2m,paraphrase,2.001,1.999,-0.002,2.0,set_altitude_target,0,1,6,14145
9,3,go higher,relative_no_num,1.999,2.0,0.001,,unknown,1,1,1,2216
9,4,go up a bit,vague_relative,2.0,1.5,-0.5,1.5,set_altitude_target,0,0,6,14510
9,5,ascend slowly to a safe height,abstract,1.5,2.001,0.501,2.0,set_altitude_target,0,1,10,26371
9,6,I want it higher,indirect,2.001,1.998,-0.003,,unknown,1,1,1,2371
10,1,go to 2 metres,explicit,0.993,2.005,1.012,2.0,set_altitude_target,0,1,6,15089
10,2,climb to 2m,paraphrase,2.005,2.004,-0.001,2.0,set_altitude_target,0,1,8,19011
10,3,go higher,relative_no_num,2.004,1.999,-0.005,,unknown,1,1,1,2213
10,4,go up a bit,vague_relative,1.999,2.401,0.402,2.4,set_altitude_target,0,1,5,12688
10,5,ascend slowly to a safe height,abstract,2.401,2.4,-0.001,2.4,set_altitude_target,0,0,5,12659
10,6,I want it higher,indirect,2.4,2.403,0.003,2.5,text_inference,0,0,1,2335
11,1,go to 2 metres,explicit,1.002,2.005,1.003,2.0,set_altitude_target,0,1,7,17928
11,2,climb to 2m,paraphrase,2.005,1.998,-0.007,2.0,set_altitude_target,0,1,8,18999
11,3,go higher,relative_no_num,1.998,2.004,0.006,,unknown,1,1,1,2214
11,4,go up a bit,vague_relative,2.004,2.401,0.397,2.4,set_altitude_target,0,1,5,12567
11,5,ascend slowly to a safe height,abstract,2.401,2.402,0.001,,unknown,1,1,1,2276
11,6,I want it higher,indirect,2.402,2.405,0.003,2.4,set_altitude_target,0,0,3,7505
12,1,go to 2 metres,explicit,0.998,1.998,1.0,2.0,set_altitude_target,0,1,7,17700
12,2,climb to 2m,paraphrase,1.998,2.005,0.007,2.0,set_altitude_target,0,1,8,19044
12,3,go higher,relative_no_num,2.005,1.999,-0.006,,unknown,1,1,1,2217
12,4,go up a bit,vague_relative,1.999,2.402,0.403,2.4,set_altitude_target,0,1,4,10450
12,5,ascend slowly to a safe height,abstract,2.402,2.401,-0.001,,unknown,1,1,1,2279
12,6,I want it higher,indirect,2.401,2.404,0.003,2.4,set_altitude_target,0,0,3,7720
13,1,go to 2 metres,explicit,0.997,2.001,1.004,2.0,set_altitude_target,0,1,10,23952
13,2,climb to 2m,paraphrase,2.001,2.0,-0.001,2.0,text_inference,0,1,1,2207
13,3,go higher,relative_no_num,2.0,2.006,0.006,2.5,text_inference,1,1,1,2245
13,4,go up a bit,vague_relative,2.006,2.401,0.395,2.4,set_altitude_target,0,1,5,12338
13,5,ascend slowly to a safe height,abstract,2.401,2.4,-0.001,2.5,text_inference,0,0,1,2342
13,6,I want it higher,indirect,2.4,2.4,0.0,2.5,text_inference,0,0,1,2391
14,1,go to 2 metres,explicit,0.998,1.998,1.0,2.0,set_altitude_target,0,1,10,24000
14,2,climb to 2m,paraphrase,1.998,2.0,0.002,2.0,set_altitude_target,0,1,3,7025
14,3,go higher,relative_no_num,2.0,1.998,-0.002,,unknown,1,1,1,2218
14,4,go up a bit,vague_relative,1.998,1.497,-0.501,1.5,set_altitude_target,0,0,6,14526
14,5,ascend slowly to a safe height,abstract,1.497,1.502,0.005,,unknown,1,1,1,2287
14,6,I want it higher,indirect,1.502,1.5,-0.002,1.5,set_altitude_target,1,1,3,7495
15,1,go to 2 metres,explicit,0.996,2.002,1.006,2.0,set_altitude_target,0,1,10,23964
15,2,climb to 2m,paraphrase,2.002,1.998,-0.004,2.0,text_inference,0,1,1,2198
15,3,go higher,relative_no_num,1.998,2.403,0.405,2.4,set_altitude_target,0,1,3,7218
15,4,go up a bit,vague_relative,2.403,2.397,-0.006,2.4,set_altitude_target,0,0,4,10637
15,5,ascend slowly to a safe height,abstract,2.397,2.4,0.003,2.4,text_inference,0,0,1,2305
15,6,I want it higher,indirect,2.4,2.403,0.003,2.4,text_inference,0,0,1,2359
